id,date,user,pc,activity
{000000001C29-2E8A08D5},2010-01-27 08:52:24,EHP1536,PC-0027,Logon
{00000001A0C6-1E9151CA},2010-01-27 08:52:30,GHU9488,PC-0035,Logoff
{000000014D4E-29F93B9C},2010-01-27 08:54:38,VKX2883,PC-0128,Logoff
{000000006CBA-0185DF9F},2010-01-27 08:55:38,PUQ6424,PC-0096,Logon
{0000000048BE-3AA05D8B},2010-01-27 08:56:16,LME4168,PC-0065,Logon
{00000000F7B1-2D9D31E6},2010-01-27 08:56:46,JXM6997,PC-0056,Logoff
{0000000080A2-04604244},2010-01-27 08:57:27,TTS7860,PC-0113,Logon
{00000000BF20-04BD2827},2010-01-27 08:57:57,AUI6616,PC-0004,Logoff
{0000000081E2-0C0F4F4D},2010-01-27 08:58:57,TVL8047,PC-0036,Logon
{000000005108-0FF08A75},2010-01-27 09:01:57,MGI5307,PC-0072,Logon
{000000007E4E-36D88617},2010-01-27 09:04:44,TPY8677,PC-0111,Logon
{0000000113B2-2F5CAF6F},2010-01-27 09:04:45,NJE9267,PC-0080,Logoff
{0000000080A0-39CFA2A7},2010-01-27 09:04:50,TTS7860,PC-0098,Logon
{0000000080A3-2A3B7BC4},2010-01-27 09:05:53,TTS7860,PC-0113,Logon
{0000000093D7-19117637},2010-01-27 09:07:05,VNI5142,PC-0114,Logon
{0000000156E9-1E6404B5},2010-01-27 09:07:42,WOC7649,PC-0136,Logoff
{0000000159BE-3C5F0E2C},2010-01-27 09:09:09,XDT1792,PC-0138,Logoff
{00000001B118-1D62A803},2010-01-27 09:09:50,SHV5792,PC-0108,Logoff
{000000009DCE-2A245877},2010-01-27 09:11:37,WVH6316,PC-0137,Logon
{000000009F4E-027D5B71},2010-01-27 09:11:42,XDT1792,PC-0138,Logon
{00000000180A-3A16A150},2010-01-27 09:14:23,DQV1058,PC-0023,Logon
{000000010D6D-06C6DE2D},2010-01-27 09:15:07,MNL1438,PC-0074,Logoff
{000000004B5B-3B340DF2},2010-01-27 09:15:11,LRR4710,PC-0067,Logon
{00000000A5CC-0DB90F9B},2010-01-27 09:15:30,XXP1655,PC-0143,Logon
{0000000049F4-0ABE4CCC},2010-01-27 09:16:35,LMQ7847,PC-0066,Logon
{00000000875E-15B80F57},2010-01-27 09:16:42,UKR6395,PC-0118,Logon
{00000000A071-3ABE8E0A},2010-01-27 09:17:39,XGF2493,PC-0139,Logon
{0000000173E1-2EA0380E},2010-01-27 09:18:20,ZWV4627,PC-0159,Logoff
{000000008880-22E481D5},2010-01-27 09:21:07,ULT2722,PC-0119,Logon
{0000000106DC-1C321128},2010-01-27 09:23:49,LWC6973,PC-0068,Logoff
{0000000138BE-2FD481CD},2010-01-27 09:24:21,TPY8677,PC-0111,Logoff
{000000003238-2A3E8C0C},2010-01-27 09:24:49,ICP9160,PC-0046,Logon
{000000006596-0E9B0FA3},2010-01-27 09:24:51,OQO5535,PC-0090,Logon
{000000007878-1D22387E},2010-01-27 09:25:17,SDT4191,PC-0106,Logon
{000000008760-09CC5480},2010-01-27 09:26:17,UKR6395,PC-0118,Logon
{000000008E2E-2D9024E8},2010-01-27 09:28:09,VBW2813,PC-0124,Logon
{000000014E47-17FDD6C0},2010-01-27 09:28:24,VNI5142,PC-0129,Logoff
{00000000EA39-20B10C6D},2010-01-27 09:29:21,HVG7968,PC-0044,Logoff
{00000000A1AB-315E6BFF},2010-01-27 09:29:42,XGZ9360,PC-0140,Logon
{000000005107-2E0DFB88},2010-01-27 09:31:02,MGI5307,PC-0072,Logon
{000000006F67-124EDD43},2010-01-27 09:31:26,QHQ5150,PC-0098,Logon
{000000006597-07944CB7},2010-01-27 09:32:43,OQO5535,PC-0090,Logon
{00000000F9E4-25B3FD00},2010-01-27 09:33:18,KIX3704,PC-0058,Logoff
{00000000EE87-140B0164},2010-01-27 09:33:51,IDI9618,PC-0048,Logoff
{000000013C52-3F94E861},2010-01-27 09:35:52,TVL8047,PC-0114,Logoff
{00000000D698-38C15E5A},2010-01-27 09:38:24,EHP1536,PC-0027,Logoff
{000000004756-11B01FE7},2010-01-27 09:41:33,LJE6857,PC-0064,Logon
{000000010B77-1943CF91},2010-01-27 09:42:57,MGI5307,PC-0072,Logoff
{0000000057F9-3B91B8AB},2010-01-27 09:45:37,NHY9248,PC-0079,Logon
{0000000166FC-32078007},2010-01-27 09:47:23,YNX1016,PC-0125,Logoff
{0000000055B9-23DA7588},2010-01-27 09:47:35,NBM1814,PC-0105,Logon
{00000000AFD2-2A14FADE},2010-01-27 09:49:25,ZFG0374,PC-0151,Logon
{00000000F64E-3507845D},2010-01-27 09:49:30,JVA8961,PC-0055,Logoff
{0000000068FE-3BD278D6},2010-01-27 09:49:34,PGI3675,PC-0093,Logon
{0000000142EF-1D92C503},2010-01-27 09:52:07,ULT2722,PC-0119,Logoff
{0000000025CA-01B5A255},2010-01-27 09:53:08,GHU9488,PC-0035,Logon
{000000002CDE-3026D654},2010-01-27 09:55:01,HLN2478,PC-0041,Logon
{00000000034E-2FD59589},2010-01-27 09:57:03,ATM7194,PC-0003,Logon
{0000000163D5-2E904BD0},2010-01-27 09:58:25,YIO5206,PC-0146,Logoff
{000000005942-06F8916C},2010-01-27 10:00:02,NJE9267,PC-0080,Logon
{0000000155B9-3CED725B},2010-01-27 10:00:29,WLH0216,PC-0000,Logoff
{000000002FC9-12D68BC0},2010-01-27 10:02:39,HVG7968,PC-0044,Logon
{000000010461-050561F4},2010-01-27 10:02:42,LMQ7847,PC-0066,Logoff
{00000000E038-31301647},2010-01-27 10:03:58,GHU9488,PC-0035,Logoff
{00000000E92C-271D35F0},2010-01-27 10:05:15,HMR4907,PC-0043,Logoff
{00000001464F-06E4D146},2010-01-27 10:05:23,UUU6648,PC-0122,Logoff
{00000000AE7E-0CA06D4C},2010-01-27 10:06:29,ZDH5063,PC-0150,Logon
{000000019A2D-2B135901},2010-01-27 10:07:09,AUI6616,PC-0004,Logoff
{00000000B33E-3C64EFD1},2010-01-27 10:09:06,ZIF9528,PC-0154,Logon
{000000014E46-38A8B769},2010-01-27 10:14:05,VNI5142,PC-0129,Logoff
{00000000AE7F-22009689},2010-01-27 10:15:18,ZDH5063,PC-0150,Logon
{000000006A3E-35AEE248},2010-01-27 10:16:15,PJY0876,PC-0094,Logon
{00000000A303-085D0C44},2010-01-27 10:17:07,XHL6619,PC-0141,Logon
{0000000105CA-16E19C97},2010-01-27 10:17:11,LRR4710,PC-0067,Logoff
{000000000584-13D0A679},2010-01-27 10:18:16,AYY2409,PC-0005,Logon
{0000000139E4-26429F93},2010-01-27 10:19:55,TTJ2624,PC-0112,Logoff
{000000014033-0B3E0C87},2010-01-27 10:20:02,UEH9251,PC-0023,Logoff
{000000014E4B-1A7AE9AA},2010-01-27 10:24:42,VNI5142,PC-0129,Logoff
{000000012004-305E8BC8},2010-01-27 10:25:44,OQO5535,PC-0090,Logoff
{00000000B49C-02C9A5BC},2010-01-27 10:26:43,ZPL3468,PC-0155,Logon
{00000000A967-36DA6DC1},2010-01-27 10:28:01,YIO5206,PC-0146,Logon
{000000009A3A-2F015DDF},2010-01-27 10:30:43,WBM5944,PC-0134,Logon
{000000002FCB-067DDA33},2010-01-27 10:31:45,HVG7968,PC-0044,Logon
{000000011125-0FD89D49},2010-01-27 10:32:19,NDV4503,PC-0078,Logoff
{00000000BDBD-1F52684D},2010-01-27 10:34:03,ATM7194,PC-0003,Logoff
{00000001603B-1C5D9286},2010-01-27 10:34:30,XXP1655,PC-0143,Logoff
{00000000ECA7-1AE97706},2010-01-27 10:34:49,ICP9160,PC-0046,Logoff
{00000000C8DB-20A64E5C},2010-01-27 10:36:34,CUR4388,PC-0014,Logoff
{000000013B12-3537988B},2010-01-27 10:37:53,TTS7860,PC-0113,Logoff
{000000010463-160A1C7F},2010-01-27 10:41:35,LMQ7847,PC-0066,Logoff
{00000001477B-190DA8EB},2010-01-27 10:43:42,VBL5911,PC-0123,Logoff
{000000002FCC-209514AB},2010-01-27 10:43:47,HVG7968,PC-0044,Logon
{000000013C51-3FA5443E},2010-01-27 10:45:57,TVL8047,PC-0114,Logoff
{0000000056B5-2F694CB2},2010-01-27 10:46:35,NDV4503,PC-0078,Logon
{00000000DCBD-371EA6EE},2010-01-27 10:46:49,GGB1397,PC-0032,Logoff
{0000000093DB-2D7ACA9D},2010-01-27 10:47:01,VNI5142,PC-0129,Logon
{00000000FF69-2C32BA3D},2010-01-27 10:47:06,LDO0211,PC-0062,Logoff
{000000005218-052BC7CA},2010-01-27 10:47:15,MLE3810,PC-0073,Logon
{00000000B49B-019731FD},2010-01-27 10:48:00,ZPL3468,PC-0155,Logon
{0000000010B0-316D75BF},2010-01-27 10:48:12,DHG6594,PC-0093,Logon
{0000000074D0-10A339B1},2010-01-27 10:49:43,RLI6273,PC-0103,Logon
{00000000F7AE-2F66BE71},2010-01-27 10:49:46,JXM6997,PC-0056,Logoff
{0000000142EE-017323BD},2010-01-27 10:50:20,ULT2722,PC-0119,Logoff
{00000000296E-1609D977},2010-01-27 10:50:44,GZI8020,PC-0038,Logon
{00000001583D-2C560C3E},2010-01-27 10:52:37,WVH6316,PC-0137,Logoff
{000000005F61-3C0E3F53},2010-01-27 10:53:24,OEM8566,PC-0085,Logon
{000000003D41-2CB3B4A1},2010-01-27 10:53:34,JXM6997,PC-0056,Logon
{0000000168ED-1529AE9C},2010-01-27 10:54:29,ZDH5063,PC-0150,Logoff
{0000000101C5-205B99A8},2010-01-27 10:55:33,LJE6857,PC-0064,Logoff
{000000012E30-2B866EF4},2010-01-27 10:58:04,RCE5876,PC-0102,Logoff
{00000000373B-2BF7170D},2010-01-27 10:59:24,IVL8082,PC-0051,Logon
{00000000B973-1058EF0A},2010-01-27 11:00:18,ZWV4627,PC-0159,Logon
{000000015334-2D8C4517},2010-01-27 11:00:59,WAR1091,PC-0133,Logoff
{00000000BA8B-1F8ABBFD},2010-01-27 11:01:50,ADB8311,PC-0000,Logoff
{000000013089-1CD5C350},2010-01-27 11:02:52,RUT1946,PC-0104,Logoff
{0000000163D4-02881FC3},2010-01-27 11:03:32,YIO5206,PC-0146,Logoff
{000000000B7A-16CE3F66},2010-01-27 11:06:05,COU3039,PC-0011,Logon
{000000008761-313A921A},2010-01-27 11:06:49,UKR6395,PC-0118,Logon
{00000000B5E9-19CE263E},2010-01-27 11:08:43,ZRK4063,PC-0156,Logon
{0000000159BD-111A1BBB},2010-01-27 11:09:42,XDT1792,PC-0138,Logoff
{0000000093D4-0263D578},2010-01-27 11:10:11,VNI5142,PC-0129,Logon
{0000000015D9-14A51C86},2010-01-27 11:11:18,DOO3709,PC-0021,Logon
{000000009751-29113F13},2010-01-27 11:11:22,VXF8934,PC-0132,Logon
{000000012729-094BEC8B},2010-01-27 11:11:38,PUQ6424,PC-0096,Logoff
{0000000039A3-0BA02F2C},2010-01-27 11:12:49,JMM0438,PC-0053,Logon
{00000000875D-3646D905},2010-01-27 11:14:01,UKR6395,PC-0118,Logon
{000000000825-3CD6E311},2010-01-27 11:14:09,BMU1894,PC-0008,Logon
{000000011268-188E20C2},2010-01-27 11:14:37,NHY9248,PC-0079,Logoff
{0000000052FD-0A257809},2010-01-27 11:15:38,MNL1438,PC-0074,Logon
{000000014032-0B8CB5D8},2010-01-27 11:16:13,UEH9251,PC-0117,Logoff
{0000000011A9-37EFA7A8},2010-01-27 11:16:50,DJY4258,PC-0017,Logon
{000000013B11-3269B7A8},2010-01-27 11:20:27,TTS7860,PC-0113,Logoff
{0000000129D6-314A631C},2010-01-27 11:22:26,QHQ5150,PC-0098,Logoff
{000000014C1B-04A6E5A3},2010-01-27 11:22:44,VIZ5045,PC-0127,Logoff
{000000000F62-0217E305},2010-01-27 11:23:33,CVC0519,PC-0015,Logon
{0000000053E2-001085D0},2010-01-27 11:26:48,MSH7807,PC-0075,Logon
{000000004755-109DA794},2010-01-27 11:27:58,LJE6857,PC-0064,Logon
{00000001236D-258E8F17},2010-01-27 11:28:34,PGI3675,PC-0093,Logoff
{00000000EA3A-3E304A50},2010-01-27 11:28:45,HVG7968,PC-0044,Logoff
{000000001A06-00364D1C},2010-01-27 11:29:26,DYK4823,PC-0025,Logon
{000000005004-19187DA8},2010-01-27 11:30:52,MDR4757,PC-0071,Logon
{0000000132E7-2929B09E},2010-01-27 11:36:17,SDT4191,PC-0106,Logoff
{00000001032D-1BA63EAE},2010-01-27 11:38:16,LME4168,PC-0065,Logoff
{0000000048BD-1E2B1848},2010-01-27 11:39:22,LME4168,PC-0134,Logon
{00000000E252-35788F33},2010-01-27 11:41:47,GUG7168,PC-0037,Logoff
{000000014E4A-3E39F253},2010-01-27 11:42:01,VNI5142,PC-0129,Logoff
{0000000098C9-119DF951},2010-01-27 11:43:39,WAR1091,PC-0133,Logon
{000000012005-0815B997},2010-01-27 11:45:51,OQO5535,PC-0090,Logoff
{000000003D40-204114CF},2010-01-27 11:46:10,JXM6997,PC-0048,Logon
{000000003F76-29CB699E},2010-01-27 11:47:47,KIX3704,PC-0058,Logon
{00000001032B-00D8C015},2010-01-27 11:48:50,LME4168,PC-0094,Logoff
{000000007092-006EF24D},2010-01-27 11:50:18,QOY4162,PC-0099,Logon
{000000017058-2E0853FE},2010-01-27 11:50:43,ZRK4063,PC-0156,Logoff
{00000000F1AA-0537D4B7},2010-01-27 11:54:24,IVL8082,PC-0051,Logoff
{00000000BFF3-02DB5848},2010-01-27 11:56:16,AYY2409,PC-0005,Logoff
{000000006593-223052DE},2010-01-27 11:56:25,OQO5535,PC-0066,Logon
{0000000068FF-00677131},2010-01-27 11:56:27,PGI3675,PC-0093,Logon
{00000000831D-2A4D5009},2010-01-27 11:57:47,TWU8511,PC-0115,Logon
{00000000A072-144AEAC0},2010-01-27 11:57:59,XGF2493,PC-0139,Logon
{000000004622-0F7CF3CC},2010-01-27 12:00:49,LGT9691,PC-0063,Logon
{000000000A71-11C25E79},2010-01-27 12:01:18,CCL9026,PC-0010,Logon
{000000013769-0A1D2A5B},2010-01-27 12:01:49,TPH4125,PC-0110,Logoff
{00000000A465-2249745D},2010-01-27 12:02:23,XTJ9675,PC-0142,Logon
{000000013ED0-3722BDE1},2010-01-27 12:03:36,UBE4939,PC-0116,Logoff
{000000011269-31AB9B04},2010-01-27 12:03:44,NHY9248,PC-0079,Logoff
{000000003158-13974352},2010-01-27 12:04:00,IAC0900,PC-0045,Logon
{00000000F7B0-22EE270E},2010-01-27 12:05:34,JXM6997,PC-0056,Logoff
{00000000C5E9-27653ACC},2010-01-27 12:06:05,COU3039,PC-0011,Logoff
{000000008A8A-15781030},2010-01-27 12:07:15,USS4618,PC-0121,Logon
{000000013663-1E08FA23},2010-01-27 12:08:34,SSY7686,PC-0109,Logoff
{00000000C9D1-1E29CE85},2010-01-27 12:09:33,CVC0519,PC-0015,Logoff
{000000006CBB-0227D594},2010-01-27 12:09:46,PUQ6424,PC-0071,Logon
{00000001489D-0D9B27B0},2010-01-27 12:12:09,VBW2813,PC-0124,Logoff
{000000007AAE-095194D0},2010-01-27 12:12:39,SHV5792,PC-0108,Logon
{000000016B34-3FAF8F82},2010-01-27 12:13:25,ZFH4085,PC-0152,Logoff
{0000000057FC-2C330385},2010-01-27 12:15:51,NHY9248,PC-0079,Logon
{000000003AEC-1F64079D},2010-01-27 12:15:58,JPS8745,PC-0054,Logon
{00000000034F-1C0B42B6},2010-01-27 12:16:18,ATM7194,PC-0003,Logon
{0000000141CF-2BE80869},2010-01-27 12:17:17,UKR6395,PC-0118,Logoff
{000000012006-3575959D},2010-01-27 12:17:43,OQO5535,PC-0090,Logoff
{000000002152-121C529A},2010-01-27 12:18:12,FCN9756,PC-0031,Logon
{000000016574-0A3DEB6B},2010-01-27 12:18:24,YLE8326,PC-0147,Logoff
{0000000039A5-104244D6},2010-01-27 12:21:55,JMM0438,PC-0053,Logon
{0000000049F5-0E6AFAC5},2010-01-27 12:23:32,LMQ7847,PC-0066,Logon
{0000000015DA-39E1B4C6},2010-01-27 12:24:17,DOO3709,PC-0021,Logon
{0000000101C4-2EDE448A},2010-01-27 12:26:58,LJE6857,PC-0064,Logoff
{00000000E039-3FC0B1CF},2010-01-27 12:27:08,GHU9488,PC-0035,Logoff
{00000000AD86-3BEC52E0},2010-01-27 12:27:36,YST5811,PC-0149,Logon
{000000003D3E-0352E65A},2010-01-27 12:28:03,JXM6997,PC-0056,Logon
{000000007091-27016D19},2010-01-27 12:29:45,QOY4162,PC-0099,Logon
{00000000296F-0A5FA9A8},2010-01-27 12:29:50,GZI8020,PC-0038,Logon
{00000000E74D-1D1492FA},2010-01-27 12:30:01,HLN2478,PC-0041,Logoff
{000000016DAD-224348B9},2010-01-27 12:30:06,ZIF9528,PC-0154,Logoff
{00000000B242-04871558},2010-01-27 12:30:07,ZHD4885,PC-0153,Logon
{0000000055BA-300A0FF6},2010-01-27 12:30:13,NBM1814,PC-0077,Logon
{000000015338-3CEFF68A},2010-01-27 12:30:39,WAR1091,PC-0133,Logoff
{0000000119D0-0E33B472},2010-01-27 12:33:24,OEM8566,PC-0085,Logoff
{000000015D72-383608A7},2010-01-27 12:35:07,XHL6619,PC-0141,Logoff
{000000013B0F-08659C8C},2010-01-27 12:36:50,TTS7860,PC-0113,Logoff
{000000010A73-20C63E26},2010-01-27 12:37:52,MDR4757,PC-0071,Logoff
{0000000168EE-0ACB2333},2010-01-27 12:38:18,ZDH5063,PC-0150,Logoff
{0000000098C6-34149158},2010-01-27 12:38:42,WAR1091,PC-0133,Logon
{000000004B5A-366034DA},2010-01-27 12:38:42,LRR4710,PC-0067,Logon
{0000000113B1-0130EF99},2010-01-27 12:39:02,NJE9267,PC-0080,Logoff
{0000000098CA-05676660},2010-01-27 12:39:16,WAR1091,PC-0133,Logon
{000000003417-2E7BA9E3},2010-01-27 12:39:27,IDI9618,PC-0048,Logon
{0000000138BD-2504ECA6},2010-01-27 12:39:44,TPY8677,PC-0111,Logoff
{00000000B719-14334B0A},2010-01-27 12:40:23,ZUI9718,PC-0085,Logon
{00000000D279-054AEA08},2010-01-27 12:41:23,DQV1058,PC-0023,Logoff
{0000000141CD-23F9DF92},2010-01-27 12:41:42,UKR6395,PC-0118,Logoff
{000000016F0B-0B14F5B2},2010-01-27 12:42:43,ZPL3468,PC-0155,Logoff
{00000000EA3B-0D0C2055},2010-01-27 12:42:47,HVG7968,PC-0044,Logoff
{0000000026D9-3182C8CA},2010-01-27 12:42:48,GRQ1397,PC-0036,Logon
{00000000D475-107C60BD},2010-01-27 12:45:26,DYK4823,PC-0025,Logoff
{0000000079B2-082BC7A0},2010-01-27 12:47:10,SEX5010,PC-0107,Logon
{00000000EA38-27105B86},2010-01-27 12:48:39,HVG7968,PC-0044,Logoff
{00000000203B-3DC7F40E},2010-01-27 12:50:23,EYT8043,PC-0030,Logon
{000000012002-3F9AA384},2010-01-27 12:50:25,OQO5535,PC-0090,Logoff
{000000011124-24A1224A},2010-01-27 12:50:35,NDV4503,PC-0078,Logoff
{00000000437B-1618F309},2010-01-27 12:50:44,KYR0991,PC-0061,Logon
{0000000073C0-02AE8EC3},2010-01-27 12:50:58,RCE5876,PC-0102,Logon
{000000009752-10752E6F},2010-01-27 12:51:36,VXF8934,PC-0132,Logon
{00000001126B-0B6CF540},2010-01-27 12:51:51,NHY9248,PC-0079,Logoff
{000000007191-1A96FDAF},2010-01-27 12:52:07,QSC3123,PC-0100,Logon
{0000000049F3-29E38062},2010-01-27 12:52:59,LMQ7847,PC-0066,Logon
{000000010B76-2CE176A0},2010-01-27 12:53:02,MGI5307,PC-0072,Logoff
{000000002488-274406B5},2010-01-27 12:53:46,GHR6302,PC-0034,Logon
{000000009652-11727355},2010-01-27 12:54:12,VVY1052,PC-0131,Logon
{000000004DCA-317015C8},2010-01-27 12:55:42,LYE5717,PC-0069,Logon
{00000000B0C4-09CA2142},2010-01-27 12:56:24,ZFH4085,PC-0032,Logon
{000000015ED4-2D8F9D16},2010-01-27 12:57:23,XTJ9675,PC-0142,Logoff
{000000007793-1C1C618F},2010-01-27 12:57:39,SBF1746,PC-0105,Logon
{0000000141D0-0CE854EF},2010-01-27 12:57:49,UKR6395,PC-0118,Logoff
{00000000D048-133BED0B},2010-01-27 12:59:18,DOO3709,PC-0021,Logoff
{00000000224F-1EDEB21E},2010-01-27 13:02:40,GGB1397,PC-0032,Logon
{000000010C87-053BF950},2010-01-27 13:03:15,MLE3810,PC-0073,Logoff
{00000000AE7D-27C50782},2010-01-27 13:03:49,ZDH5063,PC-0120,Logon
{00000000CB1F-3EDC0313},2010-01-27 13:05:12,DHG6594,PC-0016,Logoff
{0000000154A9-0BE68FFB},2010-01-27 13:05:43,WBM5944,PC-0134,Logoff
{00000000DBC1-3F24B10E},2010-01-27 13:06:12,FCN9756,PC-0031,Logoff
{000000015C1A-3D37054C},2010-01-27 13:06:42,XGZ9360,PC-0140,Logoff
{00000000AE80-2319BEA1},2010-01-27 13:08:01,ZDH5063,PC-0150,Logon
{000000015AE0-20C71FDE},2010-01-27 13:08:39,XGF2493,PC-0139,Logoff
{00000000BDBE-337D710F},2010-01-27 13:10:18,ATM7194,PC-0119,Logoff
{000000016A41-34D04235},2010-01-27 13:10:25,ZFG0374,PC-0151,Logoff
{0000000015D8-1EBC419E},2010-01-27 13:10:38,DOO3709,PC-0042,Logon
{000000001EBD-28927320},2010-01-27 13:13:25,ETS3545,PC-0029,Logon
{0000000044FB-0C039FF8},2010-01-27 13:15:19,LDO0211,PC-0062,Logon
{0000000163D6-3640E8C1},2010-01-27 13:16:01,YIO5206,PC-0146,Logoff
{00000000F7AF-337AAAD5},2010-01-27 13:16:10,JXM6997,PC-0056,Logoff
{000000007090-35AC777A},2010-01-27 13:19:39,QOY4162,PC-0056,Logon
{0000000057FB-1165F065},2010-01-27 13:20:00,NHY9248,PC-0079,Logon
{000000000B79-33CC9FC1},2010-01-27 13:20:40,COU3039,PC-0011,Logon
{000000001B27-1E8EAD94},2010-01-27 13:21:10,EEN0449,PC-0026,Logon
{0000000124AD-20F5A036},2010-01-27 13:23:15,PJY0876,PC-0094,Logoff
{0000000173E2-1B3F3640},2010-01-27 13:24:18,ZWV4627,PC-0159,Logoff
{000000003867-3F4BF1BB},2010-01-27 13:24:21,JDE8246,PC-0052,Logon
{000000010E51-27390D50},2010-01-27 13:24:48,MSH7807,PC-0029,Logoff
{00000000E3DD-00C97B21},2010-01-27 13:26:44,GZI8020,PC-0038,Logoff
{00000000B33D-1EAEED1B},2010-01-27 13:27:12,ZIF9528,PC-0154,Logon
{0000000151C1-074E65D4},2010-01-27 13:27:36,VXF8934,PC-0132,Logoff
{000000003E7B-157F4C05},2010-01-27 13:28:59,KFW8041,PC-0057,Logon
{00000000A7F4-0E8CC1FD},2010-01-27 13:29:40,YDM6963,PC-0145,Logon
{0000000016D4-37F5DABA},2010-01-27 13:29:54,DPC6498,PC-0022,Logon
{00000000D049-2D5115D0},2010-01-27 13:31:17,DOO3709,PC-0021,Logoff
{000000011028-3C8AD265},2010-01-27 13:32:35,NBM1814,PC-0077,Logoff
{000000016F0A-23A35592},2010-01-27 13:34:00,ZPL3468,PC-0155,Logoff
{000000010462-336B8700},2010-01-27 13:34:59,LMQ7847,PC-0066,Logoff
{000000010091-2B55DBAC},2010-01-27 13:37:49,LGT9691,PC-0063,Logoff
{00000000A468-0F19D5FD},2010-01-27 13:38:38,XTJ9675,PC-0142,Logon
{00000000DEF7-307AA251},2010-01-27 13:38:46,GHR6302,PC-0034,Logoff
{000000012B01-30DEDF95},2010-01-27 13:39:18,QOY4162,PC-0099,Logoff
{000000008F1D-3A4B50E6},2010-01-27 13:41:36,VDL1237,PC-0125,Logon
{000000007CF7-211CB84D},2010-01-27 13:44:01,TPH4125,PC-0124,Logon
{000000016B33-123FCBB0},2010-01-27 13:44:24,ZFH4085,PC-0152,Logoff
{00000000955B-00F00F5D},2010-01-27 13:47:03,VVU9026,PC-0130,Logon
{000000015339-0B3ED2C6},2010-01-27 13:50:16,WAR1091,PC-0133,Logoff
{000000013D8C-25937525},2010-01-27 13:50:47,TWU8511,PC-0102,Logoff
{00000000FF6A-3B022C82},2010-01-27 13:51:19,LDO0211,PC-0062,Logoff
{000000007CF9-0FDB4AF7},2010-01-27 13:54:26,TPH4125,PC-0110,Logon
{0000000054EB-0EF8063C},2010-01-27 13:55:45,MUB0827,PC-0076,Logon
{0000000168EF-0E5FE2D8},2010-01-27 13:56:01,ZDH5063,PC-0150,Logoff
{0000000014EB-27EF007E},2010-01-27 13:59:48,DON7838,PC-0020,Logon
{000000006E29-16350619},2010-01-27 14:02:05,QCT4158,PC-0085,Logon
{000000010D6C-238D26E3},2010-01-27 14:02:38,MNL1438,PC-0074,Logoff
{00000000A073-3C37DF19},2010-01-27 14:03:49,XGF2493,PC-0139,Logon
{000000015AE1-2AC7ECC6},2010-01-27 14:03:59,XGF2493,PC-0139,Logoff
{000000016DAC-0C643FF4},2010-01-27 14:04:12,ZIF9528,PC-0154,Logoff
{00000000809F-161C9717},2010-01-27 14:04:54,TTS7860,PC-0113,Logon
{000000006762-098B796F},2010-01-27 14:05:32,PAJ4367,PC-0092,Logon
{00000000F7AD-150CC942},2010-01-27 14:06:03,JXM6997,PC-0056,Logoff
{0000000016D5-254B718D},2010-01-27 14:07:01,DPC6498,PC-0022,Logon
{000000003E7D-3784DBD8},2010-01-27 14:07:09,KFW8041,PC-0145,Logon
{000000015335-37D7418D},2010-01-27 14:08:42,WAR1091,PC-0133,Logoff
{0000000061AD-099C7404},2010-01-27 14:08:57,OLL2272,PC-0087,Logon
{00000000F8EA-163F940C},2010-01-27 14:10:59,KFW8041,PC-0057,Logoff
{00000000A1AC-26EBAD9E},2010-01-27 14:11:27,XGZ9360,PC-0140,Logon
{000000001A07-17BC5A77},2010-01-27 14:12:13,DYK4823,PC-0025,Logon
{00000000CC18-099129EC},2010-01-27 14:12:50,DJY4258,PC-0017,Logoff
{00000000B71A-046BE1A3},2010-01-27 14:14:10,ZUI9718,PC-0157,Logon
{00000000B819-00E40323},2010-01-27 14:17:37,ZWA2339,PC-0158,Logon
{000000009654-357A60F6},2010-01-27 14:17:44,VVY1052,PC-0131,Logon
{000000013421-3F8C1DC6},2010-01-27 14:18:10,SEX5010,PC-0107,Logoff
{0000000053E1-1AD58575},2010-01-27 14:18:14,MSH7807,PC-0075,Logon
{0000000092E0-0B2C7EC9},2010-01-27 14:18:15,VKX2883,PC-0128,Logon
{0000000062B4-233C00EA},2010-01-27 14:19:05,OLN5687,PC-0092,Logon
{0000000150C1-2850E2FD},2010-01-27 14:20:12,VVY1052,PC-0131,Logoff
{0000000141CC-2595A7D9},2010-01-27 14:23:01,UKR6395,PC-0118,Logoff
{0000000018E8-3CE9FF58},2010-01-27 14:23:48,DXC7486,PC-0024,Logon
{00000000A6F7-0FC9B879},2010-01-27 14:23:50,YAE2296,PC-0144,Logon
{000000002A58-13E2567A},2010-01-27 14:24:27,HBA3736,PC-0039,Logon
{000000000947-354AC25C},2010-01-27 14:24:35,BZL8931,PC-0009,Logon
{00000000332B-100D5833},2010-01-27 14:24:58,ICR6722,PC-0047,Logon
{000000000140-0BEC76C4},2010-01-27 14:25:21,ADG1145,PC-0001,Logon
{0000000013D6-18D4C62C},2010-01-27 14:28:14,DNM3159,PC-0019,Logon
{0000000144F9-2936C633},2010-01-27 14:29:15,USS4618,PC-0121,Logoff
{000000014FCA-19A2768D},2010-01-27 14:33:03,VVU9026,PC-0130,Logoff
{000000016263-0B661FB5},2010-01-27 14:34:40,YDM6963,PC-0145,Logoff
{000000005E7C-121B2667},2010-01-27 14:36:13,ODH5540,PC-0084,Logon
{000000015ED7-21132CC0},2010-01-27 14:36:38,XTJ9675,PC-0107,Logoff
