id,date,user,pc,activity
{00000001C650-245E7293},2010-01-22 13:21:13,DHG6594,PC-0016,Connect
{00000001D3F2-24AE01FB},2010-01-22 13:21:22,TWU8511,PC-0115,Connect
{00000001EC3A-229EA2A9},2010-01-22 13:37:34,VNI5142,PC-0129,Disconnect
{00000001E9F3-3207329A},2010-01-22 13:49:22,TWU8511,PC-0115,Disconnect
{00000001DC51-2532D7C1},2010-01-22 13:56:13,DHG6594,PC-0016,Disconnect
{00000001CB34-05778EA0},2010-01-22 13:57:39,JMM0438,PC-0053,Connect
{00000001D29E-0ADB6A1E},2010-01-22 14:10:16,SBF1746,PC-0105,Connect
{00000001E135-131BE30A},2010-01-22 14:15:39,JMM0438,PC-0053,Disconnect
{00000001E4E1-0EFBFD9E},2010-01-22 14:21:26,NRU3936,PC-0083,Disconnect
{00000001E89F-3DFA8FB5},2010-01-22 14:31:16,SBF1746,PC-0105,Disconnect
{00000001D78E-28AD0215},2010-01-22 15:46:35,YDM6963,PC-0145,Connect
{00000001D49E-1AE452C3},2010-01-22 16:08:08,UEH9251,PC-0117,Connect
{00000001D8DF-35CB962C},2010-01-22 16:34:56,ZUI9718,PC-0157,Connect
{00000001ED8F-3821F47F},2010-01-22 16:47:35,YDM6963,PC-0145,Disconnect
{00000001EA9F-16479EB0},2010-01-22 16:55:08,UEH9251,PC-0117,Disconnect
{00000001C4C5-15345C95},2010-01-22 17:18:22,COU3039,PC-0011,Connect
{00000001EEE0-211D1FE0},2010-01-22 17:25:56,ZUI9718,PC-0157,Disconnect
{00000001DAC6-390C17C4},2010-01-22 18:31:22,COU3039,PC-0011,Disconnect
{00000001C5BE-27B50BF5},2010-01-25 07:00:15,CVC0519,PC-0015,Connect
{00000001C51C-1766CB06},2010-01-25 07:09:08,CQZ8674,PC-0013,Connect
{00000001C920-1C8D0DB3},2010-01-25 07:09:43,HVG7968,PC-0044,Connect
{00000001D85A-2BA34898},2010-01-25 07:17:39,YNX1016,PC-0148,Connect
{00000001DB1D-159FEBDE},2010-01-25 07:19:08,CQZ8674,PC-0013,Disconnect
{00000001DF21-15FFE01E},2010-01-25 07:49:43,HVG7968,PC-0044,Disconnect
{00000001D49F-00ACC9AF},2010-01-25 07:54:23,UEH9251,PC-0117,Connect
{00000001EAA0-2B319D94},2010-01-25 07:58:23,UEH9251,PC-0117,Disconnect
{00000001C921-24FB7D80},2010-01-25 07:59:37,HVG7968,PC-0044,Connect
{00000001DBBF-39DB4BDA},2010-01-25 08:07:15,CVC0519,PC-0015,Disconnect
{00000001CEE3-00E61B81},2010-01-25 08:09:12,NRU3936,PC-0083,Connect
{00000001CAB9-0FF48E2D},2010-01-25 08:16:36,JDE8246,PC-0052,Connect
{00000001D3F4-07911006},2010-01-25 08:18:15,TWU8511,PC-0115,Connect
{00000001DF22-331F965D},2010-01-25 08:27:37,HVG7968,PC-0044,Disconnect
{00000001EE5B-3D26F043},2010-01-25 08:34:39,YNX1016,PC-0148,Disconnect
{00000001CE3D-363B73F7},2010-01-25 08:42:37,MSH7807,PC-0075,Connect
{00000001D536-096B6A8B},2010-01-25 08:53:09,UQK8227,PC-0120,Connect
{00000001E43E-3F3E5978},2010-01-25 08:58:37,MSH7807,PC-0075,Disconnect
{00000001E4E4-1BEE7B4B},2010-01-25 09:09:12,NRU3936,PC-0083,Disconnect
{00000001E0BA-355CC269},2010-01-25 09:20:36,JDE8246,PC-0052,Disconnect
{00000001CFF4-07897770},2010-01-25 09:21:45,OLN5687,PC-0088,Connect
{00000001CB38-195DCC01},2010-01-25 09:25:23,JMM0438,PC-0053,Connect
{00000001E9F5-206961C3},2010-01-25 09:32:15,TWU8511,PC-0115,Disconnect
{00000001D178-2C8EDDFE},2010-01-25 09:38:03,QSC3123,PC-0100,Connect
{00000001E139-1C1D8AA4},2010-01-25 09:41:23,JMM0438,PC-0053,Disconnect
{00000001D351-174FC27E},2010-01-25 09:43:28,SHV5792,PC-0108,Connect
{00000001C76D-232DA94A},2010-01-25 09:51:07,EHP1536,PC-0027,Connect
{00000001E5F5-0AB74E62},2010-01-25 10:00:45,OLN5687,PC-0088,Disconnect
{00000001EB37-0FA91B28},2010-01-25 10:10:09,UQK8227,PC-0120,Disconnect
{00000001C91F-317C9102},2010-01-25 10:22:01,HVG7968,PC-0044,Connect
{00000001D20F-044FA660},2010-01-25 10:33:46,RUT1946,PC-0104,Connect
{00000001C36E-2E949488},2010-01-25 10:44:55,ADG1145,PC-0001,Connect
{00000001DD6E-053E61E6},2010-01-25 10:48:07,EHP1536,PC-0027,Disconnect
{00000001CC13-06D18540},2010-01-25 10:49:29,KIX3704,PC-0058,Connect
{00000001DF20-2B71A2BD},2010-01-25 10:55:01,HVG7968,PC-0044,Disconnect
{00000001D96F-0DE5D62F},2010-01-25 10:57:55,ADG1145,PC-0001,Disconnect
{00000001E779-3CF33995},2010-01-25 11:06:03,QSC3123,PC-0100,Disconnect
{00000001CEE4-1B5264D1},2010-01-25 11:07:51,NRU3936,PC-0083,Connect
{00000001E952-16D7BC36},2010-01-25 11:10:28,SHV5792,PC-0108,Disconnect
{00000001D2B9-029CEC07},2010-01-25 11:18:31,SDT4191,PC-0106,Connect
{00000001E810-1EE227D7},2010-01-25 11:31:46,RUT1946,PC-0104,Disconnect
{00000001D63C-0003F396},2010-01-25 11:37:29,VNI5142,PC-0129,Connect
{00000001E214-28830714},2010-01-25 11:45:29,KIX3704,PC-0058,Disconnect
{00000001E8BA-36F17D0C},2010-01-25 12:07:31,SDT4191,PC-0106,Disconnect
{00000001E4E5-3BB2F5DE},2010-01-25 12:12:51,NRU3936,PC-0083,Disconnect
{00000001CFF2-0B0A832C},2010-01-25 12:33:37,OLN5687,PC-0088,Connect
{00000001D210-1D86A6CF},2010-01-25 12:43:38,RUT1946,PC-0104,Connect
{00000001E811-2625BF18},2010-01-25 12:48:38,RUT1946,PC-0104,Disconnect
{00000001D63A-0B11FFEF},2010-01-25 12:58:28,VNI5142,PC-0129,Connect
{00000001EC3D-2997F21D},2010-01-25 13:01:29,VNI5142,PC-0129,Disconnect
{00000001E5F3-36381588},2010-01-25 13:11:37,OLN5687,PC-0088,Disconnect
{00000001CA17-1FA395A9},2010-01-25 13:15:49,IDI9618,PC-0048,Connect
{00000001D3F5-34A0F0B8},2010-01-25 13:17:24,TWU8511,PC-0115,Connect
{00000001CCDF-38C5EC18},2010-01-25 13:19:51,KYR0991,PC-0061,Connect
{00000001D535-0106B79C},2010-01-25 13:35:25,UQK8227,PC-0120,Connect
{00000001CB36-24129024},2010-01-25 14:04:47,JMM0438,PC-0053,Connect
{00000001D6D7-01E477B1},2010-01-25 14:16:55,WLH0216,PC-0135,Connect
{00000001E018-09A39654},2010-01-25 14:18:49,IDI9618,PC-0048,Disconnect
{00000001D3F3-3712DD43},2010-01-25 14:19:59,TWU8511,PC-0115,Connect
{00000001EC3B-2C52DCBE},2010-01-25 14:20:28,VNI5142,PC-0129,Disconnect
{00000001E9F6-080D966E},2010-01-25 14:21:24,TWU8511,PC-0115,Disconnect
{00000001E137-1040847E},2010-01-25 14:21:47,JMM0438,PC-0053,Disconnect
{00000001E2E0-37BD6796},2010-01-25 14:24:51,KYR0991,PC-0061,Disconnect
{00000001ECD8-362A87E6},2010-01-25 14:29:55,WLH0216,PC-0135,Disconnect
{00000001E9F4-3D489355},2010-01-25 14:29:59,TWU8511,PC-0115,Disconnect
{00000001EB36-2C1764F2},2010-01-25 14:42:25,UQK8227,PC-0120,Disconnect
{00000001D63B-3B6CDD08},2010-01-25 15:34:01,VNI5142,PC-0129,Connect
{00000001EC3C-2CEF1F86},2010-01-25 15:36:01,VNI5142,PC-0129,Disconnect
{00000001CB37-22776918},2010-01-25 15:44:49,JMM0438,PC-0053,Connect
{00000001C480-11DC8485},2010-01-25 15:45:10,AZE5960,PC-0006,Connect
{00000001D739-086242F6},2010-01-25 15:50:20,XGF2493,PC-0139,Connect
{00000001DA81-24977468},2010-01-25 16:16:10,AZE5960,PC-0006,Disconnect
{00000001ED3A-1FFF8A20},2010-01-25 16:24:20,XGF2493,PC-0139,Disconnect
{00000001C922-287D0C4F},2010-01-25 16:25:27,HVG7968,PC-0044,Connect
{00000001DF23-1603BA33},2010-01-25 16:54:27,HVG7968,PC-0044,Disconnect
{00000001E138-149D7615},2010-01-25 17:01:49,JMM0438,PC-0053,Disconnect
{00000001CFF3-0F6AB47D},2010-01-25 17:17:19,OLN5687,PC-0088,Connect
{00000001C51D-21080727},2010-01-25 17:21:06,CQZ8674,PC-0013,Connect
{00000001E5F4-3DF7698E},2010-01-25 17:34:19,OLN5687,PC-0088,Disconnect
{00000001DB1E-278311ED},2010-01-25 18:08:06,CQZ8674,PC-0013,Disconnect
{00000001D352-0D1574BE},2010-01-26 07:19:35,SHV5792,PC-0108,Connect
{00000001E953-2AD0E724},2010-01-26 07:37:35,SHV5792,PC-0108,Disconnect
{00000001CABA-0F6DCC9E},2010-01-26 07:53:59,JDE8246,PC-0052,Connect
{00000001E0BB-2AEE8D76},2010-01-26 07:58:59,JDE8246,PC-0052,Disconnect
{00000001C424-29DD2679},2010-01-26 08:07:02,AYY2409,PC-0005,Connect
{00000001C652-14EC70F2},2010-01-26 08:07:51,DHG6594,PC-0016,Connect
{00000001C4C6-09674CE5},2010-01-26 08:33:16,COU3039,PC-0011,Connect
{00000001DAC7-23C4F44D},2010-01-26 08:48:16,COU3039,PC-0011,Disconnect
{00000001DA25-0E653706},2010-01-26 09:12:02,AYY2409,PC-0005,Disconnect
{00000001CD8E-3D989D6E},2010-01-26 09:24:13,LRR4710,PC-0067,Connect
{00000001DC53-1DBA0EC4},2010-01-26 09:28:51,DHG6594,PC-0016,Disconnect
{00000001E38F-116BC1D5},2010-01-26 09:31:13,LRR4710,PC-0067,Disconnect
{00000001CEE5-35AF426B},2010-01-26 10:13:15,NRU3936,PC-0083,Connect
{00000001CC14-31957BB5},2010-01-26 10:19:25,KIX3704,PC-0058,Connect
{00000001D354-2221C926},2010-01-26 10:24:29,SHV5792,PC-0108,Connect
{00000001E955-31C7DA2D},2010-01-26 10:43:29,SHV5792,PC-0108,Disconnect
{00000001E215-2344BA5C},2010-01-26 10:53:25,KIX3704,PC-0058,Disconnect
{00000001E4E6-3CA3F5B1},2010-01-26 11:06:15,NRU3936,PC-0083,Disconnect
{00000001D78F-1B84A594},2010-01-26 11:41:49,YDM6963,PC-0145,Connect
{00000001CE66-110484BB},2010-01-26 12:00:21,NBM1814,PC-0077,Connect
{00000001C651-13E48BD7},2010-01-26 12:05:22,DHG6594,PC-0016,Connect
{00000001D179-070E0449},2010-01-26 12:05:31,QSC3123,PC-0100,Connect
{00000001E77A-262F15E9},2010-01-26 12:20:31,QSC3123,PC-0100,Disconnect
{00000001ED90-2811C585},2010-01-26 12:37:49,YDM6963,PC-0145,Disconnect
{00000001D8E2-05E9734F},2010-01-26 12:46:20,ZUI9718,PC-0157,Connect
{00000001D140-1E7DCE8B},2010-01-26 12:47:12,QHQ5150,PC-0098,Connect
{00000001D8E1-02A878A4},2010-01-26 12:57:30,ZUI9718,PC-0157,Connect
{00000001EEE2-158A3006},2010-01-26 12:59:30,ZUI9718,PC-0157,Disconnect
{00000001DC52-283F2137},2010-01-26 13:10:22,DHG6594,PC-0016,Disconnect
{00000001D640-06017E5D},2010-01-26 13:10:49,VNI5142,PC-0129,Connect
{00000001EEE3-3794FD77},2010-01-26 13:21:20,ZUI9718,PC-0157,Disconnect
{00000001E741-2D28C0E9},2010-01-26 13:25:12,QHQ5150,PC-0098,Disconnect
{00000001E467-2593CB7B},2010-01-26 13:25:21,NBM1814,PC-0077,Disconnect
{00000001CCE0-15B6CC80},2010-01-26 13:32:12,KYR0991,PC-0061,Connect
{00000001EC41-1BFDBA50},2010-01-26 13:33:49,VNI5142,PC-0129,Disconnect
{00000001CA6B-2AF26AE4},2010-01-26 13:41:44,IVL8082,PC-0051,Connect
{00000001E2E1-3546F250},2010-01-26 13:45:12,KYR0991,PC-0061,Disconnect
{00000001D585-3009C87A},2010-01-26 13:48:05,USS4618,PC-0121,Connect
{00000001E06C-23AA2CC8},2010-01-26 14:17:44,IVL8082,PC-0051,Disconnect
{00000001D29F-0E2C30C7},2010-01-26 14:35:44,SBF1746,PC-0105,Connect
{00000001EB86-1FB5EC13},2010-01-26 14:39:05,USS4618,PC-0121,Disconnect
{00000001D63D-299E5D0C},2010-01-26 14:44:08,VNI5142,PC-0129,Connect
{00000001D63E-178FF65F},2010-01-26 14:57:57,VNI5142,PC-0129,Connect
{00000001D353-33A76079},2010-01-26 15:04:28,SHV5792,PC-0108,Connect
{00000001CFF5-25FCE816},2010-01-26 15:06:09,OLN5687,PC-0088,Connect
{00000001E8A0-0578E643},2010-01-26 15:17:44,SBF1746,PC-0105,Disconnect
{00000001EC3E-17FD0BB1},2010-01-26 15:22:08,VNI5142,PC-0129,Disconnect
{00000001E5F6-267F6405},2010-01-26 15:25:09,OLN5687,PC-0088,Disconnect
{00000001D801-11394EC8},2010-01-26 15:35:58,YIO5206,PC-0146,Connect
{00000001EC3F-2AADAF3F},2010-01-26 15:43:57,VNI5142,PC-0129,Disconnect
{00000001D2BA-338C4EFD},2010-01-26 15:49:33,SDT4191,PC-0106,Connect
{00000001EE02-2F0BED88},2010-01-26 16:19:58,YIO5206,PC-0146,Disconnect
{00000001D537-308E7D0F},2010-01-26 16:25:36,UQK8227,PC-0120,Connect
{00000001CDD6-13403BB5},2010-01-26 16:26:36,MAP5551,PC-0070,Connect
{00000001E954-1E98962C},2010-01-26 16:31:28,SHV5792,PC-0108,Disconnect
{00000001E8BB-2AFB7799},2010-01-26 16:45:33,SDT4191,PC-0106,Disconnect
{00000001EB38-13C8509E},2010-01-26 17:24:36,UQK8227,PC-0120,Disconnect
{00000001E3D7-00DB8FFE},2010-01-26 17:29:36,MAP5551,PC-0070,Disconnect
{00000001D63F-147C5ACB},2010-01-26 17:39:58,VNI5142,PC-0129,Connect
{00000001EC40-2A5C6431},2010-01-26 18:29:58,VNI5142,PC-0129,Disconnect
{00000001CEE7-3CF89E35},2010-01-27 07:05:44,NRU3936,PC-0083,Connect
{00000001CDA2-368563DF},2010-01-27 07:12:30,LYE5717,PC-0069,Connect
{00000001D212-3DC6EDB5},2010-01-27 07:14:15,RUT1946,PC-0104,Connect
{00000001C85A-2B998ADC},2010-01-27 07:23:08,GRQ1397,PC-0036,Connect
{00000001E4E8-2875F907},2010-01-27 07:24:44,NRU3936,PC-0083,Disconnect
{00000001E813-31599C56},2010-01-27 07:26:15,RUT1946,PC-0104,Disconnect
{00000001D793-25BAA9DF},2010-01-27 07:27:46,YDM6963,PC-0145,Connect
{00000001ED94-1D59EFBB},2010-01-27 07:37:46,YDM6963,PC-0145,Disconnect
{00000001C859-29077956},2010-01-27 07:52:01,GRQ1397,PC-0036,Connect
{00000001E3A3-1F914D37},2010-01-27 08:05:30,LYE5717,PC-0069,Disconnect
{00000001D3F7-124C0BD7},2010-01-27 08:15:28,TWU8511,PC-0115,Connect
{00000001DE5B-3CDB81B0},2010-01-27 08:25:08,GRQ1397,PC-0036,Disconnect
{00000001CB3A-038BF284},2010-01-27 09:08:20,JMM0438,PC-0053,Connect
{00000001DE5A-2765DC18},2010-01-27 09:14:01,GRQ1397,PC-0036,Disconnect
{00000001E9F8-11031D58},2010-01-27 09:15:28,TWU8511,PC-0115,Disconnect
{00000001D3F6-2FB2EF95},2010-01-27 09:25:48,TWU8511,PC-0115,Connect
{00000001D641-22290ECD},2010-01-27 09:38:44,VNI5142,PC-0129,Connect
{00000001D538-2EE875CA},2010-01-27 09:48:47,UQK8227,PC-0120,Connect
{00000001E13B-21701F47},2010-01-27 09:50:20,JMM0438,PC-0053,Disconnect
{00000001E9F7-2FB378C7},2010-01-27 09:54:48,TWU8511,PC-0115,Disconnect
{00000001EC42-27349655},2010-01-27 10:03:44,VNI5142,PC-0129,Disconnect
{00000001EB39-3D00A9E0},2010-01-27 10:26:47,UQK8227,PC-0120,Disconnect
{00000001C425-3C9990AA},2010-01-27 10:28:26,AYY2409,PC-0005,Connect
{00000001D211-016506F2},2010-01-27 10:32:34,RUT1946,PC-0104,Connect
{00000001C370-12BE51E4},2010-01-27 10:36:40,ADG1145,PC-0001,Connect
{00000001DA26-39888B32},2010-01-27 10:58:26,AYY2409,PC-0005,Disconnect
{00000001E812-38366DFF},2010-01-27 10:58:34,RUT1946,PC-0104,Disconnect
{00000001CFF7-0C942BCC},2010-01-27 11:00:23,OLN5687,PC-0088,Connect
{00000001CB3B-2BB7B31D},2010-01-27 11:17:45,JMM0438,PC-0053,Connect
{00000001D971-1EF4D4FD},2010-01-27 11:19:40,ADG1145,PC-0001,Disconnect
{00000001D2A0-3A1219F3},2010-01-27 11:47:38,SBF1746,PC-0105,Connect
{00000001CB39-07723B8B},2010-01-27 11:50:31,JMM0438,PC-0053,Connect
{00000001E13A-3675591A},2010-01-27 11:56:31,JMM0438,PC-0053,Disconnect
{00000001D794-1467969E},2010-01-27 12:04:37,YDM6963,PC-0145,Connect
{00000001CCE1-310850A0},2010-01-27 12:19:53,KYR0991,PC-0061,Connect
{00000001E5F8-21C329F3},2010-01-27 12:24:23,OLN5687,PC-0088,Disconnect
{00000001E2E2-1E3C8EE5},2010-01-27 12:30:53,KYR0991,PC-0061,Disconnect
{00000001E8A1-1CA40E8A},2010-01-27 12:31:38,SBF1746,PC-0105,Disconnect
{00000001E13C-1A9A357C},2010-01-27 12:32:45,JMM0438,PC-0053,Disconnect
{00000001C426-343A716C},2010-01-27 12:36:32,AYY2409,PC-0005,Connect
{00000001D790-0DE614F6},2010-01-27 12:56:02,YDM6963,PC-0145,Connect
{00000001DA27-07B67C4D},2010-01-27 13:02:32,AYY2409,PC-0005,Disconnect
{00000001D213-3BE73D0E},2010-01-27 13:04:37,RUT1946,PC-0104,Connect
{00000001ED95-3FEA02FC},2010-01-27 13:09:37,YDM6963,PC-0145,Disconnect
{00000001C4C7-2DFBE599},2010-01-27 13:21:25,COU3039,PC-0011,Connect
{00000001DAC8-30B04781},2010-01-27 13:25:25,COU3039,PC-0011,Disconnect
{00000001E814-0C49F2D0},2010-01-27 13:29:37,RUT1946,PC-0104,Disconnect
{00000001ED91-1CF179DE},2010-01-27 13:45:02,YDM6963,PC-0145,Disconnect
{00000001CEE6-31C5A5AE},2010-01-27 13:55:59,NRU3936,PC-0083,Connect
{00000001CABB-16425E80},2010-01-27 14:08:48,JDE8246,PC-0052,Connect
{00000001E4E7-04FD95D5},2010-01-27 14:13:59,NRU3936,PC-0083,Disconnect
{00000001CFF8-0849EB41},2010-01-27 14:25:43,OLN5687,PC-0088,Connect
{00000001D792-03FC1016},2010-01-27 14:26:08,YDM6963,PC-0145,Connect
{00000001CDA1-07D344FB},2010-01-27 14:37:35,LYE5717,PC-0069,Connect
{00000001ED93-083EBEC3},2010-01-27 14:42:08,YDM6963,PC-0145,Disconnect
{00000001E0BC-1FD0AEF5},2010-01-27 14:54:48,JDE8246,PC-0052,Disconnect
{00000001D2BB-09E2E704},2010-01-27 15:06:17,SDT4191,PC-0106,Connect
{00000001E5F9-1EE7B229},2010-01-27 15:22:43,OLN5687,PC-0088,Disconnect
{00000001CFF9-2A664B4B},2010-01-27 15:25:20,OLN5687,PC-0088,Connect
{00000001E3A2-2A1D7CBB},2010-01-27 15:31:35,LYE5717,PC-0069,Disconnect
{00000001CFF6-19A374D7},2010-01-27 15:52:04,OLN5687,PC-0088,Connect
{00000001D6BE-2A3F3871},2010-01-27 15:58:37,VVU9026,PC-0130,Connect
{00000001E8BC-36EB74F4},2010-01-27 15:59:17,SDT4191,PC-0106,Disconnect
{00000001ECBF-30F32667},2010-01-27 16:24:37,VVU9026,PC-0130,Disconnect
{00000001C653-1AD22FBA},2010-01-27 16:43:28,DHG6594,PC-0016,Connect
{00000001E5FA-0A84CA7D},2010-01-27 16:51:20,OLN5687,PC-0088,Disconnect
{00000001DC54-17FC2FDD},2010-01-27 16:52:28,DHG6594,PC-0016,Disconnect
{00000001C36F-09138E64},2010-01-27 17:01:09,ADG1145,PC-0001,Connect
{00000001CA6C-1E0836C6},2010-01-27 17:06:04,IVL8082,PC-0051,Connect
{00000001D17A-20DDE875},2010-01-27 17:07:51,QSC3123,PC-0100,Connect
{00000001CEE8-22FB9922},2010-01-27 17:14:45,NRU3936,PC-0083,Connect
{00000001E5F7-166E2F91},2010-01-27 17:18:04,OLN5687,PC-0088,Disconnect
{00000001E77B-070F5DA4},2010-01-27 17:28:51,QSC3123,PC-0100,Disconnect
{00000001E4E9-151E0628},2010-01-27 17:39:45,NRU3936,PC-0083,Disconnect
{00000001D791-1B69EC6A},2010-01-27 17:53:33,YDM6963,PC-0145,Connect
{00000001D970-1CA8E50F},2010-01-27 18:14:09,ADG1145,PC-0001,Disconnect
{00000001E06D-23293C6F},2010-01-27 18:33:04,IVL8082,PC-0051,Disconnect
{00000001ED92-1AD2391D},2010-01-27 19:17:33,YDM6963,PC-0145,Disconnect
{00000001CFFB-2D9D0E03},2010-01-28 07:02:36,OLN5687,PC-0088,Connect
{00000001E5FC-0C61BEF6},2010-01-28 07:34:36,OLN5687,PC-0088,Disconnect
{00000001CE67-1A2158F2},2010-01-28 07:49:24,NBM1814,PC-0077,Connect
{00000001E468-207B2132},2010-01-28 08:38:24,NBM1814,PC-0077,Disconnect
{00000001C9DC-1CB7F905},2010-01-28 09:11:06,IAC0900,PC-0045,Connect
{00000001CFFA-34EF0A13},2010-01-28 09:33:42,OLN5687,PC-0088,Connect
{00000001E5FB-391611F4},2010-01-28 09:35:42,OLN5687,PC-0088,Disconnect
{00000001D874-2AA434DE},2010-01-28 10:07:31,YST5811,PC-0149,Connect
{00000001D5DC-110D6A16},2010-01-28 10:09:08,UUU6648,PC-0122,Connect
{00000001DFDD-23C0EAF4},2010-01-28 10:13:06,IAC0900,PC-0045,Disconnect
{00000001CE97-0434F054},2010-01-28 10:26:26,NDV4503,PC-0078,Connect
{00000001CDEB-3FF80827},2010-01-28 10:33:26,MDR4757,PC-0071,Connect
{00000001EE75-198C8234},2010-01-28 10:40:31,YST5811,PC-0149,Disconnect
{00000001E498-27B3CB5C},2010-01-28 10:41:26,NDV4503,PC-0078,Disconnect
{00000001D2BD-021EDA85},2010-01-28 10:44:43,SDT4191,PC-0106,Connect
{00000001D356-29ED862B},2010-01-28 10:47:24,SHV5792,PC-0108,Connect
{00000001D17C-3CA98A7A},2010-01-28 10:51:44,QSC3123,PC-0100,Connect
{00000001EBDD-23E47DBE},2010-01-28 11:01:08,UUU6648,PC-0122,Disconnect
{00000001CEAB-0F30749E},2010-01-28 11:13:47,NJT3274,PC-0081,Connect
{00000001E3EC-3CC1A51B},2010-01-28 11:18:26,MDR4757,PC-0071,Disconnect
{00000001E957-04CCF2E4},2010-01-28 11:35:24,SHV5792,PC-0108,Disconnect
{00000001CA19-022E6EFE},2010-01-28 11:36:32,IDI9618,PC-0048,Connect
{00000001E77D-35CF9FC0},2010-01-28 11:46:44,QSC3123,PC-0100,Disconnect
{00000001CCE2-1D98B057},2010-01-28 11:46:50,KYR0991,PC-0061,Connect
{00000001E4AC-14EBF4B9},2010-01-28 11:52:47,NJT3274,PC-0081,Disconnect
{00000001C76E-33BD4510},2010-01-28 11:59:09,EHP1536,PC-0027,Connect
{00000001E8BE-3FAFD7FE},2010-01-28 12:00:43,SDT4191,PC-0106,Disconnect
{00000001D642-2A31AB27},2010-01-28 12:03:03,VNI5142,PC-0129,Connect
{00000001D795-31676077},2010-01-28 12:42:21,YDM6963,PC-0145,Connect
{00000001C51F-14B40339},2010-01-28 12:42:31,CQZ8674,PC-0013,Connect
{00000001EC43-3FABA483},2010-01-28 12:51:03,VNI5142,PC-0129,Disconnect
{00000001CDEA-33FBC11D},2010-01-28 12:53:36,MDR4757,PC-0071,Connect
{00000001DB20-17D355B6},2010-01-28 12:54:31,CQZ8674,PC-0013,Disconnect
{00000001CA18-31D6A02A},2010-01-28 12:58:03,IDI9618,PC-0048,Connect
{00000001D586-37CDEA8A},2010-01-28 12:58:52,USS4618,PC-0121,Connect
{00000001E2E3-2690FCCC},2010-01-28 13:01:50,KYR0991,PC-0061,Disconnect
{00000001E01A-1250719B},2010-01-28 13:05:32,IDI9618,PC-0048,Disconnect
{00000001CA6D-19563D69},2010-01-28 13:09:17,IVL8082,PC-0051,Connect
{00000001DD6F-2FE04B5A},2010-01-28 13:18:09,EHP1536,PC-0027,Disconnect
{00000001EB87-2C788DB2},2010-01-28 13:36:52,USS4618,PC-0121,Disconnect
{00000001ED96-2B1B36A1},2010-01-28 13:37:21,YDM6963,PC-0145,Disconnect
{00000001CC17-137798D6},2010-01-28 13:47:58,KIX3704,PC-0058,Connect
{00000001C655-1BA63751},2010-01-28 14:06:00,DHG6594,PC-0016,Connect
{00000001E06E-178E5347},2010-01-28 14:13:17,IVL8082,PC-0051,Disconnect
{00000001E3EB-1315AAE7},2010-01-28 14:20:36,MDR4757,PC-0071,Disconnect
{00000001C76F-32F6491B},2010-01-28 14:24:54,EHP1536,PC-0027,Connect
{00000001E019-1546B3A5},2010-01-28 14:27:03,IDI9618,PC-0048,Disconnect
{00000001D2BE-215A1304},2010-01-28 14:33:06,SDT4191,PC-0106,Connect
{00000001C85B-3DD46644},2010-01-28 14:50:44,GRQ1397,PC-0036,Connect
{00000001E8BF-38A75F22},2010-01-28 14:55:06,SDT4191,PC-0106,Disconnect
{00000001CC16-1FD905CB},2010-01-28 14:56:20,KIX3704,PC-0058,Connect
{00000001E218-1FE10167},2010-01-28 15:07:58,KIX3704,PC-0058,Disconnect
{00000001DD70-0EC13240},2010-01-28 15:10:54,EHP1536,PC-0027,Disconnect
{00000001C371-3B75910C},2010-01-28 15:13:33,ADG1145,PC-0001,Connect
{00000001CD70-03BCDBBE},2010-01-28 15:21:25,LGT9691,PC-0063,Connect
{00000001D842-123A9C37},2010-01-28 15:22:44,YLE8326,PC-0147,Connect
{00000001DC56-3A607F9B},2010-01-28 15:29:00,DHG6594,PC-0016,Disconnect
{00000001E217-28F46D7C},2010-01-28 15:45:20,KIX3704,PC-0058,Disconnect
{00000001D972-2C7DEE9E},2010-01-28 15:46:33,ADG1145,PC-0001,Disconnect
{00000001DE5C-2756A91D},2010-01-28 15:49:44,GRQ1397,PC-0036,Disconnect
{00000001C51E-0C6A4C71},2010-01-28 15:52:45,CQZ8674,PC-0013,Connect
{00000001D6D8-3DE5CB23},2010-01-28 16:03:57,WLH0216,PC-0135,Connect
{00000001E371-01F73A50},2010-01-28 16:10:25,LGT9691,PC-0063,Disconnect
{00000001D643-0BE11D04},2010-01-28 16:25:05,VNI5142,PC-0129,Connect
{00000001D539-3C3AD335},2010-01-28 16:32:08,UQK8227,PC-0120,Connect
{00000001CC15-2FB8A81A},2010-01-28 16:32:19,KIX3704,PC-0058,Connect
{00000001D2BC-2371F07C},2010-01-28 16:34:38,SDT4191,PC-0106,Connect
{00000001EE43-3DAF9F60},2010-01-28 16:34:44,YLE8326,PC-0147,Disconnect
{00000001D355-06AE9BEF},2010-01-28 16:36:53,SHV5792,PC-0108,Connect
{00000001E216-30E55DF0},2010-01-28 16:37:19,KIX3704,PC-0058,Disconnect
{00000001D17B-121DCCBB},2010-01-28 16:40:10,QSC3123,PC-0100,Connect
{00000001EC44-38931FEF},2010-01-28 16:44:05,VNI5142,PC-0129,Disconnect
{00000001ECD9-3F542DF1},2010-01-28 16:48:57,WLH0216,PC-0135,Disconnect
{00000001DB1F-1F83F4D7},2010-01-28 16:49:45,CQZ8674,PC-0013,Disconnect
{00000001E956-04B2269F},2010-01-28 17:00:53,SHV5792,PC-0108,Disconnect
{00000001C656-275424F4},2010-01-28 17:06:47,DHG6594,PC-0016,Connect
