id,date,user,pc,filename,content
{000000024F71-392C4107},2010-01-20 17:06:25,KVI1669,PC-0060,A31E5D.png,D0-CF-11-E0
{00000002317E-1C319F28},2010-01-20 17:07:11,ICR6722,PC-0047,51253C.txt,D0-CF-11-E0
{00000002AC1F-0E006BE6},2010-01-20 17:07:51,WBM5944,PC-0134,7898A3.doc,D0-CF-11-E0
{00000002A4E0-05372944},2010-01-20 17:12:14,VVU9026,PC-0130,BC9C1C.jpg,D0-CF-11-E0
{00000002A7E2-118137CA},2010-01-20 17:14:14,VVY1052,PC-0131,5F81AA.zip,D0-CF-11-E0
{00000002B26C-07ED5186},2010-01-20 17:15:08,XGF2493,PC-0139,3B0D3A.png,D0-CF-11-E0
{00000002BC93-2C7FBB94},2010-01-20 17:21:58,ZDH5063,PC-0150,1564F5.zip,D0-CF-11-E0
{000000028F36-2B5080CF},2010-01-20 17:22:29,TVL8047,PC-0114,12AC83.txt,D0-CF-11-E0
{00000002B26A-1C45B0D9},2010-01-20 17:27:38,XGF2493,PC-0139,10C007.pdf,D0-CF-11-E0
{00000001FA0D-01F1F21F},2010-01-20 17:32:34,BZL8931,PC-0009,E60ED2.zip,D0-CF-11-E0
{000000020F8B-1F361FD0},2010-01-20 17:33:03,DPC6498,PC-0022,9FD437.png,D0-CF-11-E0
{0000000229DF-05EA2373},2010-01-20 17:33:48,HLN2478,PC-0041,216133.png,D0-CF-11-E0
{0000000207A9-2ABE9FA9},2010-01-20 17:41:09,DNM3159,PC-0019,29F5AA.txt,D0-CF-11-E0
{000000029633-133AEE60},2010-01-20 17:46:35,UQK8227,PC-0120,3CF60E.doc,D0-CF-11-E0
{000000026C19-219FFA9D},2010-01-20 17:47:57,ODH5540,PC-0084,5CA2B3.jpg,D0-CF-11-E0
{0000000205DF-3A3A30B3},2010-01-20 17:48:11,DLS2023,PC-0018,66D155.txt,D0-CF-11-E0
{00000002C833-13AD3E62},2010-01-20 17:48:20,ZWV4627,PC-0159,6E5CC3.jpg,D0-CF-11-E0
{0000000268A3-2FB6C73D},2010-01-20 17:49:07,NJT3274,PC-0081,A0E13D.zip,D0-CF-11-E0
{0000000207AF-23294C5B},2010-01-20 17:49:39,DNM3159,PC-0019,882767.jpg,D0-CF-11-E0
{00000002A4E3-2BA35C3F},2010-01-20 17:50:32,VVU9026,PC-0130,B70156.jpg,D0-CF-11-E0
{0000000216FB-10179987},2010-01-20 17:50:40,EEN0449,PC-0026,4AC946.pdf,D0-CF-11-E0
{000000026FEE-3635F800},2010-01-20 17:52:07,OQO5535,PC-0090,1FF216.zip,D0-CF-11-E0
{0000000261AB-2087134C},2010-01-20 17:52:46,NBM1814,PC-0077,9628E5.zip,D0-CF-11-E0
{00000002182A-2B14B2E5},2010-01-20 17:58:42,EHP1536,PC-0027,CC586B.png,D0-CF-11-E0
{00000002A7E5-107D5DB8},2010-01-20 17:59:46,VVY1052,PC-0131,321AF3.doc,D0-CF-11-E0
{000000022528-26920A69},2010-01-21 07:02:27,GZI8020,PC-0038,2599AB.png,D0-CF-11-E0
{000000024F72-2D28D440},2010-01-21 07:03:07,KVI1669,PC-0060,AF71D0.pdf,D0-CF-11-E0
{000000026C1A-1371B642},2010-01-21 07:03:50,ODH5540,PC-0084,FC6D39.jpg,D0-CF-11-E0
{00000002C55A-137D717A},2010-01-21 07:04:05,ZIF9528,PC-0154,108D3F.png,D0-CF-11-E0
{000000025A76-119CACC3},2010-01-21 07:05:08,MAP5551,PC-0070,F2D213.png,D0-CF-11-E0
{000000028118-27357307},2010-01-21 07:09:58,RUT1946,PC-0104,C2F8E6.doc,D0-CF-11-E0
{00000002B997-373B33AE},2010-01-21 07:12:24,YNX1016,PC-0148,97CC36.zip,D0-CF-11-E0
{00000001FFA9-1A5A79F4},2010-01-21 07:12:37,CQZ8674,PC-0013,05658D.jpg,D0-CF-11-E0
{000000027B2B-065C7195},2010-01-21 07:12:38,QHQ5150,PC-0098,A1EFAE.txt,D0-CF-11-E0
{000000022E9C-286B51AC},2010-01-21 07:14:53,IAC0900,PC-0045,FCA679.doc,D0-CF-11-E0
{0000000239AF-11327BB9},2010-01-21 07:15:21,JDE8246,PC-0052,4F0E2D.zip,D0-CF-11-E0
{00000002A1F6-1FE3B926},2010-01-21 07:17:49,VKX2883,PC-0128,FB41D8.png,D0-CF-11-E0
{00000002A7E7-277716C2},2010-01-21 07:19:09,VVY1052,PC-0131,BB234D.txt,D0-CF-11-E0
{00000002268D-014940DC},2010-01-21 07:19:27,HBA3736,PC-0039,BA3A26.png,D0-CF-11-E0
{00000002BC9C-161F2D8F},2010-01-21 07:19:33,ZDH5063,PC-0150,85EC9E.zip,D0-CF-11-E0
{000000021603-2641B08C},2010-01-21 07:20:29,DYK4823,PC-0025,1930A5.png,D0-CF-11-E0
{0000000258D4-1D572DF8},2010-01-21 07:22:07,LWC6973,PC-0068,65FFDC.doc,D0-CF-11-E0
{00000001F847-34CF399C},2010-01-21 07:23:34,BFH3103,PC-0007,BA07AD.jpg,D0-CF-11-E0
{00000002318A-1A36FF41},2010-01-21 07:26:05,ICR6722,PC-0047,916376.doc,D0-CF-11-E0
{00000002789F-1DFFB415},2010-01-21 07:28:11,QCT4158,PC-0097,E8CCBC.png,D0-CF-11-E0
{00000002789E-1EE59738},2010-01-21 07:30:28,QCT4158,PC-0097,963D97.txt,D0-CF-11-E0
{0000000205E0-1D50DDA5},2010-01-21 07:31:03,DLS2023,PC-0018,F8FC9C.jpg,D0-CF-11-E0
{00000002ADFA-0022D3EA},2010-01-21 07:31:24,XDT1792,PC-0138,6B99EA.txt,D0-CF-11-E0
{000000029634-362BC64A},2010-01-21 07:34:41,UQK8227,PC-0120,D75126.doc,D0-CF-11-E0
{000000021984-07CE2709},2010-01-21 07:36:24,EYT8043,PC-0030,A583AD.txt,D0-CF-11-E0
{0000000221E7-1B59083F},2010-01-21 07:36:51,GRQ1397,PC-0036,B8F830.png,D0-CF-11-E0
{000000028F40-2F913AED},2010-01-21 07:37:23,TVL8047,PC-0114,AEC14F.pdf,D0-CF-11-E0
{000000026D29-0A9225E2},2010-01-21 07:37:36,OEM8566,PC-0085,F9C1D7.doc,D0-CF-11-E0
{0000000239AE-0ABD8C7D},2010-01-21 07:38:47,JDE8246,PC-0052,66A4AD.png,D0-CF-11-E0
{00000002A183-24A028FE},2010-01-21 07:39:43,VIZ5045,PC-0127,35275F.pdf,D0-CF-11-E0
{00000002B6F2-36804789},2010-01-21 07:44:53,YIO5206,PC-0146,3B29EA.png,D0-CF-11-E0
{000000028119-0D15A0D8},2010-01-21 07:48:47,RUT1946,PC-0104,B2336A.png,D0-CF-11-E0
{00000002811B-0F986D51},2010-01-21 07:52:47,RUT1946,PC-0104,34A5D5.doc,D0-CF-11-E0
{000000024C05-1596A258},2010-01-21 07:54:23,KJX0944,PC-0059,8809F6.zip,D0-CF-11-E0
{000000020195-1C92F0A9},2010-01-21 07:54:37,CUR4388,PC-0014,6F6B86.png,D0-CF-11-E0
{000000028E72-2D48BB8E},2010-01-21 07:57:46,TTS7860,PC-0113,741A16.png,D0-CF-11-E0
{00000002AC22-3737C74E},2010-01-21 08:01:22,WBM5944,PC-0134,26CA48.doc,D0-CF-11-E0
{000000025651-39FD52E2},2010-01-21 08:01:36,LME4168,PC-0065,E10353.txt,D0-CF-11-E0
{000000023C3D-0BCA45B7},2010-01-21 08:02:24,JMM0438,PC-0053,7D8D21.png,D0-CF-11-E0
{000000023C43-204D45DE},2010-01-21 08:03:55,JMM0438,PC-0053,1FF40A.jpg,D0-CF-11-E0
{00000002C077-1F8FF6E7},2010-01-21 08:04:35,ZFG0374,PC-0151,BAEC26.doc,D0-CF-11-E0
{000000022431-01CA46E9},2010-01-21 08:06:16,GUG7168,PC-0037,0E56E6.txt,D0-CF-11-E0
{000000025F9D-184D61CB},2010-01-21 08:06:17,MUB0827,PC-0076,3E647E.png,D0-CF-11-E0
{000000023188-134931E1},2010-01-21 08:07:05,ICR6722,PC-0047,C2A4DB.txt,D0-CF-11-E0
{0000000253F6-2C77E480},2010-01-21 08:09:23,LJE6857,PC-0064,123F9E.doc,D0-CF-11-E0
{00000002198C-29A83229},2010-01-21 08:10:24,EYT8043,PC-0030,FC1974.pdf,D0-CF-11-E0
{0000000274FB-26F40B50},2010-01-21 08:11:07,PGI3675,PC-0093,163891.pdf,D0-CF-11-E0
{00000002ADF9-1927F4CC},2010-01-21 08:13:09,XDT1792,PC-0138,E62108.doc,D0-CF-11-E0
{000000020533-09BD0624},2010-01-21 08:14:14,DJY4258,PC-0017,2783EC.txt,D0-CF-11-E0
{000000020312-3BCA00F6},2010-01-21 08:18:23,CVC0519,PC-0015,663F4F.png,D0-CF-11-E0
{00000002C29C-08990B47},2010-01-21 08:21:39,ZFH4085,PC-0152,0BF132.pdf,D0-CF-11-E0
{00000002455B-3DB67B6B},2010-01-21 08:21:49,JXM6997,PC-0056,EA7718.txt,D0-CF-11-E0
{00000002A4EA-1848BF15},2010-01-21 08:24:35,VVU9026,PC-0130,ED55D8.png,D0-CF-11-E0
{000000029ECC-184B1414},2010-01-21 08:26:53,VDL1237,PC-0125,EB0AFE.pdf,D0-CF-11-E0
{000000026D27-1BCA954D},2010-01-21 08:32:25,OEM8566,PC-0085,E63A8D.zip,D0-CF-11-E0
{000000022E04-1895D594},2010-01-21 08:33:27,HVG7968,PC-0044,AEEF29.png,D0-CF-11-E0
{0000000238AB-0F8D2F24},2010-01-21 08:33:57,IVL8082,PC-0051,EE0116.zip,D0-CF-11-E0
{00000002AB9B-3EFA04A0},2010-01-21 08:34:41,WAR1091,PC-0133,247001.txt,D0-CF-11-E0
{000000020F95-015F7AC0},2010-01-21 08:34:47,DPC6498,PC-0022,E80A61.jpg,D0-CF-11-E0
{0000000297BE-13081110},2010-01-21 08:36:05,USS4618,PC-0121,E0B52A.doc,D0-CF-11-E0
{00000002B6F0-2FE0E3CA},2010-01-21 08:38:15,YIO5206,PC-0146,4FAB25.txt,D0-CF-11-E0
{0000000213EE-1BF71904},2010-01-21 08:39:28,DQV1058,PC-0023,9EC5DA.png,D0-CF-11-E0
{000000028F3B-0D3FB02E},2010-01-21 08:39:31,TVL8047,PC-0114,08660E.pdf,D0-CF-11-E0
{000000022E03-1D64AE11},2010-01-21 08:40:09,HVG7968,PC-0044,1C9C6C.jpg,D0-CF-11-E0
{00000002268E-17E980F0},2010-01-21 08:40:13,HBA3736,PC-0039,CDDEFF.pdf,D0-CF-11-E0
{0000000262B3-28FE20C5},2010-01-21 08:40:53,NDV4503,PC-0078,822437.png,D0-CF-11-E0
{000000026F67-1AF373FC},2010-01-21 08:42:51,OLN5687,PC-0088,1E9582.pdf,D0-CF-11-E0
{000000022433-1E1ED75B},2010-01-21 08:44:11,GUG7168,PC-0037,1C1A61.txt,D0-CF-11-E0
{00000002C076-3F0856D2},2010-01-21 08:44:16,ZFG0374,PC-0151,EB5BEE.pdf,D0-CF-11-E0
{000000029635-13A80288},2010-01-21 08:45:40,UQK8227,PC-0120,AD2408.doc,D0-CF-11-E0
{000000022A71-1F8FEEE8},2010-01-21 08:48:22,HLZ9923,PC-0042,709F6D.jpg,D0-CF-11-E0
{0000000243DD-16901332},2010-01-21 08:49:16,JVA8961,PC-0055,B3B43E.png,D0-CF-11-E0
{00000002BC99-0581F22E},2010-01-21 08:50:02,ZDH5063,PC-0150,0B58B7.png,D0-CF-11-E0
{000000028116-17E5495D},2010-01-21 08:50:27,RUT1946,PC-0104,01A231.png,D0-CF-11-E0
{000000021989-3A7F8D44},2010-01-21 08:52:34,EYT8043,PC-0030,8BE57C.doc,D0-CF-11-E0
{00000002B996-3A07C8E9},2010-01-21 08:54:18,YNX1016,PC-0148,35CD6A.pdf,D0-CF-11-E0
{00000002997D-384A18A3},2010-01-21 09:04:44,UUU6648,PC-0122,D28860.jpg,D0-CF-11-E0
{000000024C06-1ABB85D7},2010-01-21 09:07:36,KJX0944,PC-0059,DBD5AE.doc,D0-CF-11-E0
{00000002AB9A-22FA52A7},2010-01-21 09:07:46,WAR1091,PC-0133,F64AC8.zip,D0-CF-11-E0
{000000027597-35B6894B},2010-01-21 09:07:53,PJY0876,PC-0094,42681C.zip,D0-CF-11-E0
{000000028550-1AE00685},2010-01-21 09:10:39,SDT4191,PC-0106,524B00.doc,D0-CF-11-E0
{00000001FCE4-2D821F5D},2010-01-21 09:11:29,COX0638,PC-0012,2E12E3.pdf,D0-CF-11-E0
{000000029C45-1C0C1DDB},2010-01-21 09:11:59,VBW2813,PC-0124,8D5F2E.jpg,D0-CF-11-E0
{0000000253F5-00F96340},2010-01-21 09:23:24,LJE6857,PC-0064,8FEAB2.png,D0-CF-11-E0
{00000002182D-10F70886},2010-01-21 09:24:11,EHP1536,PC-0027,801572.doc,D0-CF-11-E0
{000000023C46-056EAA74},2010-01-21 09:32:14,JMM0438,PC-0053,82940E.jpg,D0-CF-11-E0
{0000000236B7-0AB90249},2010-01-21 09:32:29,IDI9618,PC-0048,8B3623.txt,D0-CF-11-E0
{000000028F3A-3B2F7C97},2010-01-21 09:33:27,TVL8047,PC-0114,D63F59.doc,D0-CF-11-E0
{000000026AAE-2587F351},2010-01-21 09:33:41,NRU3936,PC-0083,241997.png,D0-CF-11-E0
{00000002B995-3D529ABB},2010-01-21 09:34:08,YNX1016,PC-0148,0591F6.zip,D0-CF-11-E0
{00000002914F-1CCE2E0B},2010-01-21 09:34:57,UBE4939,PC-0116,85D6D4.zip,D0-CF-11-E0
{000000025115-3900BF47},2010-01-21 09:38:45,LDO0211,PC-0062,AB8AA5.doc,D0-CF-11-E0
{000000029506-091EB60E},2010-01-21 09:39:30,ULT2722,PC-0119,B9BB68.pdf,D0-CF-11-E0
{00000002789D-21FB913A},2010-01-21 09:40:29,QCT4158,PC-0097,2D99F2.png,D0-CF-11-E0
{0000000207BA-32DA5217},2010-01-21 09:43:28,DNM3159,PC-0019,19E2A0.jpg,D0-CF-11-E0
{00000001FFA8-1E603472},2010-01-21 09:44:32,CQZ8674,PC-0013,38DC3A.doc,D0-CF-11-E0
{00000001FB83-03454A7E},2010-01-21 09:45:27,CCL9026,PC-0010,D46B66.doc,D0-CF-11-E0
{000000021DB9-1F9F0891},2010-01-21 09:50:19,FCN9756,PC-0031,D08BC1.png,D0-CF-11-E0
{0000000293BD-1DACBBA3},2010-01-21 09:52:51,UEH9251,PC-0117,5B575A.pdf,D0-CF-11-E0
{000000023C3F-3107C8E1},2010-01-21 09:53:09,JMM0438,PC-0053,1EE53B.txt,D0-CF-11-E0
{00000002B999-083E8837},2010-01-21 09:54:55,YNX1016,PC-0148,06EC13.doc,D0-CF-11-E0
{000000025F9C-0166BEB9},2010-01-21 09:55:26,MUB0827,PC-0076,B971AA.zip,D0-CF-11-E0
{00000002699D-028487F6},2010-01-21 09:55:55,NRI9556,PC-0082,A2236C.txt,D0-CF-11-E0
{00000002B606-07D7E201},2010-01-21 09:56:01,YDM6963,PC-0145,BD4CA1.jpg,D0-CF-11-E0
{00000002ADFF-27AD659A},2010-01-21 09:57:43,XDT1792,PC-0138,C4406B.jpg,D0-CF-11-E0
{00000002BC9B-0B88A214},2010-01-21 09:59:05,ZDH5063,PC-0150,EFDACC.zip,D0-CF-11-E0
{0000000213ED-01DF3DB3},2010-01-21 10:00:12,DQV1058,PC-0023,3F0F27.png,D0-CF-11-E0
{00000002C837-04A2E2C7},2010-01-21 10:00:22,ZWV4627,PC-0159,8DAF01.pdf,D0-CF-11-E0
{00000002ADFC-30A4A1DE},2010-01-21 10:00:55,XDT1792,PC-0138,C17708.jpg,D0-CF-11-E0
{000000024C07-0E2FD181},2010-01-21 10:04:33,KJX0944,PC-0059,EE766A.png,D0-CF-11-E0
{000000025A78-3A7BE880},2010-01-21 10:04:42,MAP5551,PC-0070,173948.doc,D0-CF-11-E0
{00000002182C-3FC294AB},2010-01-21 10:04:48,EHP1536,PC-0027,AF0685.doc,D0-CF-11-E0
{000000022691-0907A5D3},2010-01-21 10:06:43,HBA3736,PC-0039,9E3A9B.doc,D0-CF-11-E0
{00000001FB84-3728C4C9},2010-01-21 10:09:27,CCL9026,PC-0010,435670.jpg,D0-CF-11-E0
{00000002431A-3E08D7E5},2010-01-21 10:10:49,JPS8745,PC-0054,9F523C.zip,D0-CF-11-E0
{00000002B26E-17F0200D},2010-01-21 10:11:15,XGF2493,PC-0139,B3627E.png,D0-CF-11-E0
{000000020F93-372AE6CD},2010-01-21 10:11:38,DPC6498,PC-0022,BF2093.zip,D0-CF-11-E0
{000000021602-23667317},2010-01-21 10:15:21,DYK4823,PC-0025,D17738.pdf,D0-CF-11-E0
{000000022690-2CEC0CA4},2010-01-21 10:16:23,HBA3736,PC-0039,6FC679.zip,D0-CF-11-E0
{00000002455D-2D9B5D0B},2010-01-21 10:16:59,JXM6997,PC-0056,6F40CF.png,D0-CF-11-E0
{0000000289BB-0B33CA8E},2010-01-21 10:17:00,SHV5792,PC-0108,02039F.pdf,D0-CF-11-E0
{000000022E9D-240FEBD7},2010-01-21 10:18:40,IAC0900,PC-0045,8AC9CD.txt,D0-CF-11-E0
{00000002699A-1D56A350},2010-01-21 10:20:57,NRI9556,PC-0082,9F2BBA.zip,D0-CF-11-E0
{000000026FF6-212A8AAD},2010-01-21 10:24:50,OQO5535,PC-0090,262C1E.doc,D0-CF-11-E0
{0000000262B4-03F10649},2010-01-21 10:26:12,NDV4503,PC-0078,1EE9B6.doc,D0-CF-11-E0
{000000029508-20F10CAB},2010-01-21 10:26:52,ULT2722,PC-0119,A8D049.png,D0-CF-11-E0
{0000000229A3-046A4ED9},2010-01-21 10:28:14,HDA6776,PC-0040,0DA62F.jpg,D0-CF-11-E0
{00000001FB82-1C9180BA},2010-01-21 10:28:43,CCL9026,PC-0010,3342FE.txt,D0-CF-11-E0
{000000027338-04CDEA36},2010-01-21 10:30:58,PAJ4367,PC-0092,2B9B8E.png,D0-CF-11-E0
{000000021526-174F01CD},2010-01-21 10:31:13,DXC7486,PC-0024,58DD5F.jpg,D0-CF-11-E0
{00000002B26D-363D2D86},2010-01-21 10:32:34,XGF2493,PC-0139,108300.jpg,D0-CF-11-E0
{0000000207B6-1CFC1B67},2010-01-21 10:33:37,DNM3159,PC-0019,E949C3.png,D0-CF-11-E0
{00000001F683-0F39716D},2010-01-21 10:34:13,AUI6616,PC-0004,9AF6D9.jpg,D0-CF-11-E0
{0000000297C1-195D6710},2010-01-21 10:34:28,USS4618,PC-0121,FF672B.doc,D0-CF-11-E0
{00000002914D-00365F91},2010-01-21 10:35:44,UBE4939,PC-0116,50F2EE.txt,D0-CF-11-E0
{000000027337-35FE8FFB},2010-01-21 10:35:57,PAJ4367,PC-0092,8CBF58.txt,D0-CF-11-E0
{0000000207B5-34444FB5},2010-01-21 10:36:18,DNM3159,PC-0019,E1FBF5.pdf,D0-CF-11-E0
{00000002030F-2409706E},2010-01-21 10:37:19,CVC0519,PC-0015,21AACF.doc,D0-CF-11-E0
{00000002318F-08CC0A7A},2010-01-21 10:38:20,ICR6722,PC-0047,A4F42B.png,D0-CF-11-E0
{000000023185-1A5A9C52},2010-01-21 10:40:51,ICR6722,PC-0047,D20020.png,D0-CF-11-E0
{0000000238AC-0A7BEF58},2010-01-21 10:49:17,IVL8082,PC-0051,05C0CE.txt,D0-CF-11-E0
{00000002699C-197505E3},2010-01-21 10:49:47,NRI9556,PC-0082,DDD12B.zip,D0-CF-11-E0
{000000020EA4-06B58673},2010-01-21 10:55:56,DOO3709,PC-0021,8D4A5A.png,D0-CF-11-E0
{000000023C45-0CE2F560},2010-01-21 10:57:04,JMM0438,PC-0053,87EF5F.zip,D0-CF-11-E0
{000000022A72-194A7962},2010-01-21 10:59:41,HLZ9923,PC-0042,26C658.zip,D0-CF-11-E0
{0000000261AC-101BE72D},2010-01-21 11:01:04,NBM1814,PC-0077,48F378.jpg,D0-CF-11-E0
{0000000264A7-2CA5A1DE},2010-01-21 11:01:11,NHY9248,PC-0079,957C59.zip,D0-CF-11-E0
{0000000221E8-2FD727D9},2010-01-21 11:04:16,GRQ1397,PC-0036,504006.zip,D0-CF-11-E0
{0000000297C0-07C020B0},2010-01-21 11:05:07,USS4618,PC-0121,7050B5.png,D0-CF-11-E0
{000000026D2A-2E4FA903},2010-01-21 11:05:35,OEM8566,PC-0085,CA7E32.doc,D0-CF-11-E0
{0000000205E3-3F44EC84},2010-01-21 11:09:40,DLS2023,PC-0018,C98EC0.txt,D0-CF-11-E0
{000000021982-31EA8F3D},2010-01-21 11:10:20,EYT8043,PC-0030,38DD19.txt,D0-CF-11-E0
{000000028F3F-0557E363},2010-01-21 11:11:42,TVL8047,PC-0114,3C5F8E.png,D0-CF-11-E0
{0000000205E1-14E98F29},2010-01-21 11:13:52,DLS2023,PC-0018,9BF349.pdf,D0-CF-11-E0
{000000022529-383FBFFD},2010-01-21 11:16:43,GZI8020,PC-0038,469006.doc,D0-CF-11-E0
{00000002A4E6-25AA0A22},2010-01-21 11:16:48,VVU9026,PC-0130,257DD9.jpg,D0-CF-11-E0
{000000027598-091BE746},2010-01-21 11:19:11,PJY0876,PC-0094,9F2230.doc,D0-CF-11-E0
{000000028F3E-19D96E14},2010-01-21 11:19:23,TVL8047,PC-0114,B4865B.jpg,D0-CF-11-E0
{00000002C835-110D51CB},2010-01-21 11:19:39,ZWV4627,PC-0159,68C6F3.txt,D0-CF-11-E0
{000000024A8A-30385F63},2010-01-21 11:21:37,KIX3704,PC-0058,A3F05A.pdf,D0-CF-11-E0
{000000029980-33C23E95},2010-01-21 11:26:37,UUU6648,PC-0122,897ECE.jpg,D0-CF-11-E0
{000000028C5A-1E107AC0},2010-01-21 11:27:57,TPH4125,PC-0110,6B8858.txt,D0-CF-11-E0
{00000002318E-0BAC24E4},2010-01-21 11:30:14,ICR6722,PC-0047,846A02.txt,D0-CF-11-E0
{0000000205E4-2E20877E},2010-01-21 11:30:28,DLS2023,PC-0018,FC330A.txt,D0-CF-11-E0
{00000002C07B-34412BAF},2010-01-21 11:30:28,ZFG0374,PC-0151,E96638.zip,D0-CF-11-E0
{00000002C836-3ED63161},2010-01-21 11:31:07,ZWV4627,PC-0159,5B3D28.doc,D0-CF-11-E0
{00000002C3E8-2E90DE4A},2010-01-21 11:31:26,ZHD4885,PC-0153,F969BE.jpg,D0-CF-11-E0
{0000000289BA-17145BC2},2010-01-21 11:33:54,SHV5792,PC-0108,9A53D0.pdf,D0-CF-11-E0
{0000000207B9-387EF2E3},2010-01-21 11:42:56,DNM3159,PC-0019,91D4B5.pdf,D0-CF-11-E0
{000000020F97-3EFD7D91},2010-01-21 11:42:59,DPC6498,PC-0022,62A10F.txt,D0-CF-11-E0
{000000023C44-38BDC3AA},2010-01-21 11:45:28,JMM0438,PC-0053,4CBA45.doc,D0-CF-11-E0
{0000000253F8-1A696A24},2010-01-21 11:45:51,LJE6857,PC-0064,2FD4EE.zip,D0-CF-11-E0
{000000023191-3551592C},2010-01-21 11:46:18,ICR6722,PC-0047,6762DD.jpg,D0-CF-11-E0
{00000002BC95-129F60A2},2010-01-21 11:47:51,ZDH5063,PC-0150,BDA97F.txt,D0-CF-11-E0
{0000000205E2-0C9BD4CB},2010-01-21 11:49:29,DLS2023,PC-0018,7B6205.pdf,D0-CF-11-E0
{00000002C07C-38465F18},2010-01-21 11:53:05,ZFG0374,PC-0151,A903ED.txt,D0-CF-11-E0
{0000000262B1-2DF1BD5F},2010-01-21 11:53:11,NDV4503,PC-0078,E63001.jpg,D0-CF-11-E0
{00000002C29D-36A58FB7},2010-01-21 11:53:34,ZFH4085,PC-0152,D2293E.doc,D0-CF-11-E0
{00000002ADF7-1A700F3F},2010-01-21 11:53:58,XDT1792,PC-0138,6BEB59.png,D0-CF-11-E0
{000000020D6C-3FB25E9F},2010-01-21 11:54:43,DON7838,PC-0020,637320.doc,D0-CF-11-E0
{000000025A77-1EC7E8B5},2010-01-21 11:55:07,MAP5551,PC-0070,C09C70.jpg,D0-CF-11-E0
{000000028B1D-3CDBA985},2010-01-21 11:56:27,SSY7686,PC-0109,953919.txt,D0-CF-11-E0
{00000001FCE3-3A99953B},2010-01-21 11:57:37,COX0638,PC-0012,625513.doc,D0-CF-11-E0
{0000000289B8-36F3D58F},2010-01-21 11:58:03,SHV5792,PC-0108,A5C1DA.zip,D0-CF-11-E0
{00000002030E-0BA11D9A},2010-01-21 12:01:24,CVC0519,PC-0015,7C829D.doc,D0-CF-11-E0
{00000002198A-3FEB931E},2010-01-21 12:02:03,EYT8043,PC-0030,816270.doc,D0-CF-11-E0
{000000023187-1DC6CD43},2010-01-21 12:02:08,ICR6722,PC-0047,E24E21.zip,D0-CF-11-E0
{000000025EF7-3EDA346F},2010-01-21 12:03:27,MSH7807,PC-0075,B41DF3.png,D0-CF-11-E0
{0000000253F7-2AD18CDB},2010-01-21 12:03:43,LJE6857,PC-0064,3497C7.png,D0-CF-11-E0
{0000000289B9-1C47CA80},2010-01-21 12:06:08,SHV5792,PC-0108,2514E1.png,D0-CF-11-E0
{000000023C48-06040EA8},2010-01-21 12:13:07,JMM0438,PC-0053,C88621.pdf,D0-CF-11-E0
{00000002B607-0C661135},2010-01-21 12:13:13,YDM6963,PC-0145,53456B.txt,D0-CF-11-E0
{00000002B998-3009C10F},2010-01-21 12:16:23,YNX1016,PC-0148,C8BD04.png,D0-CF-11-E0
{00000002B99A-3E1F0454},2010-01-21 12:19:17,YNX1016,PC-0148,D99026.jpg,D0-CF-11-E0
{000000023C47-03581523},2010-01-21 12:19:57,JMM0438,PC-0053,FB0F4F.pdf,D0-CF-11-E0
{00000002B56E-0CF3062A},2010-01-21 12:22:44,YAE2296,PC-0144,B2A352.pdf,D0-CF-11-E0
{00000002A4E8-00651750},2010-01-21 12:22:58,VVU9026,PC-0130,5E2ACD.pdf,D0-CF-11-E0
{000000024C04-330A8EF7},2010-01-21 12:23:30,KJX0944,PC-0059,5DB99E.png,D0-CF-11-E0
{00000001F5DE-003A9B45},2010-01-21 12:25:12,ATM7194,PC-0003,87D24C.txt,D0-CF-11-E0
{00000002BC9F-114E76F7},2010-01-21 12:26:54,ZDH5063,PC-0150,411E6E.png,D0-CF-11-E0
{000000027FDB-17D20573},2010-01-21 12:27:47,QUT1345,PC-0101,4392F4.pdf,D0-CF-11-E0
{00000001FCE5-148DB52B},2010-01-21 12:28:11,COX0638,PC-0012,899665.txt,D0-CF-11-E0
{00000002C6CB-261189E2},2010-01-21 12:29:55,ZRK4063,PC-0156,96713F.pdf,D0-CF-11-E0
{000000029503-1C3BE170},2010-01-21 12:32:41,ULT2722,PC-0119,647279.zip,D0-CF-11-E0
{00000002580E-30278DC1},2010-01-21 12:34:32,LRR4710,PC-0067,564604.txt,D0-CF-11-E0
{000000024559-2D19894E},2010-01-21 12:35:37,JXM6997,PC-0056,41F401.doc,D0-CF-11-E0
{0000000207BD-2420A770},2010-01-21 12:36:08,DNM3159,PC-0019,8C0247.txt,D0-CF-11-E0
{00000002997F-0149A699},2010-01-21 12:36:21,UUU6648,PC-0122,136C86.jpg,D0-CF-11-E0
{00000002318B-13312147},2010-01-21 12:36:32,ICR6722,PC-0047,96FC24.pdf,D0-CF-11-E0
{000000026D28-283FD886},2010-01-21 12:37:46,OEM8566,PC-0085,1A1887.txt,D0-CF-11-E0
{000000020310-082F6162},2010-01-21 12:38:08,CVC0519,PC-0015,777E4A.pdf,D0-CF-11-E0
{00000001FCE2-3C403CC0},2010-01-21 12:41:30,COX0638,PC-0012,62AC51.png,D0-CF-11-E0
{000000024A89-1FD517C9},2010-01-21 12:42:40,KIX3704,PC-0058,BF3EC0.png,D0-CF-11-E0
{000000023186-01216BBA},2010-01-21 12:43:48,ICR6722,PC-0047,4E9FD0.pdf,D0-CF-11-E0
