user,department,role,business_unit,login_count,logoff_count,night_login_count,weekend_login_count,unique_pc_count,night_login_ratio,weekend_login_ratio,pc_switching_frequency,usb_connect_count,usb_disconnect_count,usb_total_activity,usb_connect_ratio,file_copy_count,avg_daily_file_copy,max_daily_file_copy,email_sent_count,external_email_count,avg_attachment_count,avg_email_size,external_email_ratio,website_visit_count,unique_domain_count,avg_daily_web_activity,O,C,E,A,N,threat_label
BLB0114,3 - Engineering,MechanicalEngineer,1,696,413,0,0,2,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3016,1469,0.89,30060.93,0.4871,31140,154,90.0,38.0,48.0,41.0,15.0,22.0,0
BLL0929,2 - SoftwareManagement,ComputerScientist,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,2981,1415,0.44,30055.58,0.4747,32870,209,95.0,44.0,49.0,10.0,41.0,39.0,0
BLS0678,1 - Research,Mathematician,1,366,205,3,0,1,0.0082,0.0,0.0027,8,4,12,0.6667,5,5.0,5,1729,871,0.68,29768.92,0.5038,19097,198,95.01,35.0,17.0,43.0,28.0,31.0,1
BMC0547,1 - Research,Physicist,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3034,1664,0.0,30296.59,0.5485,32870,208,95.0,41.0,18.0,22.0,21.0,35.0,0
BMG0917,1 - Research,Physicist,1,638,367,18,3,1,0.0282,0.0047,0.0016,5955,2974,8929,0.6669,7692,22.23,27,3039,1183,0.2,29831.99,0.3893,34600,116,100.0,43.0,36.0,41.0,23.0,34.0,0
BMM0112,3 - Engineering,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1013,500,0.35,29920.38,0.4936,10034,100,29.0,40.0,36.0,24.0,40.0,25.0,0
BMS0877,2 - Sales,Salesman,1,126,126,0,0,1,0.0,0.0,0.0079,0,0,0,0.0,0,0.0,0,1786,758,0.75,29865.21,0.4244,20412,101,162.0,31.0,50.0,11.0,43.0,33.0,0
BMT0528,3 - FieldService,Technician,1,372,372,0,0,2,0.0,0.0,0.0054,1420,707,2127,0.6676,1903,6.06,16,1010,479,0.76,30206.81,0.4743,10034,119,29.0,33.0,25.0,39.0,25.0,30.0,0
BNG0237,2 - SoftwareManagement,SoftwareEngineer,1,609,346,0,0,1,0.0,0.0,0.0016,0,0,0,0.0,0,0.0,0,3008,1129,0.8,29886.68,0.3753,32870,74,95.0,39.0,36.0,36.0,47.0,27.0,0
BNR0965,3 - Assembly,ProductionLineWorker,1,616,346,0,0,1,0.0,0.0,0.0016,0,0,0,0.0,0,0.0,0,333,179,0.72,29342.4,0.5375,3460,154,10.0,47.0,19.0,15.0,20.0,22.0,0
BQS0525,3 - FieldService,Technician,1,56,56,0,16,8,0.0,0.2857,0.1429,782,389,1171,0.6678,57,2.59,5,142,64,0.54,29700.32,0.4507,1323,87,27.0,42.0,38.0,19.0,45.0,30.0,0
BRB0355,3 - FieldService,FieldServiceEngineer,1,949,603,0,214,3,0.0,0.2255,0.0032,1792,894,2686,0.6672,712,3.03,13,4389,1725,0.55,29998.23,0.393,45500,120,100.0,33.0,21.0,37.0,19.0,29.0,0
BRM0995,1 - IndustrialEngineering,IndustrialEngineer,1,642,373,5,0,4,0.0078,0.0,0.0062,5932,2959,8891,0.6672,590,3.33,10,3044,1472,0.55,29647.36,0.4836,34600,169,100.0,20.0,11.0,32.0,26.0,40.0,0
BRS0734,2 - Sales,Salesman,1,110,110,0,17,1,0.0,0.1545,0.0091,256,128,384,0.6667,1845,24.6,27,1497,570,0.62,29545.8,0.3808,17820,92,162.0,32.0,39.0,47.0,10.0,30.0,0
BSA0431,3 - Engineering,TestEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3044,1781,0.2,29985.48,0.5851,32870,212,95.0,50.0,41.0,19.0,40.0,29.0,0
BSB0990,2 - SoftwareManagement,SoftwareEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3015,1223,0.42,29914.03,0.4056,32870,157,95.0,34.0,44.0,13.0,43.0,37.0,0
BSH0445,3 - Engineering,TestEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3043,1454,0.41,29617.1,0.4778,32870,126,95.0,38.0,22.0,30.0,15.0,21.0,0
BSS0369,6 - Security,ITAdmin,1,962,962,403,180,504,0.4189,0.1871,0.5239,5472,2732,8204,0.667,2295,10.29,28,2300,1018,0.21,30380.56,0.4426,28561,147,120.0,39.0,42.0,34.0,14.0,32.0,1
BSS0463,3 - Assembly,ProductionLineWorker,1,364,364,0,0,2,0.0,0.0,0.0055,0,0,0,0.0,0,0.0,0,335,155,0.97,30654.18,0.4627,3460,110,10.0,32.0,40.0,40.0,38.0,28.0,0
BTL0226,1 - Research,Physicist,1,406,241,5,0,20,0.0123,0.0,0.0493,16,8,24,0.6667,4,2.0,3,1862,905,0.52,30082.82,0.486,20238,146,95.01,36.0,44.0,37.0,38.0,31.0,1
BTL0722,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,334,199,0.46,29629.79,0.5958,3460,160,10.0,39.0,41.0,36.0,17.0,49.0,0
BTN0061,1 - Research,Scientist,1,700,432,0,0,17,0.0,0.0,0.0243,0,0,0,0.0,0,0.0,0,3031,1251,0.77,30221.63,0.4127,32870,131,95.0,42.0,21.0,22.0,20.0,22.0,0
BTR0403,2 - SoftwareManagement,ComputerScientist,1,688,426,0,0,21,0.0,0.0,0.0305,756,376,1132,0.6678,520,3.35,12,3003,1617,0.19,29821.28,0.5385,32870,208,95.0,47.0,47.0,21.0,17.0,28.0,0
BTS0011,2 - EmployeeRelations,Director,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,5930,2577,0.38,29872.3,0.4346,65740,136,190.0,25.0,42.0,16.0,25.0,29.0,0
BTW0005,Unknown,VicePresident,1,466,466,0,0,2,0.0,0.0,0.0043,0,0,0,0.0,0,0.0,0,8950,4692,0.67,30050.93,0.5242,98610,250,285.0,33.0,39.0,18.0,18.0,27.0,0
BVC0790,3 - FieldService,FieldServiceEngineer,1,960,625,44,192,3,0.0458,0.2,0.0031,1749,870,2619,0.6678,975,3.68,13,3768,1951,0.55,29657.49,0.5178,41135,151,95.0,24.0,18.0,18.0,36.0,38.0,0
BVN0514,3 - FieldService,Technician,1,118,118,0,0,2,0.0,0.0,0.0169,0,0,0,0.0,0,0.0,0,327,114,0.22,29945.36,0.3486,3190,71,29.0,36.0,23.0,30.0,23.0,22.0,0
BWH0813,2 - SoftwareManagement,ComputerScientist,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3035,1362,0.71,30203.2,0.4488,32870,149,95.0,36.0,36.0,33.0,20.0,30.0,0
BWP0202,3 - Contracts,Attorney,1,803,532,64,7,2,0.0797,0.0087,0.0025,257,128,385,0.6675,627,6.33,12,3663,1788,0.5,29822.82,0.4881,39444,145,114.0,20.0,36.0,15.0,25.0,28.0,0
BXJ0010,1 - Personnel,Director,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,6058,2938,0.0,29889.29,0.485,65740,141,190.0,46.0,24.0,30.0,35.0,34.0,0
BYP0070,2 - SoftwareManagement,SoftwareEngineer,1,238,238,0,0,1,0.0,0.0,0.0042,0,0,0,0.0,0,0.0,0,2060,923,0.0,30034.85,0.4481,22610,158,95.0,30.0,19.0,41.0,21.0,33.0,0
CAA0612,2 - Sales,Salesman,1,613,346,0,0,1,0.0,0.0,0.0016,254,126,380,0.6684,641,6.47,15,5372,2490,0.61,29935.17,0.4635,58820,126,170.0,20.0,41.0,32.0,42.0,31.0,0
CAB0388,1 - Research,Scientist,1,610,346,0,0,1,0.0,0.0,0.0016,0,0,0,0.0,0,0.0,0,2946,1478,0.65,29721.98,0.5017,32775,129,95.0,37.0,33.0,23.0,40.0,36.0,0
CAB0614,2 - Sales,Salesman,1,688,424,0,0,15,0.0,0.0,0.0218,733,365,1098,0.6676,931,4.59,11,5335,2882,0.61,30084.89,0.5402,56052,198,162.0,17.0,38.0,22.0,12.0,34.0,0
CAC0889,3 - FieldService,Technician,1,60,60,0,0,1,0.0,0.0,0.0167,0,0,0,0.0,0,0.0,0,170,94,0.15,29852.23,0.5529,1740,70,29.0,46.0,49.0,32.0,41.0,27.0,0
CAH0936,2 - SoftwareManagement,ComputerScientist,1,354,213,5,0,19,0.0141,0.0,0.0537,25,12,37,0.6757,42,10.5,19,1512,758,0.62,30168.6,0.5013,17202,185,100.01,40.0,22.0,39.0,50.0,24.0,1
CAM0102,3 - Engineering,ComputerScientist,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3038,1308,0.0,30064.14,0.4305,32870,157,95.0,31.0,44.0,19.0,15.0,27.0,0
CAM0681,2 - SoftwareManagement,ComputerScientist,1,613,346,0,0,1,0.0,0.0,0.0016,717,357,1074,0.6676,759,3.97,10,3033,1437,0.5,30071.68,0.4738,34600,149,100.0,41.0,43.0,45.0,10.0,28.0,0
CAN0842,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,338,204,0.0,30382.39,0.6036,3460,138,10.0,38.0,41.0,22.0,39.0,29.0,0
CAS0507,3 - FieldService,Technician,1,735,466,7,0,3,0.0095,0.0,0.0041,759,378,1137,0.6675,6290,25.36,27,1003,633,0.53,30450.5,0.6311,10005,211,29.0,14.0,46.0,33.0,11.0,25.0,0
CBB0365,6 - Security,ITAdmin,1,1758,1498,683,0,634,0.3885,0.0,0.3606,0,0,0,0.0,0,0.0,0,3690,1321,0.43,30152.39,0.358,39444,86,114.0,37.0,17.0,20.0,41.0,33.0,0
CBG0398,2 - SoftwareManagement,SoftwareEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3019,1618,0.37,30194.97,0.5359,32870,210,95.0,40.0,21.0,41.0,10.0,24.0,0
CBG0490,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,5029,2417,0.36,29676.48,0.4806,56052,136,162.0,50.0,31.0,35.0,10.0,29.0,0
CCA0046,6 - Security,ITAdmin,1,804,804,377,0,447,0.4689,0.0,0.556,1511,753,2264,0.6674,1678,9.48,31,2157,791,0.55,29716.27,0.3667,22744,104,113.15,36.0,43.0,25.0,15.0,28.0,1
CCC0393,2 - SoftwareManagement,ComputerProgrammer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3056,1446,0.21,30161.35,0.4732,32870,215,95.0,35.0,30.0,40.0,16.0,26.0,0
CCH0182,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1012,481,0.69,30127.17,0.4753,10034,107,29.0,42.0,44.0,47.0,23.0,29.0,0
CCH0685,2 - SoftwareManagement,ComputerScientist,1,638,369,0,0,2,0.0,0.0,0.0031,0,0,0,0.0,0,0.0,0,3049,1391,0.79,29715.95,0.4562,32870,185,95.0,47.0,24.0,42.0,34.0,29.0,0
CCL0068,2 - SoftwareManagement,ComputerScientist,1,288,288,0,0,1,0.0,0.0,0.0035,1262,629,1891,0.6674,630,3.23,9,2521,1177,0.33,30118.68,0.4669,27464,171,95.36,13.0,16.0,23.0,19.0,23.0,1
CCM0136,3 - Assembly,ProductionLineWorker,1,633,364,0,0,2,0.0,0.0,0.0032,239,119,358,0.6676,137,2.91,7,334,143,0.64,30172.84,0.4281,3096,106,9.0,16.0,16.0,39.0,40.0,29.0,0
CCM0467,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,335,146,0.42,29466.96,0.4358,3460,65,10.0,43.0,40.0,19.0,26.0,25.0,0
CCM0855,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,5114,2690,0.17,30064.64,0.526,56052,213,162.0,31.0,24.0,19.0,36.0,29.0,0
CCR0863,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,5096,3023,0.0,30049.95,0.5932,56052,238,162.0,20.0,30.0,37.0,14.0,29.0,0
CCW0031,6 - Security,Manager,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,4717,2232,0.4,29988.18,0.4732,49478,132,143.0,33.0,47.0,30.0,39.0,33.0,0
CCW0524,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1009,472,0.41,29789.68,0.4678,10005,93,29.0,40.0,25.0,20.0,21.0,25.0,0
CEB0210,6 - Security,SecurityGuard,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,4610,2208,0.37,29876.16,0.479,49335,162,143.0,42.0,24.0,44.0,23.0,34.0,0
CEJ0109,3 - Engineering,TestEngineer,1,318,318,0,0,1,0.0,0.0,0.0031,1274,636,1910,0.667,679,3.23,8,2751,1249,0.0,30070.17,0.454,30330,134,95.38,21.0,46.0,17.0,17.0,32.0,1
CEL0561,2 - SoftwareManagement,ComputerProgrammer,1,615,346,0,0,1,0.0,0.0,0.0016,0,0,0,0.0,0,0.0,0,3001,1539,0.46,30010.5,0.5128,32775,213,95.0,40.0,39.0,36.0,19.0,40.0,0
CFG0959,3 - Assembly,ProductionLineWorker,1,437,437,0,0,2,0.0,0.0,0.0046,0,0,0,0.0,0,0.0,0,338,141,0.75,30478.77,0.4172,3460,40,10.0,42.0,21.0,24.0,17.0,20.0,0
CFM0767,3 - FieldService,Technician,1,682,414,31,0,7,0.0455,0.0,0.0103,745,370,1115,0.6682,778,3.91,12,1005,459,0.19,29538.92,0.4567,10034,98,29.0,46.0,23.0,22.0,35.0,29.0,0
CFW0264,3 - Engineering,MaterialsEngineer,1,60,60,0,0,1,0.0,0.0,0.0167,0,0,0,0.0,0,0.0,0,524,252,0.0,29970.17,0.4809,5700,108,95.0,19.0,32.0,17.0,20.0,27.0,0
CGA0629,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,5046,1969,0.0,30159.67,0.3902,56052,137,162.0,36.0,35.0,24.0,49.0,28.0,0
CGB0637,3 - FieldService,Technician,1,610,346,0,0,1,0.0,0.0,0.0016,2155,1073,3228,0.6676,2333,6.8,14,1020,581,0.54,29599.21,0.5696,10034,179,29.0,20.0,20.0,15.0,20.0,29.0,0
CGF0337,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1012,496,0.0,30229.95,0.4901,10034,148,29.0,32.0,30.0,43.0,15.0,31.0,0
CHG0146,1 - Accounting,Manager,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,4648,2644,0.4,30104.34,0.5688,49478,244,143.0,40.0,20.0,39.0,19.0,35.0,0
CHM0821,3 - Assembly,ProductionLineWorker,1,749,472,10,0,3,0.0134,0.0,0.004,733,365,1098,0.6676,1228,5.46,12,338,174,0.81,30288.72,0.5148,3460,102,10.0,48.0,11.0,39.0,19.0,23.0,0
CIG0052,1 - Research,AdministrativeAssistant,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3689,1710,0.18,30055.58,0.4635,39444,180,114.0,17.0,45.0,17.0,16.0,24.0,0
CIM0271,3 - Engineering,ComputerScientist,1,634,363,0,0,3,0.0,0.0,0.0047,1442,717,2159,0.6679,1552,5.09,14,2991,1093,0.65,29820.76,0.3654,32870,99,95.0,24.0,27.0,10.0,20.0,38.0,0
CIM0926,1 - Research,Scientist,1,230,230,0,0,2,0.0,0.0,0.0087,0,0,0,0.0,0,0.0,0,2004,982,0.19,29854.25,0.49,21755,128,95.0,31.0,25.0,41.0,17.0,31.0,0
CJC0494,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,5031,1930,0.4,29897.9,0.3836,56052,133,162.0,40.0,39.0,39.0,42.0,42.0,0
CJF0802,1 - Research,Mathematician,1,679,421,41,4,2,0.0604,0.0059,0.0029,0,0,0,0.0,0,0.0,0,3030,1272,0.57,30135.25,0.4198,34600,128,100.0,36.0,39.0,38.0,43.0,21.0,0
CJG0470,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,337,129,0.0,29734.33,0.3828,3460,73,10.0,44.0,45.0,22.0,32.0,24.0,0
CJH0702,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,337,153,0.0,30796.31,0.454,3460,73,10.0,46.0,24.0,30.0,25.0,37.0,0
CJK0200,2 - Pricing,PurchasingClerk,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3674,1664,0.0,29841.54,0.4529,39444,150,114.0,40.0,29.0,24.0,38.0,31.0,0
CJM0138,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,326,134,0.76,29543.41,0.411,3460,75,10.0,10.0,40.0,21.0,17.0,23.0,0
CJM0521,3 - FieldService,Technician,1,464,464,0,113,1,0.0,0.2435,0.0022,0,0,0,0.0,0,0.0,0,1334,645,0.19,29703.81,0.4835,13427,112,29.0,13.0,18.0,37.0,18.0,24.0,0
CJP0952,3 - Assembly,ProductionLineWorker,1,653,381,7,1,2,0.0107,0.0015,0.0031,0,0,0,0.0,0,0.0,0,335,174,0.54,31003.98,0.5194,3460,79,10.0,45.0,18.0,25.0,18.0,27.0,0
CJV0286,3 - Engineering,Technician,1,617,346,0,0,1,0.0,0.0,0.0016,0,0,0,0.0,0,0.0,0,1006,457,0.78,29673.04,0.4543,10034,143,29.0,18.0,14.0,17.0,13.0,26.0,0
CKB0427,3 - Engineering,TestEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3029,1558,0.43,29678.71,0.5144,32870,174,95.0,38.0,38.0,36.0,43.0,37.0,0
CKB0482,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,5036,2821,0.0,30096.39,0.5602,56052,238,162.0,36.0,48.0,37.0,46.0,25.0,0
CKD0680,1 - Research,Scientist,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3045,1487,0.41,29655.2,0.4883,32870,161,95.0,18.0,50.0,24.0,18.0,28.0,0
CKH0144,4 - QualityControl,Engineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3015,1373,0.68,30003.75,0.4554,32775,121,95.0,34.0,22.0,22.0,35.0,30.0,0
CKP0721,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,337,184,0.0,30501.41,0.546,3460,123,10.0,40.0,39.0,39.0,13.0,32.0,0
CLB0774,3 - FieldService,Technician,1,424,424,54,7,1,0.1274,0.0165,0.0024,5966,2978,8944,0.667,7246,20.94,27,1000,558,0.52,30632.36,0.558,10034,177,29.0,49.0,23.0,22.0,17.0,31.0,0
CLD0894,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1011,493,0.0,30291.09,0.4876,10034,151,29.0,19.0,21.0,50.0,16.0,36.0,0
CLF0852,2 - Sales,Salesman,1,737,459,0,0,3,0.0,0.0,0.0041,0,0,0,0.0,0,0.0,0,4988,2775,0.85,30240.76,0.5563,56052,259,162.0,36.0,45.0,28.0,18.0,26.0,0
CLH0703,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,332,181,0.18,30767.29,0.5452,3460,150,10.0,48.0,41.0,47.0,28.0,29.0,0
CLS0296,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,336,146,0.0,29733.99,0.4345,3460,86,10.0,27.0,16.0,25.0,18.0,33.0,0
CMB0912,2 - SoftwareManagement,Manager,1,860,518,0,140,46,0.0,0.1628,0.0535,0,0,0,0.0,0,0.0,0,5723,3042,0.55,30058.77,0.5315,60489,251,143.0,46.0,43.0,16.0,22.0,31.0,0
CMM0487,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,5005,2915,0.0,30117.78,0.5824,55890,242,162.0,39.0,22.0,42.0,40.0,30.0,0
CMS0454,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,336,127,0.44,30040.62,0.378,3450,62,10.0,43.0,23.0,28.0,15.0,25.0,0
CMW0783,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,996,499,0.0,30226.08,0.501,10034,119,29.0,21.0,35.0,14.0,16.0,26.0,0
CNB0900,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1007,490,0.0,30422.75,0.4866,10005,98,29.0,34.0,43.0,38.0,16.0,27.0,0
CNE0352,3 - Engineering,ChiefEngineer,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,5950,2560,0.2,29856.72,0.4303,65740,68,190.0,39.0,22.0,44.0,15.0,30.0,0
CNM0800,1 - Research,Scientist,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,2994,1101,0.76,29596.25,0.3677,32870,82,95.0,32.0,11.0,40.0,38.0,24.0,0
COF0120,1 - IndustrialEngineering,AdministrativeAssistant,1,298,298,28,5,1,0.094,0.0168,0.0034,0,0,0,0.0,0,0.0,0,2554,1034,0.57,30144.46,0.4049,29754,125,114.0,14.0,12.0,38.0,13.0,35.0,0
COM0321,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,5016,2557,0.0,30029.99,0.5098,56052,223,162.0,38.0,18.0,34.0,18.0,27.0,0
CPG0322,2 - Sales,Salesman,1,503,503,0,0,35,0.0,0.0,0.0696,258,129,387,0.6667,337,3.74,11,5012,2427,0.62,29862.16,0.4842,52938,130,153.0,17.0,13.0,19.0,24.0,36.0,0
CQH0701,3 - Assembly,ProductionLineWorker,1,617,346,0,0,1,0.0,0.0,0.0016,271,134,405,0.6691,243,3.47,8,334,203,0.57,30279.32,0.6078,3460,157,10.0,35.0,50.0,39.0,50.0,32.0,0
CQH0730,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,5068,1798,0.2,30003.44,0.3548,56052,97,162.0,21.0,18.0,37.0,49.0,27.0,0
CQW0652,3 - FieldService,Technician,1,327,327,0,0,1,0.0,0.0,0.0031,1330,662,1992,0.6677,696,3.19,10,974,463,0.0,30414.46,0.4754,9603,156,29.37,10.0,22.0,48.0,20.0,33.0,1
CRD0624,2 - Sales,Salesman,1,50,50,5,0,1,0.1,0.0,0.02,0,0,0,0.0,0,0.0,0,638,313,0.22,30184.84,0.4906,7290,131,162.0,26.0,22.0,17.0,39.0,32.0,0
CRK0916,1 - Research,Physicist,1,627,370,18,4,1,0.0287,0.0064,0.0016,0,0,0,0.0,0,0.0,0,3363,1654,0.21,29900.41,0.4918,32870,175,95.0,32.0,46.0,26.0,19.0,32.0,0
CRO0027,4 - Safety,HealthSafetyEngineer,1,642,367,8,2,3,0.0125,0.0031,0.0047,0,0,0,0.0,0,0.0,0,3037,1452,0.55,30120.91,0.4781,34600,136,100.0,19.0,30.0,28.0,46.0,26.0,0
CRP0456,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,335,149,0.83,30152.34,0.4448,3460,106,10.0,37.0,41.0,28.0,43.0,30.0,0
CSB0080,3 - Engineering,AdministrativeAssistant,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3715,1995,0.0,30023.06,0.537,39444,215,114.0,35.0,19.0,39.0,34.0,36.0,0
CSC0217,6 - Security,ITAdmin,1,467,467,216,0,289,0.4625,0.0,0.6188,4,2,6,0.6667,1,1.0,1,1158,595,0.0,29798.45,0.5138,12885,180,114.03,40.0,15.0,30.0,38.0,28.0,1
CSH0626,2 - Sales,Salesman,1,801,493,52,87,3,0.0649,0.1086,0.0037,0,0,0,0.0,0,0.0,0,5340,2440,0.6,29980.6,0.4569,63990,126,162.0,33.0,17.0,41.0,18.0,23.0,0
CSJ0340,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1017,571,0.35,30519.85,0.5615,10034,133,29.0,45.0,24.0,19.0,38.0,25.0,0
CSL0949,3 - Assembly,ProductionLineWorker,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,338,190,0.0,29402.04,0.5621,3460,146,10.0,36.0,20.0,18.0,25.0,28.0,0
CSP0197,1 - Purchasing,PurchasingClerk,1,743,465,0,0,2,0.0,0.0,0.0027,0,0,0,0.0,0,0.0,0,3676,1752,0.58,30055.52,0.4766,39444,180,114.0,37.0,44.0,17.0,13.0,26.0,0
CTA0020,1 - Personnel,HumanResourceSpecialist,1,639,371,0,0,4,0.0,0.0,0.0063,5942,2965,8907,0.6671,606,3.14,10,3640,1859,0.59,29958.48,0.5107,37368,171,108.0,36.0,50.0,11.0,22.0,34.0,0
CTR0341,3 - FieldService,Technician,1,996,608,92,277,3,0.0924,0.2781,0.003,0,0,0,0.0,0,0.0,0,1467,593,0.61,30059.06,0.4042,14239,99,29.0,45.0,39.0,23.0,13.0,28.0,0
CTR0697,3 - Assembly,ProductionLineWorker,1,613,350,3,0,1,0.0049,0.0,0.0016,0,0,0,0.0,0,0.0,0,334,179,0.7,28874.18,0.5359,3460,104,10.0,36.0,15.0,33.0,25.0,34.0,0
CTW0500,2 - Sales,Salesman,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,4974,2475,0.8,30084.47,0.4976,56052,196,162.0,38.0,36.0,20.0,35.0,35.0,0
CUD0795,1 - Research,Physicist,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,3023,1341,0.83,30136.14,0.4436,32870,155,95.0,12.0,40.0,30.0,44.0,24.0,0
CWB0065,2 - SoftwareManagement,ComputerScientist,1,731,457,0,0,2,0.0,0.0,0.0027,0,0,0,0.0,0,0.0,0,2985,1484,0.49,29808.77,0.4972,32775,214,95.0,50.0,33.0,14.0,20.0,23.0,0
CWR0502,2 - Sales,Salesman,1,696,426,0,0,2,0.0,0.0,0.0029,694,346,1040,0.6673,765,3.88,13,4677,2383,0.54,29971.3,0.5095,56052,214,162.0,41.0,49.0,25.0,45.0,27.0,0
CXC0336,3 - FieldService,Technician,1,346,346,0,0,1,0.0,0.0,0.0029,0,0,0,0.0,0,0.0,0,1000,397,0.43,29963.96,0.397,10005,78,29.0,23.0,19.0,34.0,35.0,34.0,0
CYA0506,3 - FieldService,Technician,1,105,105,0,0,1,0.0,0.0,0.0095,0,0,0,0.0,0,0.0,0,301,142,0.0,30156.38,0.4718,3045,109,29.0,16.0,17.0,44.0,14.0,31.0,0
