user,day,logon_count,off_hours_logons,distinct_pcs,usb_connects,off_hours_usb,files_copied_to_usb,sensitive_files_to_usb,total_emails_sent,external_emails_sent,total_attachments,total_email_size,http_requests,cloud_job_visits,role_encoded,department_encoded,supervisor_encoded,is_insider
FCN9756,2010-02-18,1,0,1,0.0,0.0,1.0,1.0,6.0,2.0,9.0,2047411.0,27.0,1.0,11,3,26,0
GGB1397,2010-02-18,2,1,1,0.0,0.0,1.0,0.0,21.0,6.0,25.0,5399323.0,87.0,3.0,3,3,4,0
GGZ7460,2010-02-18,3,4,1,0.0,0.0,3.0,2.0,9.0,3.0,11.0,2697506.0,100.0,2.0,2,6,9,0
GHR6302,2010-02-18,2,1,1,0.0,0.0,1.0,0.0,3.0,0.0,2.0,576115.0,79.0,3.0,11,2,9,0
GHU9488,2010-02-18,1,0,1,0.0,0.0,0.0,0.0,12.0,7.0,12.0,3105567.0,26.0,0.0,10,4,26,0
GRQ1397,2010-02-18,2,0,1,0.0,0.0,3.0,0.0,5.0,0.0,4.0,695442.0,85.0,2.0,11,0,15,0
GUG7168,2010-02-18,3,0,1,0.0,0.0,1.0,0.0,6.0,1.0,4.0,1209952.0,119.0,2.0,7,5,1,0
GZI8020,2010-02-18,2,0,1,0.0,0.0,1.0,0.0,9.0,0.0,11.0,2652422.0,47.0,1.0,0,2,16,0
HBA3736,2010-02-18,3,1,1,0.0,0.0,4.0,2.0,5.0,2.0,7.0,1551065.0,37.0,0.0,11,2,1,0
HDA6776,2010-02-18,5,5,1,0.0,0.0,0.0,0.0,7.0,1.0,9.0,1871674.0,39.0,0.0,9,4,7,0
HLN2478,2010-02-18,2,2,1,0.0,0.0,0.0,0.0,2.0,1.0,2.0,590304.0,74.0,0.0,1,3,12,0
HLZ9923,2010-02-18,2,2,2,0.0,0.0,1.0,0.0,7.0,1.0,7.0,2511181.0,90.0,5.0,11,5,4,0
HMR4907,2010-02-18,4,3,3,0.0,0.0,3.0,2.0,1.0,0.0,0.0,39055.0,126.0,1.0,4,3,23,0
HVG7968,2010-02-18,2,1,1,1.0,0.0,0.0,0.0,11.0,3.0,11.0,1997037.0,97.0,3.0,8,3,15,0
IAC0900,2010-02-18,1,0,1,1.0,0.0,0.0,0.0,5.0,1.0,4.0,1110417.0,110.0,4.0,0,0,4,0
ICP9160,2010-02-18,1,0,1,0.0,0.0,4.0,3.0,13.0,3.0,17.0,3618783.0,118.0,3.0,4,0,16,0
ICR6722,2010-02-18,3,3,2,0.0,0.0,7.0,3.0,5.0,0.0,5.0,704487.0,60.0,0.0,11,2,25,0
IDI9618,2010-02-18,1,0,1,0.0,0.0,1.0,0.0,8.0,1.0,9.0,1609953.0,72.0,0.0,1,6,13,0
IFO6698,2010-02-18,1,0,1,0.0,0.0,2.0,0.0,7.0,2.0,2.0,479354.0,59.0,2.0,11,6,20,0
IIY1438,2010-02-18,2,2,1,0.0,0.0,0.0,0.0,12.0,3.0,20.0,5540493.0,60.0,2.0,6,4,23,0
IVL8082,2010-02-18,1,0,1,1.0,0.0,1.0,0.0,4.0,1.0,6.0,1275036.0,105.0,5.0,9,4,12,0
JDE8246,2010-02-18,4,2,1,0.0,0.0,3.0,1.0,11.0,2.0,12.0,2620218.0,104.0,0.0,3,2,23,0
JMM0438,2010-02-18,5,0,2,1.0,0.0,7.0,5.0,10.0,4.0,12.0,3859854.0,126.0,6.0,6,1,8,0
JPS8745,2010-02-18,2,2,1,0.0,0.0,0.0,0.0,17.0,4.0,11.0,2489458.0,74.0,5.0,11,0,12,0
JVA8961,2010-02-18,3,1,1,0.0,0.0,0.0,0.0,6.0,1.0,4.0,713358.0,75.0,2.0,4,2,20,0
JXM6997,2010-02-18,1,1,1,0.0,0.0,9.0,4.0,4.0,3.0,3.0,1320167.0,84.0,4.0,7,2,15,0
KFW8041,2010-02-18,1,0,1,0.0,0.0,2.0,1.0,8.0,2.0,7.0,1780284.0,51.0,0.0,2,1,19,0
KIX3704,2010-02-18,1,1,2,1.0,0.0,1.0,0.0,4.0,1.0,3.0,795103.0,38.0,2.0,5,1,24,0
KJX0944,2010-02-18,2,1,1,0.0,0.0,3.0,1.0,10.0,2.0,11.0,3222744.0,66.0,2.0,8,0,8,0
KVI1669,2010-02-18,1,0,1,0.0,0.0,2.0,1.0,1.0,0.0,0.0,53618.0,30.0,0.0,5,4,17,0
KYR0991,2010-02-18,3,0,2,0.0,0.0,0.0,0.0,4.0,0.0,5.0,1119121.0,136.0,5.0,5,6,8,0
LDO0211,2010-02-18,3,3,1,0.0,0.0,3.0,1.0,13.0,7.0,20.0,4452967.0,37.0,0.0,4,4,8,0
LGT9691,2010-02-18,1,0,1,0.0,0.0,0.0,0.0,4.0,3.0,1.0,438774.0,43.0,1.0,4,3,21,0
LJE6857,2010-02-18,3,3,1,0.0,0.0,3.0,1.0,10.0,1.0,11.0,2038897.0,105.0,0.0,9,2,21,0
LME4168,2010-02-18,2,1,1,0.0,0.0,2.0,1.0,10.0,0.0,9.0,2556345.0,33.0,0.0,5,2,14,0
LMQ7847,2010-02-18,2,3,3,0.0,0.0,1.0,1.0,11.0,6.0,7.0,1865849.0,126.0,0.0,5,0,19,0
LRR4710,2010-02-18,1,0,1,0.0,0.0,1.0,1.0,7.0,1.0,6.0,1571264.0,97.0,2.0,6,4,3,0
LWC6973,2010-02-18,2,0,1,0.0,0.0,2.0,0.0,15.0,5.0,9.0,2675138.0,32.0,1.0,11,3,5,0
LYE5717,2010-02-18,1,0,1,0.0,0.0,2.0,0.0,10.0,1.0,8.0,1432731.0,75.0,1.0,7,0,15,0
MAP5551,2010-02-18,5,3,1,1.0,0.0,1.0,1.0,9.0,3.0,3.0,694251.0,80.0,2.0,2,2,10,0
MDR4757,2010-02-18,1,1,1,0.0,0.0,1.0,0.0,7.0,4.0,1.0,605812.0,100.0,2.0,3,1,4,0
MGI5307,2010-02-18,2,1,1,0.0,0.0,2.0,2.0,12.0,4.0,16.0,4233742.0,137.0,9.0,1,1,17,0
MLE3810,2010-02-18,1,0,1,0.0,0.0,0.0,0.0,11.0,3.0,14.0,3555839.0,92.0,3.0,6,4,19,0
MNL1438,2010-02-18,1,0,1,0.0,0.0,0.0,0.0,4.0,2.0,2.0,285804.0,86.0,3.0,5,3,15,0
MSH7807,2010-02-18,3,0,1,0.0,0.0,2.0,2.0,7.0,2.0,5.0,1353913.0,60.0,0.0,1,4,12,0
MUB0827,2010-02-18,1,0,1,0.0,0.0,2.0,2.0,6.0,3.0,9.0,2602830.0,97.0,1.0,4,4,15,0
NBM1814,2010-02-18,1,0,1,0.0,0.0,3.0,2.0,11.0,1.0,12.0,3689269.0,126.0,7.0,5,6,27,0
NDV4503,2010-02-18,2,2,1,0.0,0.0,2.0,1.0,9.0,1.0,9.0,2279372.0,86.0,0.0,2,5,4,0
NHY9248,2010-02-18,5,3,3,0.0,0.0,4.0,0.0,6.0,1.0,5.0,1019216.0,88.0,1.0,9,4,17,0
NJE9267,2010-02-18,1,0,1,0.0,0.0,2.0,1.0,2.0,1.0,1.0,197686.0,77.0,6.0,1,6,9,0
NJT3274,2010-02-18,2,1,1,0.0,0.0,0.0,0.0,7.0,2.0,6.0,1325270.0,101.0,5.0,4,3,9,0
NRI9556,2010-02-18,1,0,1,0.0,0.0,3.0,0.0,7.0,2.0,4.0,1044569.0,116.0,1.0,7,6,3,0
NRU3936,2010-02-18,5,1,1,0.0,0.0,1.0,0.0,4.0,1.0,3.0,705745.0,43.0,4.0,7,5,4,0
ODH5540,2010-02-18,2,1,1,0.0,0.0,2.0,1.0,6.0,2.0,6.0,1634992.0,31.0,0.0,1,4,17,0
OEM8566,2010-02-18,4,4,3,0.0,0.0,2.0,0.0,2.0,1.0,2.0,563011.0,87.0,2.0,8,6,23,0
OET6830,2010-02-18,1,0,1,1.0,0.0,2.0,2.0,7.0,1.0,5.0,1793348.0,70.0,0.0,3,3,25,0
OLL2272,2010-02-18,1,0,2,0.0,0.0,3.0,1.0,7.0,0.0,5.0,1045283.0,89.0,0.0,10,5,3,0
OLN5687,2010-02-18,3,2,1,1.0,0.0,0.0,0.0,7.0,1.0,6.0,1677596.0,29.0,0.0,1,1,17,0
OMU2669,2010-02-18,6,3,2,0.0,0.0,2.0,1.0,5.0,2.0,5.0,1495990.0,75.0,1.0,8,6,26,0
OQO5535,2010-02-18,1,1,1,0.0,0.0,0.0,0.0,4.0,0.0,5.0,1330030.0,88.0,4.0,11,4,25,0
OYC3975,2010-02-18,3,1,1,0.0,0.0,1.0,0.0,8.0,1.0,6.0,1223668.0,80.0,0.0,7,5,5,0
PAJ4367,2010-02-18,3,1,1,0.0,0.0,1.0,1.0,7.0,4.0,10.0,3027176.0,88.0,4.0,11,3,4,0
PGI3675,2010-02-18,1,0,1,0.0,0.0,0.0,0.0,10.0,3.0,10.0,2233151.0,110.0,6.0,0,6,26,0
PJY0876,2010-02-18,1,0,2,0.0,0.0,1.0,1.0,11.0,1.0,15.0,4302960.0,95.0,2.0,5,0,6,0
PPH0228,2010-02-18,5,1,2,0.0,0.0,0.0,0.0,14.0,2.0,11.0,2507146.0,103.0,3.0,0,0,13,0
PUQ6424,2010-02-18,4,0,1,0.0,0.0,0.0,0.0,7.0,1.0,9.0,1568265.0,80.0,0.0,2,3,4,0
QCT4158,2010-02-18,3,0,2,0.0,0.0,3.0,0.0,8.0,2.0,5.0,1378733.0,76.0,3.0,9,5,14,0
QHQ5150,2010-02-18,3,0,1,0.0,0.0,2.0,1.0,7.0,5.0,7.0,1160236.0,69.0,1.0,2,5,27,0
QOY4162,2010-02-18,1,1,1,0.0,0.0,3.0,1.0,11.0,0.0,13.0,2817209.0,36.0,4.0,6,3,18,0
QSC3123,2010-02-18,5,8,2,5.0,1.0,23.0,19.0,10.0,2.0,19.0,5742749.0,52.0,4.0,9,4,25,1
QUT1345,2010-02-18,3,0,1,0.0,0.0,1.0,0.0,13.0,6.0,16.0,4401973.0,69.0,2.0,1,3,12,0
RCE5876,2010-02-18,2,0,1,0.0,0.0,0.0,0.0,10.0,5.0,14.0,3700472.0,98.0,1.0,8,6,1,0
RLI6273,2010-02-18,1,0,1,0.0,0.0,1.0,0.0,8.0,1.0,12.0,2433515.0,86.0,6.0,1,4,22,0
RUT1946,2010-02-18,5,7,3,6.0,3.0,24.0,21.0,13.0,4.0,13.0,3871275.0,41.0,1.0,9,2,23,1
SBF1746,2010-02-18,1,1,2,0.0,0.0,0.0,0.0,16.0,3.0,13.0,4225171.0,80.0,6.0,7,6,22,0
SDT4191,2010-02-18,1,0,1,2.0,0.0,9.0,2.0,8.0,2.0,6.0,1411671.0,52.0,1.0,0,0,14,0
SEX5010,2010-02-18,2,1,1,0.0,0.0,3.0,1.0,16.0,1.0,15.0,3173750.0,108.0,3.0,10,6,12,0
SHV5792,2010-02-18,3,0,1,0.0,0.0,2.0,1.0,9.0,4.0,8.0,1894002.0,109.0,1.0,7,1,7,0
SSY7686,2010-02-18,1,0,2,0.0,0.0,2.0,0.0,12.0,1.0,5.0,2000983.0,103.0,4.0,5,2,13,0
TPH4125,2010-02-18,1,0,2,0.0,0.0,2.0,2.0,15.0,7.0,15.0,4304947.0,79.0,1.0,1,5,27,0
TPY8677,2010-02-18,3,1,1,0.0,0.0,3.0,1.0,3.0,2.0,8.0,1302739.0,54.0,1.0,3,5,8,0
TTJ2624,2010-02-18,2,1,1,0.0,0.0,0.0,0.0,10.0,2.0,6.0,1405250.0,66.0,1.0,9,6,22,0
TTS7860,2010-02-18,1,0,1,0.0,0.0,1.0,1.0,2.0,1.0,0.0,57409.0,110.0,3.0,11,5,9,0
TVL8047,2010-02-18,2,1,1,0.0,0.0,4.0,2.0,10.0,1.0,12.0,2736975.0,108.0,8.0,2,4,12,0
TWU8511,2010-02-18,3,0,2,0.0,0.0,0.0,0.0,10.0,3.0,10.0,2054875.0,77.0,1.0,8,2,26,0
UBE4939,2010-02-18,1,1,1,0.0,0.0,2.0,2.0,3.0,0.0,2.0,547234.0,70.0,3.0,1,0,18,0
UEH9251,2010-02-18,2,2,1,0.0,0.0,1.0,1.0,14.0,0.0,14.0,2984289.0,21.0,2.0,8,0,10,0
UKR6395,2010-02-18,3,2,1,0.0,0.0,0.0,0.0,4.0,0.0,1.0,192222.0,36.0,0.0,2,2,13,0
ULT2722,2010-02-18,3,2,1,0.0,0.0,4.0,1.0,9.0,2.0,9.0,1967205.0,43.0,1.0,4,0,25,0
UQK8227,2010-02-18,2,0,1,0.0,0.0,7.0,2.0,6.0,4.0,9.0,2321175.0,86.0,3.0,0,3,11,0
USS4618,2010-02-18,2,1,1,0.0,0.0,5.0,2.0,2.0,0.0,0.0,32828.0,128.0,3.0,0,5,11,0
UUU6648,2010-02-18,2,1,2,2.0,0.0,2.0,0.0,9.0,2.0,2.0,640696.0,98.0,4.0,0,6,16,0
VBL5911,2010-02-18,4,4,1,0.0,0.0,0.0,0.0,2.0,0.0,3.0,906638.0,40.0,0.0,11,3,14,0
VBW2813,2010-02-18,2,3,1,0.0,0.0,9.0,6.0,5.0,1.0,5.0,1565094.0,23.0,1.0,3,6,15,0
VDL1237,2010-02-18,2,0,1,0.0,0.0,4.0,2.0,8.0,1.0,7.0,1286651.0,64.0,3.0,4,6,10,0
VFU0073,2010-02-18,4,0,1,0.0,0.0,1.0,1.0,7.0,0.0,7.0,1458942.0,116.0,3.0,9,6,8,0
VIZ5045,2010-02-18,1,2,2,0.0,0.0,0.0,0.0,6.0,2.0,3.0,688109.0,68.0,6.0,0,3,1,0
VKX2883,2010-02-18,3,2,1,0.0,0.0,6.0,2.0,14.0,2.0,10.0,2671988.0,102.0,7.0,10,2,6,0
VNI5142,2010-02-18,3,0,1,1.0,0.0,0.0,0.0,11.0,1.0,10.0,2612100.0,102.0,4.0,8,6,22,0
VVU9026,2010-02-18,1,1,1,0.0,0.0,5.0,2.0,10.0,2.0,3.0,623169.0,35.0,0.0,11,1,11,0
VVY1052,2010-02-18,1,0,1,0.0,0.0,12.0,9.0,7.0,1.0,7.0,2433322.0,95.0,3.0,2,2,15,0
VXF8934,2010-02-18,1,0,1,0.0,0.0,0.0,0.0,10.0,0.0,8.0,1958350.0,146.0,6.0,4,0,22,0
WAR1091,2010-02-18,3,1,1,0.0,0.0,4.0,2.0,10.0,0.0,9.0,2147265.0,52.0,0.0,7,5,27,0
WBM5944,2010-02-18,2,1,1,0.0,0.0,1.0,0.0,13.0,5.0,9.0,1809267.0,33.0,2.0,6,4,25,0
WLH0216,2010-02-18,2,0,2,0.0,0.0,0.0,0.0,8.0,1.0,10.0,1875986.0,147.0,6.0,5,0,8,0
WOC7649,2010-02-18,2,1,2,0.0,0.0,0.0,0.0,10.0,2.0,3.0,1301888.0,136.0,5.0,4,1,8,0
WVH6316,2010-02-18,1,0,1,0.0,0.0,0.0,0.0,13.0,5.0,11.0,2537454.0,88.0,6.0,9,3,15,0
XDT1792,2010-02-18,3,2,1,0.0,0.0,6.0,1.0,12.0,7.0,9.0,2518237.0,80.0,2.0,5,3,6,0
XGF2493,2010-02-18,6,3,2,0.0,0.0,2.0,1.0,12.0,7.0,8.0,2562267.0,49.0,2.0,2,5,23,0
XGZ9360,2010-02-18,1,0,1,0.0,0.0,2.0,2.0,5.0,1.0,6.0,1251291.0,109.0,2.0,2,1,0,0
XHL6619,2010-02-18,3,1,1,0.0,0.0,1.0,1.0,7.0,1.0,3.0,763531.0,76.0,1.0,2,6,13,0
XTJ9675,2010-02-18,2,0,1,0.0,0.0,0.0,0.0,15.0,0.0,17.0,4765836.0,24.0,0.0,0,3,2,0
XXP1655,2010-02-18,1,0,1,0.0,0.0,0.0,0.0,13.0,1.0,13.0,3430673.0,114.0,3.0,8,5,25,0
YAE2296,2010-02-18,2,1,1,0.0,0.0,2.0,2.0,14.0,3.0,11.0,2061714.0,122.0,1.0,6,1,16,0
YDM6963,2010-02-18,1,1,1,0.0,0.0,0.0,0.0,9.0,2.0,6.0,1931924.0,113.0,0.0,3,0,7,0
YIO5206,2010-02-18,2,3,1,1.0,0.0,3.0,1.0,8.0,1.0,10.0,1932588.0,56.0,2.0,3,0,26,0
YLE8326,2010-02-18,3,2,1,0.0,0.0,0.0,0.0,5.0,0.0,2.0,530831.0,34.0,1.0,4,2,9,0
YNX1016,2010-02-18,3,0,1,0.0,0.0,4.0,1.0,14.0,7.0,18.0,4092802.0,117.0,4.0,0,6,27,0
YST5811,2010-02-18,2,3,1,1.0,0.0,1.0,0.0,10.0,3.0,7.0,1974564.0,138.0,2.0,5,0,2,0
ZDH5063,2010-02-18,2,1,1,0.0,0.0,3.0,2.0,5.0,0.0,4.0,1617675.0,69.0,1.0,10,2,7,0
ZFG0374,2010-02-18,2,0,1,0.0,0.0,6.0,3.0,12.0,0.0,8.0,1867012.0,98.0,2.0,3,0,24,0
ZFH4085,2010-02-18,4,0,1,0.0,0.0,4.0,2.0,4.0,0.0,2.0,451317.0,76.0,3.0,3,6,26,0
ZHD4885,2010-02-18,3,0,1,0.0,0.0,2.0,2.0,14.0,4.0,11.0,2046929.0,57.0,0.0,6,4,19,0
ZIF9528,2010-02-18,2,0,1,0.0,0.0,3.0,3.0,10.0,4.0,11.0,1946655.0,33.0,0.0,3,5,16,0
ZPL3468,2010-02-18,5,3,1,0.0,0.0,1.0,0.0,5.0,2.0,4.0,927164.0,49.0,2.0,2,4,5,0
ZRK4063,2010-02-18,4,2,2,0.0,0.0,3.0,0.0,10.0,1.0,9.0,1988072.0,46.0,2.0,0,4,26,0
ZUI9718,2010-02-18,1,0,1,2.0,0.0,1.0,0.0,15.0,8.0,11.0,2861626.0,108.0,3.0,10,5,27,0
ZWA2339,2010-02-18,1,0,1,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1526387.0,35.0,3.0,1,0,26,0
ZWV4627,2010-02-18,2,1,1,0.0,0.0,1.0,0.0,4.0,0.0,1.0,488895.0,35.0,0.0,2,6,19,0
ADB8311,2010-02-19,4,3,1,0.0,0.0,0.0,0.0,10.0,2.0,8.0,2261910.0,130.0,4.0,8,0,8,0
ADG1145,2010-02-19,1,0,1,0.0,0.0,1.0,0.0,14.0,3.0,12.0,4009577.0,41.0,0.0,7,0,27,0
ASC7389,2010-02-19,2,2,2,0.0,0.0,1.0,0.0,6.0,0.0,7.0,1740965.0,132.0,4.0,4,1,25,0
ATM7194,2010-02-19,3,4,1,0.0,0.0,1.0,0.0,10.0,4.0,11.0,1937683.0,35.0,2.0,3,1,8,0
AUI6616,2010-02-19,3,4,2,0.0,0.0,0.0,0.0,11.0,5.0,11.0,3019475.0,85.0,0.0,0,5,23,0
AYY2409,2010-02-19,1,0,1,1.0,0.0,0.0,0.0,10.0,0.0,12.0,3420896.0,124.0,6.0,10,5,7,0
AZE5960,2010-02-19,1,0,1,1.0,0.0,1.0,1.0,11.0,4.0,6.0,1965411.0,73.0,3.0,10,5,26,0
BFH3103,2010-02-19,1,1,1,0.0,0.0,2.0,1.0,1.0,0.0,1.0,180691.0,117.0,1.0,6,4,26,0
BMU1894,2010-02-19,1,1,1,0.0,0.0,0.0,0.0,7.0,4.0,6.0,1467931.0,61.0,4.0,0,3,5,0
BZL8931,2010-02-19,2,2,1,0.0,0.0,5.0,2.0,9.0,2.0,3.0,1021908.0,84.0,6.0,5,4,19,0
CCL9026,2010-02-19,1,2,2,0.0,0.0,3.0,1.0,6.0,1.0,6.0,1537778.0,53.0,1.0,6,2,26,0
COU3039,2010-02-19,1,0,1,1.0,0.0,0.0,0.0,9.0,2.0,13.0,3179806.0,72.0,6.0,2,4,11,0
COX0638,2010-02-19,1,0,1,0.0,0.0,5.0,3.0,15.0,5.0,11.0,2576372.0,68.0,4.0,2,5,1,0
CQZ8674,2010-02-19,1,0,1,1.0,0.0,9.0,3.0,1.0,0.0,1.0,432515.0,69.0,2.0,2,5,15,0
CUR4388,2010-02-19,1,0,1,0.0,0.0,1.0,1.0,5.0,1.0,5.0,1077984.0,50.0,1.0,8,4,9,0
CVC0519,2010-02-19,6,1,1,2.0,0.0,5.0,4.0,7.0,2.0,4.0,1345295.0,43.0,0.0,3,0,12,0
DHG6594,2010-02-19,2,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,3.0,8,5,19,0
DJY4258,2010-02-19,1,1,1,0.0,0.0,1.0,0.0,5.0,1.0,4.0,964282.0,35.0,1.0,11,2,26,0
DLS2023,2010-02-19,1,1,1,0.0,0.0,5.0,1.0,10.0,0.0,6.0,2393120.0,97.0,3.0,7,5,0,0
DNM3159,2010-02-19,2,2,1,0.0,0.0,11.0,6.0,7.0,2.0,6.0,1201540.0,83.0,4.0,11,3,15,0
DON7838,2010-02-19,1,1,1,0.0,0.0,4.0,2.0,4.0,3.0,2.0,456931.0,41.0,1.0,10,6,24,0
DOO3709,2010-02-19,3,2,1,0.0,0.0,0.0,0.0,5.0,1.0,3.0,748734.0,106.0,3.0,1,2,11,0
DPC6498,2010-02-19,1,0,1,0.0,0.0,5.0,0.0,14.0,0.0,26.0,6329969.0,121.0,5.0,11,6,26,0
DQV1058,2010-02-19,2,1,1,0.0,0.0,1.0,1.0,4.0,1.0,3.0,477823.0,39.0,0.0,10,5,17,0
DXC7486,2010-02-19,1,0,1,0.0,0.0,0.0,0.0,16.0,4.0,17.0,3867920.0,35.0,2.0,10,2,21,0
DYK4823,2010-02-19,3,1,1,0.0,0.0,1.0,0.0,4.0,0.0,4.0,1396728.0,24.0,1.0,10,3,11,0
EEN0449,2010-02-19,1,0,1,0.0,0.0,2.0,1.0,7.0,3.0,10.0,2332693.0,39.0,2.0,10,3,3,0
EHP1536,2010-02-19,2,2,2,1.0,0.0,2.0,1.0,13.0,1.0,8.0,1695590.0,107.0,5.0,6,5,8,0
EIR1445,2010-02-19,3,1,1,0.0,0.0,0.0,0.0,8.0,6.0,3.0,644435.0,131.0,5.0,3,4,11,0
ETS3545,2010-02-19,5,2,1,0.0,0.0,0.0,0.0,14.0,0.0,17.0,4190465.0,32.0,2.0,9,5,20,0
EYT8043,2010-02-19,1,0,1,0.0,0.0,7.0,5.0,11.0,3.0,13.0,3201328.0,98.0,2.0,7,2,1,0
FCN9756,2010-02-19,3,1,1,0.0,0.0,3.0,2.0,8.0,4.0,11.0,1869362.0,33.0,1.0,11,3,26,0
GGB1397,2010-02-19,2,1,2,0.0,0.0,2.0,1.0,11.0,1.0,4.0,1438060.0,81.0,2.0,3,3,4,0
GGZ7460,2010-02-19,5,4,1,0.0,0.0,2.0,0.0,10.0,2.0,9.0,1933934.0,106.0,3.0,2,6,9,0
GHR6302,2010-02-19,1,0,1,0.0,0.0,2.0,1.0,5.0,0.0,6.0,1345297.0,66.0,2.0,11,2,9,0
GHU9488,2010-02-19,2,0,2,0.0,0.0,0.0,0.0,16.0,6.0,18.0,4217934.0,27.0,3.0,10,4,26,0
GRQ1397,2010-02-19,3,3,2,1.0,0.0,1.0,1.0,7.0,3.0,8.0,2323452.0,97.0,1.0,11,0,15,0
GUG7168,2010-02-19,2,1,2,0.0,0.0,0.0,0.0,11.0,6.0,4.0,1667090.0,138.0,1.0,7,5,1,0
GZI8020,2010-02-19,1,0,1,0.0,0.0,1.0,1.0,14.0,1.0,18.0,4336933.0,49.0,0.0,0,2,16,0
HBA3736,2010-02-19,2,0,2,0.0,0.0,8.0,3.0,6.0,1.0,6.0,1566145.0,46.0,0.0,11,2,1,0
HDA6776,2010-02-19,6,3,2,0.0,0.0,1.0,0.0,11.0,2.0,7.0,1413002.0,35.0,0.0,9,4,7,0
HLN2478,2010-02-19,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,221651.0,100.0,0.0,1,3,12,0
HLZ9923,2010-02-19,2,1,1,0.0,0.0,1.0,0.0,9.0,2.0,7.0,1188059.0,89.0,4.0,11,5,4,0
HMR4907,2010-02-19,1,0,1,0.0,0.0,3.0,1.0,12.0,0.0,11.0,2886524.0,124.0,4.0,4,3,23,0
HVG7968,2010-02-19,1,1,1,2.0,0.0,1.0,0.0,14.0,3.0,11.0,2562838.0,105.0,6.0,8,3,15,0
IAC0900,2010-02-19,1,0,1,1.0,0.0,1.0,0.0,3.0,0.0,1.0,514258.0,121.0,5.0,0,0,4,0
ICP9160,2010-02-19,1,0,1,0.0,0.0,6.0,2.0,9.0,4.0,7.0,1898640.0,122.0,5.0,4,0,16,0
ICR6722,2010-02-19,3,3,1,0.0,0.0,9.0,4.0,7.0,1.0,9.0,1761294.0,56.0,2.0,11,2,25,0
IDI9618,2010-02-19,3,2,1,1.0,0.0,5.0,3.0,6.0,1.0,8.0,1942454.0,69.0,0.0,1,6,13,0
IFO6698,2010-02-19,1,0,1,0.0,0.0,0.0,0.0,11.0,2.0,14.0,2959449.0,44.0,0.0,11,6,20,0
IIY1438,2010-02-19,2,3,1,0.0,0.0,2.0,1.0,13.0,4.0,12.0,2212604.0,46.0,1.0,6,4,23,0
IVL8082,2010-02-19,3,1,1,0.0,0.0,2.0,2.0,5.0,0.0,2.0,592397.0,128.0,3.0,9,4,12,0
JDE8246,2010-02-19,4,0,1,2.0,0.0,4.0,1.0,4.0,1.0,4.0,1106761.0,80.0,0.0,3,2,23,0
JMM0438,2010-02-19,3,2,1,3.0,0.0,14.0,6.0,12.0,4.0,15.0,2578403.0,147.0,6.0,6,1,8,0
JPS8745,2010-02-19,6,6,1,0.0,0.0,3.0,2.0,8.0,3.0,7.0,1949851.0,70.0,3.0,11,0,12,0
JVA8961,2010-02-19,2,0,1,0.0,0.0,1.0,0.0,3.0,0.0,5.0,1267765.0,79.0,4.0,4,2,20,0
JXM6997,2010-02-19,3,0,2,0.0,0.0,6.0,3.0,10.0,5.0,11.0,2044415.0,65.0,1.0,7,2,15,0
KFW8041,2010-02-19,3,0,2,0.0,0.0,2.0,1.0,9.0,1.0,6.0,1770970.0,35.0,2.0,2,1,19,0
KIX3704,2010-02-19,4,2,1,0.0,0.0,0.0,0.0,4.0,2.0,2.0,579569.0,42.0,0.0,5,1,24,0
KJX0944,2010-02-19,1,0,1,0.0,0.0,9.0,4.0,5.0,1.0,0.0,152466.0,78.0,2.0,8,0,8,0
KVI1669,2010-02-19,2,2,1,0.0,0.0,1.0,1.0,3.0,1.0,4.0,807228.0,30.0,0.0,5,4,17,0
KYR0991,2010-02-19,2,1,1,1.0,0.0,1.0,1.0,6.0,1.0,6.0,1515094.0,116.0,2.0,5,6,8,0
LDO0211,2010-02-19,2,2,1,0.0,0.0,5.0,2.0,8.0,1.0,7.0,2304540.0,42.0,0.0,4,4,8,0
LGT9691,2010-02-19,1,0,1,0.0,0.0,0.0,0.0,4.0,2.0,3.0,822827.0,34.0,2.0,4,3,21,0
LJE6857,2010-02-19,2,0,1,0.0,0.0,2.0,1.0,14.0,2.0,15.0,3648257.0,112.0,0.0,9,2,21,0
LME4168,2010-02-19,2,1,1,0.0,0.0,3.0,2.0,8.0,0.0,14.0,3352345.0,36.0,1.0,5,2,14,0
LMQ7847,2010-02-19,4,5,2,0.0,0.0,3.0,2.0,11.0,4.0,10.0,3265417.0,96.0,0.0,5,0,19,0
LRR4710,2010-02-19,1,1,1,0.0,0.0,1.0,1.0,7.0,0.0,7.0,1918956.0,93.0,3.0,6,4,3,0
LWC6973,2010-02-19,1,0,2,0.0,0.0,1.0,1.0,8.0,6.0,7.0,1680170.0,31.0,1.0,11,3,5,0
LYE5717,2010-02-19,4,2,1,0.0,0.0,0.0,0.0,14.0,7.0,11.0,2186531.0,94.0,0.0,7,0,15,0
MAP5551,2010-02-19,4,3,1,1.0,0.0,1.0,1.0,7.0,3.0,8.0,1793328.0,97.0,3.0,2,2,10,0
MDR4757,2010-02-19,1,0,1,0.0,0.0,1.0,1.0,6.0,3.0,5.0,1532308.0,91.0,1.0,3,1,4,0
