logon_count,off_hours_logons,distinct_pcs,usb_connects,off_hours_usb,files_copied_to_usb,sensitive_files_to_usb,total_emails_sent,external_emails_sent,total_attachments,total_email_size,http_requests,cloud_job_visits,role_encoded,department_encoded,supervisor_encoded,user,day,is_insider,historical_events_proxy
1,0,1,0.0,0.0,0.0,0.0,2.0,2.0,0.0,60330.0,17.0,0.0,30,12,1,EDB0714,2010-10-28,1,464.0
2,1,1,0.0,0.0,0.0,0.0,10.0,3.0,6.0,285473.0,114.0,0.0,1,14,19,AJD0074,2010-05-06,0,522.0
1,1,1,3.0,0.0,1.0,1.0,1.0,0.0,2.0,31734.0,16.0,1.0,30,12,65,MDH0580,2011-01-06,1,782.0
2,0,2,5.0,0.0,1.0,1.0,1.0,1.0,1.0,14868.0,19.0,2.0,30,12,50,TNM0961,2010-11-08,1,485.0
1,0,1,0.0,0.0,0.0,0.0,9.0,6.0,0.0,271747.0,95.0,0.0,23,14,0,CFW0264,2010-01-27,0,52.0
1,0,1,0.0,0.0,0.0,0.0,16.0,6.0,0.0,456593.0,143.0,2.0,22,21,24,FBA0348,2011-04-28,1,1960.0
1,0,1,0.0,0.0,0.0,0.0,11.0,6.0,1.0,354195.0,114.0,12.0,1,12,20,SNS0129,2011-01-10,0,1072.0
2,1,1,0.0,0.0,0.0,0.0,9.0,0.0,15.0,271973.0,90.0,0.0,6,11,51,ACV0812,2010-02-03,0,96.0
2,0,1,0.0,0.0,0.0,0.0,9.0,1.0,2.0,281531.0,95.0,18.0,33,5,53,SSH0799,2011-01-27,0,830.0
2,1,2,0.0,0.0,0.0,0.0,3.0,0.0,0.0,99357.0,27.0,0.0,39,15,11,LUR0896,2011-03-07,0,654.0
1,0,1,0.0,0.0,0.0,0.0,9.0,0.0,0.0,287229.0,95.0,0.0,7,11,14,VEB0935,2010-12-09,0,752.0
1,1,1,0.0,0.0,0.0,0.0,9.0,2.0,0.0,308516.0,95.0,8.0,37,14,31,HKB0418,2010-03-03,0,119.0
1,0,1,0.0,0.0,0.0,0.0,8.0,6.0,11.0,253812.0,95.0,0.0,36,2,18,RKF0164,2010-04-13,0,333.0
2,1,1,1.0,0.0,0.0,0.0,9.0,0.0,5.0,276614.0,95.0,0.0,7,11,56,RRP0568,2010-03-09,0,465.0
2,0,1,3.0,0.0,5.0,5.0,9.0,3.0,5.0,274252.0,90.0,4.0,35,11,61,HVF0067,2010-07-16,0,1200.0
1,0,1,0.0,0.0,0.0,0.0,14.0,9.0,7.0,461503.0,143.0,15.0,22,21,24,CCW0031,2011-04-14,0,1764.0
2,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29148.0,10.0,0.0,30,12,1,GDF0704,2011-04-21,0,99.0
1,1,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,83040.0,29.0,0.0,39,15,29,ORG0339,2010-06-28,0,223.0
1,0,1,0.0,0.0,0.0,0.0,4.0,2.0,0.0,125867.0,29.0,0.0,39,15,9,JFC0757,2011-02-04,0,330.0
1,0,1,0.0,0.0,0.0,0.0,3.0,1.0,1.0,86821.0,29.0,0.0,39,15,12,BMT0528,2010-09-20,0,1077.0
1,1,1,0.0,0.0,0.0,0.0,9.0,2.0,0.0,315385.0,95.0,0.0,33,5,38,DBS0235,2010-03-05,0,243.0
1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44674.0,10.0,1.0,30,12,65,SAH0599,2010-02-19,0,49.0
2,0,1,0.0,0.0,0.0,0.0,1.0,0.0,2.0,19994.0,10.0,1.0,30,12,50,ASV0946,2010-10-05,0,75.0
1,0,1,0.0,0.0,0.0,0.0,3.0,0.0,4.0,66989.0,29.0,0.0,39,15,12,BVN0514,2010-05-27,0,70.0
1,1,1,0.0,0.0,0.0,0.0,9.0,4.0,3.0,274713.0,95.0,2.0,6,11,39,CCC0393,2010-03-08,0,195.0
1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,3.0,48059.0,10.0,0.0,30,12,50,CFG0959,2010-09-24,0,49.0
1,0,1,3.0,0.0,1.0,1.0,3.0,2.0,0.0,142823.0,19.0,2.0,30,12,54,PNL0301,2010-06-24,1,320.0
1,1,1,0.0,0.0,0.0,0.0,9.0,1.0,0.0,283136.0,95.0,0.0,18,1,30,HAV0121,2011-03-10,0,1408.0
1,0,1,0.0,0.0,0.0,0.0,13.0,7.0,0.0,402902.0,162.0,0.0,32,10,47,COM0321,2011-04-07,0,2008.0
2,0,1,3.0,0.0,0.0,0.0,15.0,0.0,3.0,468028.0,169.0,2.0,32,10,47,ABC0174,2010-11-03,1,2132.0
1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,25525.0,10.0,0.0,30,12,3,PTH0830,2010-04-08,0,122.0
1,1,1,0.0,0.0,0.0,0.0,9.0,4.0,6.0,297288.0,95.0,1.0,37,14,31,MES0407,2010-05-17,0,477.0
1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,34189.0,10.0,0.0,30,12,65,SOB0586,2010-04-14,0,93.0
1,0,1,0.0,0.0,0.0,0.0,15.0,12.0,0.0,494602.0,162.0,0.0,32,10,34,IJW0851,2010-11-23,0,1525.0
2,1,1,0.0,0.0,0.0,0.0,17.0,1.0,3.0,456208.0,190.0,0.0,9,15,37,SBK0161,2010-04-14,0,590.0
1,1,1,0.0,0.0,0.0,0.0,2.0,2.0,0.0,60584.0,29.0,2.0,39,15,35,AGB0643,2010-11-18,0,546.0
2,1,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,26524.0,9.0,0.0,30,12,54,CCM0136,2010-08-04,0,192.0
1,0,1,0.0,0.0,0.0,0.0,3.0,0.0,2.0,92859.0,29.0,0.0,39,15,9,JCR0770,2010-02-25,0,37.0
1,1,1,9.0,0.0,27.0,25.0,3.0,0.0,0.0,75919.0,29.0,1.0,39,15,11,ZKS0899,2011-03-03,0,7220.0
1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,37087.0,10.0,0.0,30,12,3,IJR0825,2010-09-01,0,244.0
1,1,1,0.0,0.0,0.0,0.0,14.0,9.0,4.0,397891.0,143.0,5.0,22,11,59,JBM0350,2011-04-12,0,2123.0
1,1,1,0.0,0.0,0.0,0.0,8.0,6.0,0.0,222884.0,95.0,0.0,35,11,61,LFS0071,2010-06-02,0,456.0
1,0,1,0.0,0.0,0.0,0.0,9.0,9.0,0.0,218974.0,95.0,7.0,38,17,63,HAM0985,2010-06-14,0,453.0
2,0,2,0.0,0.0,0.0,0.0,11.0,4.0,1.0,316617.0,114.0,6.0,17,21,26,WPR0368,2010-07-08,0,1428.0
2,2,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,29619.0,30.0,0.0,39,15,11,IBP0883,2010-06-07,0,279.0
1,0,1,2.0,0.0,0.0,0.0,2.0,2.0,0.0,74807.0,14.0,0.0,30,12,1,RAR0725,2010-07-27,1,305.0
1,0,1,0.0,0.0,0.0,0.0,14.0,3.0,11.0,409680.0,143.0,0.0,34,21,17,JRG0207,2010-10-27,0,790.0
1,0,1,1.0,0.0,3.0,3.0,6.0,5.0,2.0,160299.0,39.0,5.0,39,15,9,IJM0776,2010-07-21,1,395.0
2,0,1,1.0,0.0,1.0,0.0,14.0,1.0,7.0,422878.0,150.0,0.0,34,21,17,LBF0214,2010-12-30,0,2167.0
6,6,5,13.0,3.0,28.0,25.0,11.0,9.0,9.0,389194.0,114.0,11.0,17,21,26,AJF0370,2011-04-14,0,13442.0
1,1,1,0.0,0.0,0.0,0.0,3.0,3.0,0.0,99587.0,29.0,0.0,39,15,29,SHR0334,2011-03-18,0,696.0
2,0,1,0.0,0.0,0.0,0.0,3.0,0.0,1.0,73395.0,29.0,2.0,39,15,12,ALD0529,2011-04-01,0,386.0
1,0,1,0.0,0.0,0.0,0.0,5.0,1.0,0.0,179598.0,95.0,12.0,25,14,33,MHG0244,2010-11-02,0,788.0
3,1,2,1.0,0.0,5.0,5.0,1.0,0.0,0.0,17874.0,10.0,0.0,30,12,54,FEB0306,2010-11-15,0,864.0
1,1,1,0.0,0.0,0.0,0.0,3.0,1.0,0.0,123341.0,29.0,1.0,39,15,29,RHC0335,2010-11-18,0,533.0
1,0,1,0.0,0.0,0.0,0.0,9.0,1.0,3.0,240135.0,95.0,5.0,24,5,53,NAB0801,2010-02-18,0,112.0
1,0,1,0.0,0.0,0.0,0.0,9.0,5.0,4.0,302916.0,95.0,9.0,10,14,22,NBH0256,2011-02-28,0,1043.0
2,1,1,0.0,0.0,0.0,0.0,9.0,0.0,12.0,230550.0,95.0,0.0,7,11,51,LJT0817,2010-03-11,0,441.0
1,0,1,0.0,0.0,0.0,0.0,14.0,1.0,4.0,401501.0,143.0,2.0,34,21,17,NAF0033,2010-12-30,0,1221.0
1,0,1,0.0,0.0,0.0,0.0,14.0,1.0,0.0,396112.0,143.0,2.0,22,10,21,MAW0166,2010-01-06,0,10.0
1,1,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,21679.0,10.0,0.0,30,12,54,PSF0133,2010-02-26,0,105.0
1,0,1,1.0,0.0,3.0,2.0,3.0,0.0,1.0,81901.0,29.0,4.0,3,12,20,SCP0130,2010-06-24,0,688.0
2,1,1,0.0,0.0,0.0,0.0,3.0,0.0,1.0,99258.0,27.0,0.0,39,15,29,NOB0181,2011-05-06,0,2525.0
1,1,1,1.0,0.0,8.0,8.0,9.0,3.0,1.0,266360.0,95.0,4.0,24,5,45,HDH0928,2011-02-24,0,2212.0
1,1,1,0.0,0.0,0.0,0.0,3.0,3.0,1.0,83699.0,29.0,0.0,39,15,29,AKK0329,2010-11-10,0,560.0
1,0,1,1.0,0.0,0.0,0.0,9.0,0.0,6.0,247923.0,100.0,0.0,28,5,52,DAL0673,2011-03-17,0,1350.0
2,0,1,0.0,0.0,0.0,0.0,9.0,6.0,5.0,200221.0,100.0,0.0,33,5,57,FKK0055,2010-02-25,0,246.0
1,0,1,7.0,0.0,10.0,7.0,9.0,1.0,0.0,255177.0,95.0,2.0,37,14,31,HBO0413,2011-03-16,1,2127.0
2,0,1,0.0,0.0,0.0,0.0,9.0,5.0,4.0,269789.0,95.0,0.0,7,11,59,CWB0065,2010-05-03,0,312.0
1,0,1,0.0,0.0,0.0,0.0,9.0,0.0,0.0,282580.0,95.0,9.0,37,14,28,SGS0268,2010-12-02,0,769.0
1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,27006.0,10.0,0.0,30,12,3,ECR0822,2010-07-19,0,179.0
1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,24423.0,10.0,0.0,30,12,1,PLH0715,2010-04-16,0,34.0
1,1,1,0.0,0.0,0.0,0.0,3.0,1.0,3.0,92991.0,29.0,0.0,39,15,11,ARB0881,2010-09-27,0,447.0
1,1,1,2.0,0.0,2.0,2.0,2.0,2.0,0.0,60326.0,19.0,1.0,30,12,54,PSF0133,2010-08-18,1,469.0
1,1,1,5.0,0.0,3.0,2.0,4.0,1.0,0.0,130796.0,95.0,18.0,35,11,39,IKR0401,2011-02-09,1,1687.0
1,0,1,0.0,0.0,0.0,0.0,15.0,12.0,8.0,438808.0,162.0,0.0,32,10,46,GQP0743,2010-09-16,0,1365.0
1,1,1,0.0,0.0,0.0,0.0,3.0,2.0,6.0,125008.0,29.0,0.0,39,15,29,SJC0333,2010-11-09,0,477.0
1,1,1,0.0,0.0,0.0,0.0,9.0,9.0,4.0,281374.0,95.0,0.0,33,5,45,TSM0927,2010-12-17,0,1161.0
1,0,1,0.0,0.0,0.0,0.0,3.0,1.0,4.0,102345.0,29.0,3.0,39,15,12,EMB0531,2011-03-07,0,417.0
2,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,32426.0,9.0,1.0,30,12,4,AJL0462,2011-04-25,0,368.0
1,0,1,0.0,0.0,0.0,0.0,15.0,10.0,4.0,512568.0,162.0,11.0,32,10,7,IMB0481,2010-08-13,0,1192.0
1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31802.0,10.0,0.0,30,12,1,FWM0707,2010-10-05,0,93.0
1,1,1,1.0,0.0,2.0,2.0,9.0,4.0,0.0,241913.0,96.0,8.0,24,5,36,RMW0542,2010-06-30,1,790.0
1,0,1,0.0,0.0,0.0,0.0,15.0,0.0,8.0,459056.0,162.0,0.0,32,10,34,MAH0864,2010-09-02,0,668.0
1,0,1,9.0,0.0,27.0,21.0,9.0,1.0,3.0,266764.0,90.0,6.0,23,14,0,HCM0267,2010-09-13,0,4409.0
1,1,1,0.0,0.0,0.0,0.0,11.0,0.0,0.0,272609.0,114.0,5.0,1,10,21,SER0165,2010-03-29,0,234.0
1,0,1,0.0,0.0,0.0,0.0,14.0,2.0,0.0,423039.0,143.0,0.0,34,21,17,ASS0206,2010-04-08,0,392.0
1,0,1,0.0,0.0,0.0,0.0,3.0,2.0,0.0,74260.0,29.0,1.0,3,12,20,ABH0663,2011-03-18,0,399.0
1,0,1,0.0,0.0,0.0,0.0,9.0,1.0,0.0,237907.0,95.0,16.0,35,11,56,WLV0566,2011-01-03,0,818.0
1,1,1,1.0,0.0,10.0,8.0,3.0,2.0,1.0,110039.0,27.0,0.0,39,15,29,NOB0181,2010-08-18,0,1170.0
3,4,3,11.0,2.0,27.0,23.0,11.0,2.0,2.0,343381.0,114.0,9.0,17,21,26,AJF0370,2011-03-03,0,12179.0
2,0,1,0.0,0.0,0.0,0.0,27.0,5.0,6.0,927209.0,285.0,6.0,41,22,48,HTH0007,2010-02-24,0,368.0
1,0,1,2.0,0.0,7.0,6.0,16.0,0.0,8.0,490521.0,162.0,2.0,32,10,67,CAB0614,2010-09-02,0,1644.0
1,0,1,0.0,0.0,0.0,0.0,9.0,8.0,3.0,300724.0,95.0,0.0,28,5,52,KNG0672,2010-02-11,0,90.0
2,0,1,0.0,0.0,0.0,0.0,9.0,3.0,5.0,287678.0,95.0,0.0,35,11,59,RGG0064,2010-07-27,0,415.0
1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40556.0,10.0,1.0,30,12,54,ZSL0305,2011-03-21,0,311.0
2,1,1,0.0,0.0,0.0,0.0,9.0,2.0,7.0,291286.0,95.0,0.0,33,5,38,BTN0061,2010-01-26,0,61.0
1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17709.0,10.0,0.0,30,12,3,WGR0833,2011-04-08,0,448.0
1,0,1,3.0,0.0,0.0,0.0,9.0,3.0,6.0,270114.0,98.0,2.0,7,11,61,CCL0068,2011-01-03,1,1395.0
2,0,1,7.0,0.0,12.0,10.0,15.0,2.0,3.0,473702.0,162.0,0.0,32,10,47,ABC0174,2010-12-21,1,2487.0
1,0,1,6.0,0.0,6.0,5.0,1.0,1.0,1.0,21707.0,10.0,0.0,30,12,50,HXL0968,2010-10-20,1,503.0
2,1,1,0.0,0.0,0.0,0.0,3.0,1.0,1.0,146667.0,29.0,0.0,39,15,29,LAP0338,2011-04-05,0,973.0
2,0,1,1.0,0.0,2.0,2.0,14.0,3.0,7.0,372775.0,143.0,1.0,22,16,58,LRR0148,2010-03-12,0,434.0
2,0,2,2.0,0.0,24.0,16.0,9.0,1.0,0.0,244086.0,95.0,0.0,8,17,63,TDS0984,2010-04-26,0,866.0
1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,32617.0,10.0,0.0,30,12,50,FXF0957,2010-05-28,0,29.0
1,0,1,0.0,0.0,0.0,0.0,9.0,3.0,0.0,238404.0,95.0,1.0,10,14,15,RAH0440,2010-09-17,0,684.0
1,0,1,0.0,0.0,0.0,0.0,15.0,10.0,0.0,453433.0,162.0,0.0,32,10,67,NNA0610,2010-06-02,0,740.0
1,0,1,3.0,0.0,3.0,3.0,2.0,2.0,0.0,60063.0,105.0,1.0,24,5,36,RMW0542,2010-07-20,1,868.0
2,2,1,1.0,1.0,0.0,0.0,11.0,7.0,5.0,266033.0,117.0,3.0,16,3,8,MYD0978,2010-12-15,1,1475.0
1,0,1,0.0,0.0,0.0,0.0,15.0,5.0,0.0,476146.0,162.0,1.0,32,10,46,MIC0726,2010-04-20,0,456.0
6,5,5,6.0,3.0,17.0,15.0,11.0,8.0,6.0,306470.0,114.0,0.0,17,21,25,MOS0047,2010-09-10,1,3276.0
2,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22616.0,10.0,0.0,30,12,54,SGB0140,2010-06-17,0,143.0
1,0,1,0.0,0.0,0.0,0.0,3.0,1.0,0.0,86992.0,29.0,4.0,39,15,9,RIH0777,2010-12-22,0,284.0
1,0,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,81566.0,29.0,2.0,39,15,12,SCB0534,2010-02-12,0,47.0
1,0,1,0.0,0.0,0.0,0.0,9.0,0.0,2.0,278281.0,95.0,2.0,35,11,14,HLM0933,2010-08-04,0,341.0
1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26977.0,10.0,0.0,30,12,3,EHB0824,2010-08-17,0,235.0
1,0,1,0.0,0.0,0.0,0.0,3.0,0.0,1.0,69510.0,29.0,0.0,39,15,12,CJM0521,2010-02-07,0,40.0
1,1,1,0.0,0.0,0.0,0.0,12.0,4.0,9.0,359735.0,143.0,7.0,22,7,13,FDE0117,2010-08-19,0,1144.0
1,0,1,1.0,0.0,0.0,0.0,11.0,5.0,3.0,328048.0,96.0,0.0,7,11,61,CCL0068,2011-01-04,1,1398.0
1,0,1,1.0,0.0,5.0,5.0,1.0,0.0,0.0,39314.0,10.0,0.0,30,12,1,PDH0716,2010-07-29,0,688.0
1,0,1,2.0,0.0,0.0,0.0,9.0,6.0,1.0,280369.0,97.0,4.0,7,11,61,CCL0068,2011-01-06,1,1408.0
1,0,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,17126.0,18.0,3.0,30,12,1,RAR0725,2010-07-08,1,270.0
1,0,1,0.0,0.0,0.0,0.0,7.0,2.0,5.0,230530.0,162.0,0.0,32,10,46,GQP0743,2010-03-01,0,309.0
1,1,1,4.0,0.0,2.0,2.0,9.0,6.0,0.0,221201.0,95.0,5.0,37,14,31,HBO0413,2010-06-07,0,714.0
2,0,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0,56411.0,29.0,0.0,39,15,12,PIS0522,2010-12-02,0,295.0
1,0,1,0.0,0.0,0.0,0.0,11.0,5.0,6.0,335485.0,143.0,0.0,34,21,17,CEB0210,2011-01-31,0,1441.0
1,1,1,0.0,0.0,0.0,0.0,9.0,0.0,5.0,280132.0,95.0,1.0,10,7,27,TJD0996,2010-02-02,0,66.0
1,1,1,0.0,0.0,0.0,0.0,9.0,5.0,0.0,269502.0,95.0,1.0,18,1,30,HAV0121,2010-11-03,0,982.0
1,1,1,0.0,0.0,0.0,0.0,9.0,4.0,2.0,297921.0,95.0,0.0,27,20,2,DLH0029,2010-03-18,0,210.0
2,0,1,0.0,0.0,0.0,0.0,9.0,3.0,3.0,247960.0,95.0,4.0,35,11,61,ABN0239,2011-03-18,0,1169.0
1,1,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,79929.0,29.0,0.0,39,15,35,UBF0645,2010-09-03,0,381.0
1,1,1,0.0,0.0,0.0,0.0,9.0,5.0,4.0,317706.0,95.0,0.0,7,11,61,HGG0240,2010-10-05,0,923.0
4,2,3,0.0,0.0,0.0,0.0,10.0,2.0,3.0,263128.0,114.0,1.0,17,21,26,LBC0356,2010-03-29,0,617.0
1,0,1,0.0,0.0,0.0,0.0,14.0,0.0,8.0,489002.0,162.0,0.0,32,10,34,MAH0864,2010-09-14,0,710.0
5,2,4,4.0,1.0,6.0,6.0,7.0,1.0,14.0,218284.0,115.0,0.0,17,21,25,MOS0047,2010-07-29,1,2677.0
1,0,1,0.0,0.0,0.0,0.0,10.0,0.0,6.0,277563.0,100.0,0.0,12,15,55,BRB0355,2010-12-13,0,1374.0
1,1,1,1.0,0.0,4.0,3.0,11.0,3.0,7.0,320998.0,114.0,0.0,2,8,62,VSS0154,2010-01-04,0,0.0
2,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11923.0,10.0,0.0,30,12,4,NUL0471,2010-11-24,0,204.0
2,0,1,0.0,0.0,0.0,0.0,9.0,5.0,2.0,316496.0,90.0,0.0,24,5,41,MPT0376,2010-06-30,0,810.0
2,0,1,0.0,0.0,0.0,0.0,16.0,2.0,9.0,454651.0,153.0,4.0,32,10,34,ATE0869,2010-04-24,0,846.0
2,2,1,1.0,1.0,0.0,0.0,13.0,3.0,3.0,395606.0,165.0,0.0,32,10,47,JMB0308,2010-07-15,1,828.0
2,1,2,2.0,0.0,6.0,6.0,3.0,0.0,0.0,102347.0,29.0,5.0,3,12,20,SCP0130,2011-02-07,0,1594.0
1,0,1,2.0,0.0,0.0,0.0,2.0,0.0,0.0,62537.0,10.0,0.0,30,12,50,HXL0968,2010-10-13,1,486.0
1,1,1,0.0,0.0,0.0,0.0,9.0,6.0,0.0,245308.0,95.0,0.0,35,11,6,DJS0682,2010-09-28,0,891.0
1,1,1,1.0,0.0,1.0,1.0,3.0,0.0,0.0,112683.0,37.0,2.0,39,15,35,CQW0652,2011-03-02,1,1274.0
1,0,1,0.0,0.0,0.0,0.0,9.0,8.0,0.0,254924.0,95.0,0.0,10,14,22,MIL0255,2010-10-25,0,831.0
1,0,1,0.0,0.0,0.0,0.0,3.0,2.0,0.0,81759.0,29.0,0.0,39,15,12,CJM0521,2010-01-02,0,0.0
1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28288.0,10.0,0.0,30,12,4,AMH0464,2011-03-28,0,269.0
2,1,1,0.0,0.0,0.0,0.0,9.0,4.0,6.0,283710.0,95.0,3.0,18,1,30,LAF0991,2011-01-05,0,1140.0
2,0,1,2.0,0.0,5.0,5.0,3.0,0.0,2.0,71491.0,27.0,1.0,39,14,15,MKW0441,2011-04-28,0,761.0
1,1,1,0.0,0.0,0.0,0.0,8.0,1.0,0.0,254855.0,95.0,0.0,40,14,49,SSR0278,2010-02-22,0,196.0
1,1,1,0.0,0.0,0.0,0.0,8.0,6.0,0.0,276286.0,95.0,0.0,7,11,6,ASG0692,2011-03-10,0,1393.0
2,3,2,0.0,0.0,0.0,0.0,18.0,10.0,20.0,511121.0,190.0,4.0,9,15,37,SBK0161,2010-08-04,0,1222.0
1,0,1,0.0,0.0,0.0,0.0,9.0,0.0,10.0,279429.0,95.0,5.0,25,14,33,SSG0250,2010-04-12,0,126.0
1,0,1,0.0,0.0,0.0,0.0,11.0,8.0,3.0,331920.0,108.0,0.0,4,13,66,MKS0204,2010-10-06,0,547.0
3,3,1,0.0,0.0,0.0,0.0,9.0,7.0,10.0,261184.0,90.0,0.0,10,14,31,EHB0420,2010-09-08,0,1143.0
4,6,4,0.0,0.0,0.0,0.0,10.0,3.0,4.0,384445.0,114.0,9.0,17,21,26,KJP0371,2011-02-14,0,2821.0
1,1,1,0.0,0.0,0.0,0.0,14.0,9.0,1.0,428483.0,143.0,2.0,20,5,57,LAM0911,2010-09-02,0,1349.0
1,1,1,1.0,0.0,2.0,2.0,9.0,0.0,0.0,296215.0,96.0,0.0,40,14,49,CEJ0109,2011-02-16,1,1710.0
1,1,1,0.0,0.0,0.0,0.0,3.0,1.0,5.0,124292.0,29.0,3.0,39,15,35,VLB0647,2010-03-01,0,80.0
1,0,1,0.0,0.0,0.0,0.0,9.0,7.0,1.0,208996.0,95.0,9.0,25,14,33,ONW0083,2010-12-21,0,810.0
1,1,1,0.0,0.0,0.0,0.0,9.0,4.0,0.0,225653.0,95.0,2.0,35,11,6,DJS0682,2011-05-11,0,1656.0
2,0,1,0.0,0.0,0.0,0.0,3.0,1.0,1.0,85292.0,29.0,0.0,39,15,12,YJF0532,2011-01-11,0,208.0
2,0,1,9.0,0.0,0.0,0.0,1.0,0.0,0.0,25563.0,10.0,0.0,30,12,50,AIB0948,2011-01-18,0,1224.0
1,1,1,0.0,0.0,0.0,0.0,3.0,2.0,1.0,84316.0,29.0,3.0,39,15,29,SJC0333,2010-06-08,0,231.0
2,0,1,9.0,0.0,0.0,0.0,15.0,11.0,6.0,445781.0,162.0,0.0,32,10,67,JBD0616,2010-02-12,0,228.0
1,1,1,3.0,0.0,0.0,0.0,4.0,3.0,0.0,121441.0,13.0,0.0,30,12,54,PNL0301,2010-07-06,1,334.0
1,1,1,6.0,0.0,7.0,7.0,1.0,0.0,0.0,21542.0,10.0,0.0,30,12,54,PSF0133,2010-09-29,1,576.0
1,1,1,0.0,0.0,0.0,0.0,9.0,8.0,0.0,280338.0,95.0,0.0,35,11,6,KKC0683,2010-05-18,0,295.0
1,0,1,2.0,0.0,2.0,2.0,3.0,0.0,2.0,107568.0,29.0,0.0,39,15,12,BMT0528,2010-01-26,0,87.0
2,0,1,8.0,0.0,0.0,0.0,9.0,3.0,2.0,252905.0,90.0,0.0,10,14,22,RSC0089,2010-05-14,0,604.0
3,0,2,0.0,0.0,0.0,0.0,10.0,0.0,11.0,311871.0,95.0,11.0,25,14,33,HAD0246,2010-03-23,0,280.0
1,1,1,4.0,0.0,8.0,5.0,9.0,7.0,4.0,250211.0,95.0,3.0,35,11,6,OLW0689,2010-11-08,0,1474.0
1,0,1,1.0,0.0,2.0,2.0,1.0,0.0,1.0,28778.0,10.0,1.0,30,12,50,HXL0968,2010-05-28,0,229.0
1,1,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,79594.0,29.0,0.0,39,15,35,BCM0653,2010-07-16,0,335.0
1,0,1,0.0,0.0,0.0,0.0,11.0,2.0,4.0,293202.0,114.0,0.0,1,22,43,KBB0189,2011-05-11,0,1615.0
2,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19279.0,10.0,0.0,30,12,50,NIH0969,2010-08-13,0,65.0
2,0,2,1.0,0.0,6.0,6.0,3.0,0.0,3.0,117666.0,29.0,4.0,39,15,12,JMD0520,2011-05-05,0,2031.0
2,0,1,0.0,0.0,0.0,0.0,16.0,1.0,11.0,480489.0,153.0,3.0,32,10,34,ATE0869,2010-05-09,0,942.0
1,1,1,0.0,0.0,0.0,0.0,3.0,2.0,3.0,135240.0,29.0,0.0,39,15,29,AKK0329,2010-12-01,0,598.0
1,0,1,0.0,0.0,0.0,0.0,3.0,3.0,0.0,88872.0,29.0,0.0,39,15,9,QSV0778,2010-05-06,0,97.0
1,1,1,0.0,0.0,0.0,0.0,8.0,0.0,0.0,230070.0,95.0,0.0,6,11,51,BJH0811,2010-06-01,0,508.0
2,0,1,9.0,0.0,3.0,2.0,9.0,5.0,1.0,205585.0,90.0,0.0,10,14,22,RSC0089,2010-06-13,0,734.0
1,0,1,0.0,0.0,0.0,0.0,9.0,8.0,2.0,235972.0,95.0,1.0,10,14,28,KAT0270,2010-12-02,0,1056.0
3,1,1,0.0,0.0,0.0,0.0,9.0,3.0,18.0,343345.0,93.0,0.0,35,11,59,RGG0064,2010-10-21,1,601.0
2,2,1,8.0,0.0,19.0,17.0,3.0,2.0,5.0,75015.0,29.0,1.0,39,14,49,BJM0111,2010-04-02,0,1425.0
2,0,1,0.0,0.0,0.0,0.0,14.0,8.0,4.0,494945.0,162.0,1.0,32,10,46,KES0729,2011-04-18,0,1514.0
1,0,1,0.0,0.0,0.0,0.0,15.0,8.0,21.0,415135.0,162.0,0.0,32,10,7,CTW0500,2010-07-22,0,810.0
1,0,1,0.0,0.0,0.0,0.0,9.0,1.0,1.0,255203.0,100.0,0.0,23,14,0,DVM0265,2011-02-24,0,793.0
2,0,1,0.0,0.0,0.0,0.0,11.0,6.0,3.0,320195.0,162.0,0.0,32,10,7,RHP0484,2010-03-31,0,335.0
6,8,4,11.0,4.0,29.0,28.0,11.0,7.0,0.0,293567.0,114.0,0.0,17,21,25,MPM0220,2010-11-05,1,8460.0
