user,total_events,active_days,unique_pcs,unique_sources,first_activity,last_activity,total_logins,midnight_activity,after_hours_activity,weekend_activity,device_events,file_events,unique_files,emails_sent,web_events,unique_urls,average_hour,earliest_hour,latest_hour,openness,conscientiousness,extraversion,agreeableness,neuroticism,risk_score,prediction
DFH0188,19267,346,3,5,2010-01-04 07:00:00,2011-05-16 18:11:00,1133,0,1017,0,807,6281,6281,1012,10034,102,12.357346758706596,7,18,35,40,18,38,24,0.5012430979495749,Normal
AAM0658,7659,225,1,5,2010-01-04 09:14:00,2010-11-17 21:15:00,458,60,2284,8,13,31,31,659,6498,127,14.621752186969578,0,21,43,35,37,36,22,0.5009848324956818,Normal
ACV0812,35459,354,2,3,2010-01-04 08:21:00,2011-05-16 20:42:00,1279,82,8606,13,0,0,0,3040,31140,142,14.098931159931189,0,23,42,37,12,45,28,0.49963507207923735,Normal
EHB0824,2115,159,1,5,2010-01-04 08:18:00,2010-08-17 19:29:00,328,9,530,0,26,14,14,153,1594,59,13.694562647754138,1,23,46,39,22,44,31,0.4996031174075234,Normal
MBW0809,3168,30,1,3,2010-01-04 08:15:00,2010-02-12 20:30:00,60,0,787,0,0,0,0,258,2850,106,14.259469696969697,8,20,43,45,44,18,19,0.49942359028818756,Normal
FKK0055,52729,464,3,5,2010-01-02 08:20:00,2011-05-16 17:17:00,1345,0,0,13050,344,601,601,4039,46400,310,12.505926529992983,8,17,46,16,37,16,27,0.4989149474465121,Normal
HTH0007,108687,346,3,3,2010-01-04 06:58:00,2011-05-16 15:59:00,961,0,0,0,0,0,0,9116,98610,165,11.000542843210319,6,16,37,38,41,20,36,0.49816569592035037,Normal
JBM0350,55098,352,3,3,2010-01-04 07:56:00,2011-05-16 18:54:00,868,83,6905,10,0,0,0,4752,49478,247,13.06778830447566,0,23,37,21,12,45,25,0.4979328821489692,Normal
NGC0058,48047,428,36,5,2010-01-03 07:57:00,2011-05-16 19:02:00,984,0,6087,9153,350,200,200,3713,42800,173,12.989718400732617,7,19,44,45,39,15,27,0.4971864993549238,Normal
BTW0005,108492,346,2,3,2010-01-04 07:24:00,2011-05-16 16:37:00,932,0,0,0,0,0,0,8950,98610,339,11.529108137005494,7,16,33,39,18,18,27,0.49712955892002364,Normal
EDA0684,3717,35,2,3,2010-01-04 08:47:00,2010-02-19 19:04:00,88,4,598,0,0,0,0,304,3325,141,13.84153887543718,1,23,38,42,40,39,33,0.4970516049914697,Normal
ABC0174,55028,296,1,5,2010-01-02 07:37:00,2010-12-24 15:55:00,829,0,0,7964,1276,589,589,4239,48095,271,11.161463255070146,7,16,15,41,34,13,32,0.49677434985364266,Normal
WDO0870,64324,353,21,3,2010-01-04 07:39:00,2011-05-16 17:44:00,876,85,982,10,0,0,0,4628,58820,296,12.386232199490081,0,23,23,21,14,13,25,0.4965640592848456,Normal
AJR0932,20719,196,1,5,2010-01-04 07:15:00,2010-10-07 16:16:00,398,196,32,99,38,47,47,1709,18527,217,11.16834789323809,0,23,46,30,35,12,29,0.4952205706670028,Normal
WKD0013,72630,354,3,3,2010-01-04 09:03:00,2011-05-16 18:18:00,814,38,4561,12,0,0,0,6076,65740,189,13.38565331130387,0,23,42,36,40,27,34,0.4947445290294524,Normal
BRB0355,53945,455,3,5,2010-01-02 08:54:00,2011-05-16 16:54:00,1552,0,0,11953,1792,712,712,4389,45500,139,12.542330151079803,8,17,33,21,37,19,29,0.4946875339090301,Normal
LJT0817,40145,346,2,5,2010-01-04 08:22:00,2011-05-16 20:33:00,1021,0,9411,0,1303,1927,1927,3024,32870,211,14.08083198405779,8,20,39,43,38,39,24,0.4946845951008139,Normal
DIB0285,20731,184,1,5,2010-01-04 09:09:00,2010-09-22 18:15:00,368,0,1170,0,779,375,375,1613,17596,162,13.256524046114514,9,18,13,45,17,50,29,0.4946215065455486,Normal
RUM0880,65544,350,2,5,2010-01-04 07:45:00,2011-05-16 17:45:00,1053,38,571,8,1398,2199,2199,5004,55890,265,12.379653362626632,0,23,40,37,17,38,26,0.49461878466780546,Normal
BBS0422,42812,412,3,5,2010-01-04 07:47:00,2011-05-16 18:10:00,996,82,1161,4883,305,499,499,3487,37525,121,12.581472484350183,0,23,39,42,29,41,18,0.4940199150410228,Normal
JCR0172,73734,407,1,5,2010-01-02 07:38:00,2011-05-16 15:55:00,1130,0,0,9950,338,406,406,5926,65934,174,11.27801285702661,7,16,43,41,41,39,31,0.4937066037400563,Normal
IKP0472,8409,495,2,5,2010-01-02 07:48:00,2011-05-16 18:12:00,1637,0,340,2406,1033,812,812,481,4446,170,12.629325722440242,7,18,32,10,37,38,31,0.4935130206419086,Normal
SBK0161,72891,346,3,3,2010-01-04 08:38:00,2011-05-16 18:37:00,1150,0,8019,0,0,0,0,6001,65740,206,13.328545362253227,8,19,14,27,23,41,39,0.4933362815458925,Normal
AHG0634,5668,158,2,3,2010-01-04 09:00:00,2010-08-16 21:13:00,465,3,1735,0,0,0,0,463,4740,210,14.812455892731123,0,23,31,36,42,41,27,0.49268276803729566,Normal
SGG0787,55077,346,1,3,2010-01-04 08:21:00,2011-05-16 20:33:00,948,0,12911,0,0,0,0,4651,49478,201,14.065762477985366,8,20,14,27,10,20,31,0.49246110726056264,Normal
QOS0878,20862,113,9,5,2010-01-03 07:41:00,2010-05-06 17:35:00,406,0,6,4624,476,127,127,1547,18306,124,12.28180423736938,7,18,18,12,20,16,29,0.4915158666690133,Normal
GNS0178,40247,349,2,5,2010-01-04 07:08:00,2011-05-16 18:21:00,1078,44,1920,5,303,3049,3049,2947,32870,198,12.36939399209879,0,23,30,17,42,26,33,0.4914591729429338,Normal
AJH0175,59277,353,1,5,2010-01-04 07:44:00,2011-05-16 16:00:00,810,57,1456,7,317,236,236,4976,52938,164,11.495470418543448,0,23,19,19,16,33,37,0.490529869699431,Normal
BDI0533,20508,451,2,5,2010-01-02 09:00:00,2011-05-16 17:03:00,1378,0,0,4476,1840,2458,2458,1302,13530,240,12.515944997074312,8,17,37,36,15,41,19,0.4901576706524021,Normal
FUM0015,72546,346,1,3,2010-01-04 08:22:00,2011-05-16 19:35:00,692,0,11922,0,0,0,0,6114,65740,248,13.520318142971355,8,19,33,18,18,46,32,0.48978008373497284,Normal
LQC0479,35212,197,1,5,2010-01-04 08:09:00,2010-10-11 17:11:00,402,39,125,0,18,22,22,2853,31917,353,12.301658525502669,1,23,27,38,34,17,36,0.48974718609228396,Normal
MBJ0312,65173,346,3,5,2010-01-04 07:45:00,2011-05-16 15:48:00,1002,0,0,0,2047,1019,1019,5053,56052,140,11.21415310021021,7,16,22,45,49,12,26,0.489608270671331,Normal
MKW0441,13193,347,8,5,2010-01-04 07:48:00,2011-05-16 17:11:00,1026,9,4,2,1393,421,421,1011,9342,139,12.0557871598575,2,23,15,25,45,20,34,0.4892488903977674,Normal
LCC0819,17792,157,1,5,2010-01-04 08:20:00,2010-08-13 20:35:00,314,0,4131,0,700,337,337,1413,15028,211,14.012533723021583,8,20,32,14,11,15,27,0.48901724133363184,Normal
WXH0872,64305,347,3,5,2010-01-04 07:33:00,2011-05-16 17:38:00,950,26,201,1,1403,826,826,5074,56052,226,12.32179457273929,1,23,17,20,19,21,25,0.4889146391642755,Normal
NGF0157,41840,410,2,5,2010-01-02 06:49:00,2011-05-16 17:00:00,1261,60,298,5277,284,305,305,3540,36450,262,11.586902485659655,0,23,45,38,22,46,32,0.48859511295987185,Normal
DCH0843,3844,290,1,5,2010-01-04 08:16:00,2011-02-23 19:23:00,588,44,945,24,46,38,38,281,2891,135,13.39828303850156,0,23,20,31,11,18,36,0.48840775417560806,Normal
MCD0125,19413,176,2,5,2010-01-03 08:15:00,2010-07-19 19:08:00,585,0,2894,3815,132,434,434,1542,16720,175,13.28774532529748,8,19,36,26,50,22,23,0.4883956124323812,Normal
AMW0392,45710,450,1,3,2010-01-02 07:58:00,2011-05-16 19:14:00,1254,0,5845,9961,0,0,0,3956,40500,272,13.042441478888646,7,19,47,47,22,44,26,0.48824802239879234,Normal
HMM0108,6508,55,2,5,2010-01-04 09:01:00,2010-03-19 18:14:00,200,0,356,0,198,345,345,540,5225,90,13.349108789182544,9,18,33,41,17,43,25,0.48810859663394607,Normal
EAH0466,876,35,3,5,2010-01-04 07:59:00,2010-02-19 18:00:00,104,0,29,0,30,358,358,34,350,67,12.88013698630137,7,18,41,38,29,38,25,0.487584373359699,Normal
ESH0283,39604,346,35,5,2010-01-04 09:03:00,2011-05-16 18:10:00,762,0,1980,0,277,2646,2646,3049,32870,183,13.251994748005252,9,18,44,30,35,18,31,0.48689502885033914,Normal
AHD0848,5856,382,22,5,2010-01-04 08:24:00,2011-05-16 19:29:00,1162,0,1341,483,299,199,199,376,3820,108,13.558572404371585,8,19,24,30,49,16,30,0.48650578137411615,Normal
ANM0123,3306,25,2,5,2010-01-04 08:15:00,2010-02-05 19:13:00,82,0,475,0,57,47,47,270,2850,117,13.35632183908046,8,19,22,15,16,21,26,0.48642366003045473,Normal
JAJ0849,6312,446,3,3,2010-01-03 08:27:00,2011-05-16 19:40:00,1465,40,1447,1273,0,0,0,427,4420,141,13.385614702154626,0,23,22,24,23,23,33,0.4855314599660765,Normal
IAR0694,43256,404,3,3,2010-01-02 08:54:00,2011-05-16 18:54:00,1395,0,5923,6101,0,0,0,3481,38380,174,13.54644442389495,8,19,12,17,44,40,34,0.4852844089066919,Normal
VFM0814,25979,240,2,5,2010-01-04 08:15:00,2010-12-13 20:29:00,767,0,6207,0,180,122,122,2110,22800,266,14.08626198083067,8,20,46,45,44,19,28,0.484882111378182,Normal
KLH0596,3869,292,1,5,2010-01-04 08:24:00,2011-02-25 18:44:00,588,2,665,6,38,53,53,279,2911,101,13.168002067717756,0,23,30,10,35,12,29,0.4843966728138339,Normal
AMR0318,62550,349,1,5,2010-01-04 07:43:00,2011-05-16 15:45:00,1013,24,597,5,281,230,230,4974,56052,157,11.311526778577138,0,23,45,50,17,25,21,0.4843363116019164,Normal
MLL0598,10375,346,1,5,2010-01-04 08:28:00,2011-05-16 18:26:00,692,0,919,0,5545,353,353,335,3450,158,12.982265060240964,8,18,44,17,23,49,29,0.4841331334568459,Normal
RLG0856,65651,349,1,5,2010-01-04 07:33:00,2011-05-16 17:57:00,1021,29,483,5,738,334,334,4908,58650,174,12.350794351951988,0,23,18,36,42,18,26,0.48405690770185067,Normal
BAM0636,11698,346,1,3,2010-01-04 09:14:00,2011-05-16 21:23:00,692,0,3486,0,0,0,0,1001,10005,76,14.7151649854676,9,21,13,40,46,42,39,0.4838351716450607,Normal
JMC0925,37526,352,5,3,2010-01-04 08:18:00,2011-05-16 19:24:00,1284,66,6317,10,0,0,0,3372,32870,114,13.578105846613015,0,23,33,10,23,19,31,0.48292686908184596,Normal
RRC0553,9610,76,2,5,2010-01-02 07:46:00,2010-04-01 18:11:00,212,0,142,1510,161,1342,1342,675,7220,131,12.575234131113424,7,18,40,14,24,38,29,0.4827830553204847,Normal
SGM0021,48762,346,1,5,2010-01-04 07:15:00,2011-05-16 15:23:00,971,0,0,0,2069,2596,2596,3682,39444,266,11.026434518682581,7,15,41,12,26,41,33,0.4827580652902963,Normal
CPG0322,59551,346,35,5,2010-01-04 07:44:00,2011-05-16 15:37:00,1006,0,0,0,258,337,337,5012,52938,147,11.225218720088664,7,16,17,13,19,24,36,0.4827470223677934,Normal
CTA0020,48566,346,4,5,2010-01-04 07:49:00,2011-05-16 18:00:00,1010,0,830,0,5942,606,606,3640,37368,225,12.544866779228267,7,18,36,50,11,22,34,0.482665487607405,Normal
AMM0014,72461,346,1,3,2010-01-04 07:31:00,2011-05-16 18:51:00,692,0,7229,0,0,0,0,6029,65740,345,12.75956721546763,7,19,48,38,15,44,36,0.4825150909366916,Normal
KWC0004,108299,346,1,3,2010-01-04 07:55:00,2011-05-16 16:59:00,692,0,0,0,0,0,0,8997,98610,329,12.017867200989851,7,17,23,38,39,20,27,0.48179551942804966,Normal
NOB0181,18501,476,3,5,2010-01-02 07:08:00,2011-05-16 18:10:00,1531,0,1101,4757,1047,1703,1703,1368,12852,161,12.367115291065348,7,18,31,21,21,41,25,0.4815844940604022,Normal
IBP0883,12497,353,1,3,2010-01-04 09:14:00,2011-05-16 18:06:00,1121,68,1164,12,0,0,0,996,10380,195,13.393214371449147,0,23,30,25,15,11,17,0.48137561282835484,Normal
MAR0955,3962,297,1,5,2010-01-04 07:09:00,2011-03-04 16:17:00,604,47,79,37,42,69,69,284,2963,171,11.390711761736497,0,23,36,44,23,44,25,0.4810935648095895,Normal
CAC0889,2030,60,1,3,2010-01-04 09:06:00,2010-03-26 18:15:00,120,0,169,0,0,0,0,170,1740,74,13.274384236453201,9,18,46,49,32,41,27,0.48089200631597845,Normal
ILJ0526,15291,375,28,5,2010-01-04 08:57:00,2011-05-16 17:00:00,1337,0,0,1139,754,1236,1236,1089,10875,140,12.54365312929174,8,17,33,50,23,46,25,0.4808470116969049,Normal
LJR0523,5654,168,1,5,2010-01-04 08:49:00,2010-08-26 16:56:00,341,17,17,13,12,3,3,480,4818,213,12.498585072515034,2,23,32,21,11,33,25,0.48057162628973454,Normal
TAP0551,24032,226,3,5,2010-01-04 07:52:00,2010-11-18 18:12:00,664,30,473,10,10,21,21,1960,21377,285,12.557423435419441,2,23,25,17,27,20,22,0.48006298588120727,Normal
CRD0624,8028,45,1,3,2010-01-04 07:48:00,2010-03-05 16:58:00,100,4,57,0,0,0,0,638,7290,146,12.03276033881415,2,23,26,22,17,39,32,0.47952357968000714,Normal
DPS0262,11745,113,1,3,2010-01-04 07:35:00,2010-06-09 16:48:00,254,12,176,4,0,0,0,946,10545,92,11.779736057896978,1,23,20,25,20,14,32,0.47884759348572,Normal
EHD0584,2767,211,3,5,2010-01-04 08:21:00,2010-10-28 18:45:00,641,25,450,6,14,11,11,208,1893,142,12.976508854354897,2,23,38,40,42,43,22,0.4787268338218145,Normal
RAB0589,2674,197,9,5,2010-01-04 08:20:00,2010-10-08 18:30:00,707,10,412,9,8,2,2,191,1766,47,12.882946896035902,0,23,36,35,26,14,31,0.47829617240538114,Normal
QJR0688,40565,360,5,5,2010-01-04 08:54:00,2011-05-16 18:54:00,966,0,5465,1476,798,1069,1069,3532,34200,282,13.585997781338593,8,19,19,18,22,26,35,0.4780853186115119,Normal
HJS0072,2798,25,3,5,2010-01-04 07:50:00,2010-02-03 18:00:00,73,0,61,220,52,82,82,216,2375,97,12.742673338098642,7,18,44,42,19,19,31,0.47706338306136625,Normal
JCG0316,65789,346,2,5,2010-01-04 07:36:00,2011-05-16 15:45:00,1203,0,0,0,1387,2161,2161,4986,56052,276,11.243399352475338,7,16,47,36,32,25,33,0.4769874188167457,Normal
PNH0761,13552,353,3,5,2010-01-04 08:18:00,2011-05-16 16:30:00,870,52,145,11,242,2106,2106,992,9342,206,12.068181818181818,0,23,36,49,27,32,30,0.4765603786852291,Normal
GZC0735,69296,399,2,5,2010-01-04 07:51:00,2011-05-16 17:01:00,1306,0,0,7627,792,304,304,5847,61047,159,12.03801085199723,7,17,44,16,15,27,25,0.4763167056798233,Normal
GHL0460,3035,230,1,5,2010-01-04 07:45:00,2010-11-24 18:11:00,464,33,191,1,22,41,41,217,2291,124,12.476441515650741,2,23,21,37,24,17,35,0.47612225830000887,Normal
RKD0604,26878,151,1,5,2010-01-04 07:49:00,2010-08-04 17:01:00,308,8,262,1,40,49,49,2179,24302,190,12.083339534191532,0,23,17,46,36,38,31,0.4760563499747746,Normal
LCB0664,58858,346,2,5,2010-01-04 07:57:00,2011-05-16 17:15:00,1099,0,0,0,5938,414,414,4697,46710,139,12.04774202317442,7,17,16,19,36,24,32,0.47591709529877535,Normal
MAS0025,31949,201,1,5,2010-01-04 07:43:00,2010-10-15 17:54:00,412,71,87,0,31,55,55,2706,28745,210,12.25706594885599,1,23,23,14,20,21,23,0.4757447724307053,Normal
PDH0716,7891,346,3,5,2010-01-04 07:40:00,2011-05-16 17:00:00,1024,0,0,0,1347,1723,1723,337,3460,189,11.827778481814725,7,17,40,16,14,10,24,0.4748622665113526,Normal
HXL0968,4267,211,1,5,2010-01-04 07:03:00,2010-10-29 16:12:00,422,0,0,0,932,477,477,211,2225,179,11.22146707288493,7,16,45,21,35,40,34,0.4747688648113601,Normal
BEH0615,64291,353,22,5,2010-01-04 07:46:00,2011-05-16 17:00:00,1096,0,0,181,780,268,268,5123,57024,122,12.078969062543747,7,17,24,20,50,22,26,0.474726253725258,Normal
JMB0308,27332,153,1,5,2010-01-04 07:42:00,2010-08-09 15:45:00,314,13,92,0,16,10,10,2203,24789,134,11.250036587150593,0,23,41,44,34,14,32,0.47470386291510663,Normal
IBB0696,7191,346,3,5,2010-01-04 07:38:00,2011-05-16 16:51:00,1004,0,0,0,1408,986,986,333,3460,76,11.847309136420526,7,17,47,13,36,16,33,0.4746175034405195,Normal
FGW0853,61625,355,4,3,2010-01-04 07:38:00,2011-05-16 17:48:00,910,72,646,14,0,0,0,4663,56052,121,12.313168356997972,0,23,25,35,20,40,39,0.47425744046163726,Normal
DMK0257,39908,356,2,5,2010-01-04 07:41:00,2011-05-16 16:39:00,1160,87,560,16,1371,1499,1499,3008,32870,107,11.914177608499548,0,23,33,20,26,26,30,0.47402637331998115,Normal
PNL0301,3099,156,1,5,2010-01-04 08:50:00,2010-08-12 18:06:00,312,0,130,0,653,296,296,164,1674,63,12.944175540496934,8,18,50,43,30,43,31,0.4739533642588579,Normal
LPH0572,480,37,1,3,2010-01-04 08:17:00,2010-02-23 18:28:00,74,0,78,0,0,0,0,36,370,94,13.079166666666667,8,18,40,13,17,38,36,0.4738325211448687,Normal
BTL0226,22767,213,20,5,2010-01-04 07:48:00,2010-11-02 19:10:00,647,37,3028,0,16,4,4,1862,20238,178,13.093951772302017,2,23,36,44,37,38,31,0.47363070919047595,Normal
RTO0313,62234,355,2,3,2010-01-04 07:35:00,2011-05-16 15:46:00,1167,67,1400,14,0,0,0,5015,56052,297,11.458720313654915,0,23,44,45,25,17,27,0.47350803934451313,Normal
OCS0865,64587,346,2,5,2010-01-04 07:40:00,2011-05-16 17:50:00,1005,0,8,0,1310,873,873,5347,56052,413,12.288556520662052,7,18,29,24,43,35,32,0.4727623760895672,Normal
XHW0498,36139,195,1,5,2010-01-04 08:13:00,2010-10-07 17:16:00,390,0,0,0,846,386,386,2827,31690,264,12.2464096958964,8,17,37,47,48,23,35,0.47243758812145586,Normal
RMW0542,18219,161,1,5,2010-01-04 07:56:00,2010-08-19 18:02:00,322,0,295,0,743,330,330,1406,15418,222,12.479609199187662,7,18,17,21,20,13,41,0.471942777348333,Normal
AJD0074,49910,387,2,5,2010-01-04 06:45:00,2011-05-16 16:04:00,1202,0,0,4871,294,515,515,3781,44118,208,10.983410138248848,6,16,19,37,45,22,34,0.47189597709654635,Normal
PEV0323,62456,354,3,3,2010-01-04 07:38:00,2011-05-16 15:51:00,1100,56,1446,14,0,0,0,5304,56052,216,11.473181119508133,0,23,47,34,40,22,29,0.47173910167393246,Normal
SRH0155,46144,365,3,3,2010-01-04 06:53:00,2011-05-16 16:56:00,1212,28,305,1545,0,0,0,3892,41040,131,11.672091712898752,0,23,34,14,37,45,28,0.4715511934890861,Normal
FTM0406,25980,246,1,5,2010-01-04 07:46:00,2010-12-20 18:02:00,498,42,456,0,36,33,33,2136,23277,259,12.558044649730562,0,23,31,15,38,16,34,0.4713679932658408,Normal
SBN0971,6749,449,1,5,2010-01-03 07:07:00,2011-05-16 16:11:00,898,0,0,1423,350,577,577,434,4490,66,11.28093050822344,7,16,41,40,17,47,30,0.47111963105475196,Normal
WDV0573,4449,353,3,3,2010-01-04 08:23:00,2011-05-16 18:44:00,982,64,836,13,0,0,0,353,3114,91,13.110137109462801,0,23,48,36,13,31,33,0.47030986856859414,Normal
KPC0073,15793,149,1,4,2010-01-04 07:55:00,2010-08-03 17:54:00,308,6,324,0,16,0,0,1311,14158,153,12.563224213259039,2,23,44,30,11,16,23,0.4702068150707345,Normal
AIP0394,36844,351,1,3,2010-01-04 07:55:00,2011-05-16 19:00:00,1025,39,4779,8,0,0,0,3044,32775,250,13.093556617088264,0,23,17,16,38,14,26,0.47012133511094034,Normal
HVB0037,63889,403,1,3,2010-01-02 07:34:00,2011-05-16 15:42:00,806,0,0,8255,0,0,0,5454,57629,234,11.215295277747343,7,16,17,42,41,44,26,0.46993764126812937,Normal
LOM0086,16137,142,2,5,2010-01-04 07:44:00,2010-07-23 16:38:00,402,0,0,0,570,438,438,1237,13490,178,11.726776972175745,7,17,18,10,34,23,33,0.4696209743299107,Normal
RGG0064,23644,222,1,5,2010-01-04 07:15:00,2010-11-15 15:29:00,627,17,87,0,12,12,12,1900,21093,183,10.844188800541364,0,23,36,19,20,42,34,0.46909593552539747,Normal
LAF0991,36854,346,1,3,2010-01-04 09:11:00,2011-05-16 21:14:00,959,0,11018,0,0,0,0,3025,32870,157,14.791555869105117,9,21,40,39,36,22,34,0.4689716764091955,Normal
RNP0211,59880,346,1,5,2010-01-04 07:32:00,2011-05-16 15:41:00,971,0,0,0,2129,2638,2638,4664,49478,177,11.24311957247829,7,16,39,15,25,40,30,0.4688718633954803,Normal
JFC0557,42457,346,1,5,2010-01-04 08:48:00,2011-05-16 17:47:00,961,0,578,0,2785,2839,2839,3002,32870,119,13.026379631156228,8,18,22,16,23,40,33,0.4688094714366649,Normal
FOB0756,15520,425,2,5,2010-01-02 08:29:00,2011-05-16 16:33:00,1479,0,0,2632,309,165,165,1242,12325,293,12.046907216494846,8,16,42,41,34,20,27,0.46870317122129995,Normal
MTB0620,66041,346,1,5,2010-01-04 07:49:00,2011-05-16 17:11:00,972,0,0,0,2004,1971,1971,5042,56052,230,12.044517799548766,7,17,38,44,41,50,28,0.468252506641251,Normal
HAV0121,36523,346,1,3,2010-01-04 09:13:00,2011-05-16 21:24:00,692,0,10478,0,0,0,0,3056,32775,269,14.694548640582646,9,21,46,43,38,37,27,0.4681213683880596,Normal
CAM0681,40068,346,1,5,2010-01-04 08:48:00,2011-05-16 19:01:00,959,0,5694,0,717,759,759,3033,34600,178,13.588549465907956,8,19,41,43,45,10,28,0.46805780928880686,Normal
VSA0230,32195,296,3,5,2010-01-04 07:55:00,2011-03-04 18:58:00,905,0,4130,0,194,389,389,2587,28120,307,13.116508774654449,7,19,47,15,25,14,29,0.4680260644787928,Normal
JJH0613,65962,346,2,5,2010-01-04 07:57:00,2011-05-16 16:52:00,1147,0,0,0,2095,1641,1641,5027,56052,215,12.074254874018374,7,17,50,30,24,14,26,0.46757600039378866,Normal
MVB0515,13998,346,21,5,2010-01-04 08:54:00,2011-05-16 16:46:00,1148,0,0,0,731,1777,1777,1000,9342,71,12.5210744392056,8,17,38,14,33,31,28,0.46754659458130104,Normal
BTR0403,38263,346,21,5,2010-01-04 07:59:00,2011-05-16 19:00:00,1114,0,5133,0,756,520,520,3003,32870,312,13.075059456916604,7,19,47,47,21,17,28,0.46740377084298723,Normal
PID0426,36773,355,19,3,2010-01-04 07:59:00,2011-05-16 16:59:00,902,70,735,15,0,0,0,3001,32870,104,12.131618306909962,0,23,43,19,39,44,23,0.4672007624605651,Normal
PAD0773,15316,346,3,5,2010-01-04 08:30:00,2011-05-16 16:20:00,1119,0,0,0,247,2558,2558,1012,10380,155,12.055758683729433,8,16,36,21,14,16,38,0.4671233032137119,Normal
HBO0413,36397,323,1,5,2010-01-04 07:51:00,2011-04-12 18:00:00,646,0,502,0,1408,691,691,2840,30812,393,12.461823776684891,7,18,41,35,18,15,18,0.4667751019805305,Normal
VSS0154,28561,214,1,5,2010-01-04 08:22:00,2010-11-03 18:30:00,427,0,2223,0,922,405,405,2301,24506,116,13.043520885123069,8,18,43,49,10,40,30,0.4664341245422364,Normal
TNM0961,5054,240,3,5,2010-01-04 07:04:00,2010-12-13 16:22:00,772,0,0,0,984,526,526,247,2525,129,11.269885239414325,7,16,37,50,39,17,32,0.46634234115806966,Normal
AJL0462,4486,350,1,3,2010-01-04 07:48:00,2011-05-16 17:50:00,1034,42,267,6,0,0,0,338,3114,107,12.440481497993758,0,23,16,24,44,31,28,0.46631707743093936,Normal
BJH0811,36600,346,1,3,2010-01-04 08:29:00,2011-05-16 20:33:00,692,0,8165,0,0,0,0,3038,32870,337,13.936912568306012,8,20,48,39,44,14,40,0.46617859501123093,Normal
HVF0067,38604,346,17,5,2010-01-04 07:51:00,2011-05-16 17:58:00,999,0,528,0,1384,2023,2023,3058,31140,228,12.572246399336857,7,18,44,35,22,43,41,0.465878482973281,Normal
EZT0640,12246,346,2,3,2010-01-04 09:11:00,2011-05-16 21:14:00,1197,0,3731,0,0,0,0,1015,10034,186,14.782296260003266,9,21,12,15,27,39,27,0.46551536786893166,Normal
CFM0767,13658,350,7,5,2010-01-04 08:16:00,2011-05-16 16:28:00,1096,44,187,4,745,778,778,1005,10034,108,12.087055205740226,0,23,46,23,22,35,29,0.46547193996908537,Normal
MPT0376,39007,365,3,5,2010-01-04 07:55:00,2011-05-16 15:57:00,1183,0,0,1862,815,1054,1054,3195,32760,196,11.56515497218448,7,16,19,37,41,48,35,0.4654540739109132,Normal
JRH0455,711,55,1,3,2010-01-04 07:46:00,2010-03-19 17:50:00,110,0,39,0,0,0,0,51,550,57,12.469760900140647,7,18,19,21,42,20,34,0.4651502108397517,Normal
RRP0568,39083,346,2,5,2010-01-04 08:59:00,2011-05-16 18:00:00,1017,0,701,0,757,1450,1450,2989,32870,339,13.018908476831358,8,18,43,50,38,18,33,0.465074295945395,Normal
RHY0079,72558,346,2,3,2010-01-04 09:15:00,2011-05-16 18:08:00,716,0,3504,0,0,0,0,6102,65740,274,13.234529617685162,9,18,20,19,14,21,26,0.4650471372694338,Normal
BDV0168,29568,165,1,5,2010-01-04 07:44:00,2010-08-25 15:40:00,340,56,144,0,32,36,36,2427,26733,176,11.318046536796537,3,22,45,31,19,21,31,0.46492946495074977,Normal
JBD0616,68391,346,2,5,2010-01-04 07:56:00,2011-05-16 17:09:00,1002,0,0,0,5968,339,339,5030,56052,280,12.058267900747174,7,17,40,21,25,37,27,0.4644387123849204,Normal
BWP0202,45326,355,2,5,2010-01-04 07:14:00,2011-05-16 17:15:00,1335,90,827,16,257,627,627,3663,39444,179,11.979680536557384,0,23,20,36,15,25,28,0.46360215095498036,Normal
EGD0132,3842,189,1,5,2010-01-04 08:54:00,2010-09-29 18:15:00,378,0,149,0,833,399,399,195,2037,68,12.973971889640811,8,18,37,38,33,15,22,0.4631903328041904,Normal
YWW0660,8862,261,1,3,2010-01-04 09:06:00,2011-01-14 21:11:00,522,0,2666,0,0,0,0,771,7569,159,14.715865493116677,9,21,39,35,37,10,36,0.4631063552691949,Normal
CIM0271,39852,346,3,5,2010-01-04 07:00:00,2011-05-16 17:14:00,997,0,0,0,1442,1552,1552,2991,32870,115,11.777501756499046,7,17,24,27,10,20,38,0.462836622469674,Normal
CAB0614,64163,346,15,5,2010-01-04 07:53:00,2011-05-16 16:57:00,1112,0,0,0,733,931,931,5335,56052,238,12.027928868662626,7,17,17,38,22,12,34,0.4627838686281594,Normal
SBH0537,61796,386,1,5,2010-01-04 08:55:00,2011-05-16 17:58:00,1080,0,869,5067,278,428,428,4812,55198,251,12.981924396401062,8,18,34,21,14,13,33,0.4626877185521952,Normal
IJM0444,39672,348,3,5,2010-01-04 07:48:00,2011-05-16 17:07:00,1221,15,127,3,741,1840,1840,3000,32870,111,12.034986892518653,0,23,36,35,39,35,26,0.4622539136956372,Normal
BAH0875,62368,356,3,3,2010-01-04 07:38:00,2011-05-16 17:44:00,930,90,1210,14,0,0,0,5386,56052,151,12.45505708055413,0,23,43,19,26,17,30,0.4621943503144206,Normal
