id,user,day,logon_count,logoff_count,off_hours_logons,unique_pcs,device_connects,device_disconnects,unique_device_pcs,file_activity_count,unique_file_pcs,unique_files,sensitive_file_count,email_count,attachment_count,total_email_size,unique_email_pcs,external_email_count,http_request_count,unique_http_urls,off_hours_http,prediction,prediction_probability,ml_risk_score,behavioral_risk_score,final_risk_score,severity
7052,USR0236,2010-01-05,1,1,0,1,0,0,0,2,1,5,1,8,2,186513.0,1,3,99,10,10,1,1.0,100.0,100.0,100.0,Critical
7053,USR0236,2010-01-06,1,2,0,1,1,1,1,3,1,4,1,19,2,193172.0,1,3,55,19,0,1,0.72,72.0,49.0,62.8,High
7054,USR0236,2010-01-07,2,1,0,1,1,1,1,3,1,6,2,13,2,149109.0,1,1,23,27,0,1,0.64,64.0,43.0,55.6,Medium
7055,USR0236,2010-01-08,1,2,0,1,1,1,1,7,1,4,0,11,2,190826.0,1,3,90,25,10,1,1.0,100.0,100.0,100.0,Critical
7056,USR0236,2010-01-09,2,1,0,1,0,0,0,3,1,5,2,5,1,35087.0,1,0,155,37,10,1,1.0,100.0,100.0,100.0,Critical
7057,USR0236,2010-01-10,2,1,0,1,0,0,0,2,1,3,0,20,2,91065.0,1,1,47,10,0,0,0.2,20.0,8.0,15.2,Low
7058,USR0236,2010-01-11,2,1,0,1,0,0,0,3,1,3,0,9,0,242260.0,1,2,115,33,0,0,0.2,20.0,16.0,18.4,Low
7059,USR0236,2010-01-12,1,1,0,1,1,1,1,9,1,6,2,7,0,172207.0,1,0,84,9,0,0,0.44,44.0,35.0,40.4,Medium
7060,USR0236,2010-01-13,2,2,0,1,0,0,0,2,1,3,0,17,0,231161.0,1,1,78,22,0,0,0.1,10.0,8.0,9.2,Low
7061,USR0236,2010-01-14,2,2,1,1,0,0,0,9,1,1,0,9,2,129102.0,1,2,136,15,0,0,0.45,45.0,28.0,38.2,Low
7062,USR0236,2010-01-15,1,2,0,1,0,0,0,7,1,2,1,16,0,118648.0,1,1,102,12,5,1,0.97,97.0,68.0,85.4,Critical
7063,USR0236,2010-01-16,2,1,0,1,1,1,1,4,1,4,2,16,0,116661.0,1,3,86,32,10,1,1.0,100.0,100.0,100.0,Critical
7064,USR0236,2010-01-17,1,2,0,1,1,1,1,3,1,5,2,9,0,82608.0,1,0,42,27,0,0,0.44,44.0,35.0,40.4,Medium
7065,USR0236,2010-01-18,2,1,0,1,1,1,1,4,1,2,0,7,0,24448.0,1,0,64,12,0,0,0.2,20.0,15.0,18.0,Low
7066,USR0236,2010-01-19,1,1,0,1,0,0,0,12,1,5,2,18,0,195060.0,1,0,88,21,10,1,1.0,100.0,100.0,100.0,Critical
7067,USR0236,2010-01-20,1,2,0,1,0,0,0,7,1,1,0,7,2,213062.0,1,1,66,7,0,0,0.2,20.0,8.0,15.2,Low
7068,USR0236,2010-01-21,2,1,0,1,0,0,0,7,1,4,1,5,0,173396.0,1,0,94,14,0,0,0.12,12.0,10.0,11.2,Low
7069,USR0236,2010-01-22,1,1,0,1,0,0,0,5,1,2,0,18,0,38472.0,1,3,71,10,10,1,1.0,100.0,100.0,100.0,Critical
7070,USR0236,2010-01-23,2,2,0,1,0,0,0,10,1,1,0,18,0,233179.0,1,2,46,12,0,0,0.2,20.0,16.0,18.4,Low
7071,USR0236,2010-01-24,2,1,1,1,1,1,1,10,1,3,0,21,0,117311.0,1,1,104,18,0,0,0.45,45.0,35.0,41.0,Medium
7072,USR0236,2010-01-25,2,1,1,1,0,0,0,10,1,3,2,12,2,36999.0,1,2,53,22,10,1,1.0,100.0,100.0,100.0,Critical
7073,USR0236,2010-01-26,2,1,0,1,0,0,0,10,1,4,0,14,0,130146.0,1,3,45,32,0,0,0.3,30.0,24.0,27.6,Low
7074,USR0236,2010-01-27,1,1,0,1,0,0,0,3,1,3,1,17,1,193631.0,1,3,68,36,10,1,1.0,100.0,100.0,100.0,Critical
7075,USR0236,2010-01-28,1,2,1,1,0,0,0,7,1,4,1,9,1,129427.0,1,1,99,11,10,1,1.0,100.0,100.0,100.0,Critical
7076,USR0236,2010-01-29,1,1,1,1,1,1,1,4,1,4,1,17,1,48141.0,1,3,75,15,0,1,0.82,82.0,61.0,73.6,High
7077,USR0236,2010-01-30,1,1,0,1,0,0,0,4,1,6,2,19,2,187909.0,1,1,109,27,5,1,1.0,100.0,78.0,91.2,Critical
7078,USR0236,2010-01-31,1,1,0,1,0,0,0,8,1,3,1,8,1,138990.0,1,0,41,26,0,0,0.17,17.0,10.0,14.2,Low
7079,USR0236,2010-02-01,2,2,0,1,0,0,0,6,1,3,0,22,2,156020.0,1,3,62,9,0,0,0.4,40.0,24.0,33.6,Low
7080,USR0236,2010-02-02,1,2,1,1,0,0,0,8,1,4,0,20,0,226263.0,1,2,95,31,0,0,0.35,35.0,28.0,32.2,Low
7081,USR0237,2010-01-04,1,2,0,1,0,0,0,7,1,4,1,18,2,72894.0,1,0,32,33,0,0,0.22,22.0,10.0,17.2,Low
7082,USR0237,2010-01-05,2,2,0,1,0,0,0,6,1,2,0,13,2,146858.0,1,3,91,30,5,1,1.0,100.0,74.0,89.6,Critical
7083,USR0237,2010-01-06,2,1,0,1,1,1,1,7,1,3,1,17,1,203293.0,1,2,106,35,10,1,1.0,100.0,100.0,100.0,Critical
7084,USR0237,2010-01-07,2,2,1,1,1,1,1,8,1,7,2,19,0,234575.0,1,2,50,32,0,1,0.79,79.0,63.0,72.6,High
7085,USR0237,2010-01-08,1,1,0,1,1,1,1,8,1,5,1,7,1,153191.0,1,1,150,8,0,0,0.47,47.0,33.0,41.4,Medium
7086,USR0237,2010-01-09,2,2,0,1,1,1,1,7,1,5,2,8,2,243700.0,1,2,148,8,0,1,0.74,74.0,51.0,64.8,High
7087,USR0237,2010-01-10,1,1,0,1,0,0,0,11,1,3,2,22,0,161919.0,1,2,122,18,0,0,0.44,44.0,36.0,40.8,Medium
7088,USR0237,2010-01-11,1,1,0,1,0,0,0,7,1,5,0,6,1,115875.0,1,1,69,23,10,1,1.0,100.0,100.0,100.0,Critical
7089,USR0237,2010-01-12,1,2,0,1,1,1,1,1,1,2,0,22,2,165066.0,1,2,57,29,0,1,0.5,50.0,31.0,42.4,Medium
7090,USR0237,2010-01-13,1,2,0,1,0,0,0,7,1,5,0,13,2,55238.0,1,3,57,25,0,0,0.4,40.0,24.0,33.6,Low
7091,USR0237,2010-01-14,1,1,0,1,0,0,0,6,1,5,0,8,0,169129.0,1,3,118,18,10,1,1.0,100.0,100.0,100.0,Critical
7092,USR0237,2010-01-15,2,2,0,1,0,0,0,8,1,5,1,9,0,35556.0,1,2,44,14,0,0,0.32,32.0,26.0,29.6,Low
7093,USR0237,2010-01-16,1,2,1,1,0,0,0,4,1,7,2,18,2,171999.0,1,2,103,6,0,1,0.69,69.0,48.0,60.6,High
7094,USR0237,2010-01-17,2,2,0,1,0,0,0,12,1,7,2,10,0,81892.0,1,2,114,36,5,1,1.0,100.0,86.0,94.4,Critical
7095,USR0237,2010-01-18,1,2,0,1,1,1,1,12,1,6,2,12,2,225592.0,1,2,96,33,5,1,1.0,100.0,100.0,100.0,Critical
7096,USR0237,2010-01-19,1,1,0,1,0,0,0,10,1,3,2,15,0,60593.0,1,2,139,9,10,1,1.0,100.0,100.0,100.0,Critical
7097,USR0237,2010-01-20,1,1,0,1,0,0,0,11,1,5,1,11,2,106304.0,1,1,37,17,5,1,1.0,100.0,68.0,87.2,Critical
7098,USR0237,2010-01-21,2,2,0,1,0,0,0,5,1,4,2,12,0,224939.0,1,2,126,7,10,1,1.0,100.0,100.0,100.0,Critical
7099,USR0237,2010-01-22,1,1,1,1,0,0,0,1,1,3,0,11,2,45139.0,1,2,108,30,5,1,1.0,100.0,78.0,91.2,Critical
7100,USR0237,2010-01-23,2,2,0,1,0,0,0,8,1,4,0,10,1,90470.0,1,3,66,36,0,0,0.35,35.0,24.0,30.6,Low
7101,USR0237,2010-01-24,2,1,1,1,1,1,1,8,1,2,0,16,2,42056.0,1,1,29,19,5,1,1.0,100.0,85.0,94.0,Critical
7102,USR0237,2010-01-25,1,1,0,1,1,1,1,8,1,3,1,8,0,15430.0,1,2,134,39,10,1,1.0,100.0,100.0,100.0,Critical
7103,USR0237,2010-01-26,1,1,0,1,1,1,1,6,1,2,0,19,1,52013.0,1,1,39,24,5,1,1.0,100.0,73.0,89.2,Critical
7104,USR0237,2010-01-27,1,2,1,1,0,0,0,10,1,6,1,10,2,115203.0,1,3,81,25,5,1,1.0,100.0,96.0,98.4,Critical
7105,USR0237,2010-01-28,2,2,0,1,1,1,1,8,1,3,1,5,1,120964.0,1,0,42,10,10,1,1.0,100.0,100.0,100.0,Critical
7106,USR0237,2010-01-29,1,1,0,1,0,0,0,9,1,5,2,6,0,104546.0,1,0,59,5,0,0,0.24,24.0,20.0,22.4,Low
7107,USR0237,2010-01-30,2,2,0,1,0,0,0,5,1,2,0,22,2,175442.0,1,3,30,27,10,1,1.0,100.0,100.0,100.0,Critical
7108,USR0237,2010-01-31,2,1,0,1,1,1,1,3,1,6,2,9,2,219918.0,1,1,112,28,5,1,1.0,100.0,93.0,97.2,Critical
7109,USR0237,2010-02-01,1,1,0,1,0,0,0,8,1,2,0,10,0,39725.0,1,1,55,5,0,0,0.1,10.0,8.0,9.2,Low
7110,USR0237,2010-02-02,1,2,0,1,0,0,0,10,1,5,2,13,1,232202.0,1,3,95,12,0,1,0.59,59.0,44.0,53.0,Medium
7111,USR0238,2010-01-04,1,2,0,1,0,0,0,10,1,6,1,13,0,175449.0,1,0,94,21,5,1,0.87,87.0,60.0,76.2,High
7112,USR0238,2010-01-05,2,2,1,1,0,0,0,10,1,3,1,19,0,176127.0,1,1,73,40,0,0,0.37,37.0,30.0,34.2,Low
7113,USR0238,2010-01-06,1,1,0,1,1,1,1,4,1,4,0,15,1,249349.0,1,1,90,38,10,1,1.0,100.0,100.0,100.0,Critical
7114,USR0238,2010-01-07,1,2,1,1,1,1,1,11,1,2,1,7,1,181620.0,1,2,44,29,0,1,0.72,72.0,53.0,64.4,High
7115,USR0238,2010-01-08,2,1,0,1,0,0,0,4,1,3,1,18,2,91841.0,1,3,109,25,5,1,1.0,100.0,84.0,93.6,Critical
7116,USR0238,2010-01-09,1,2,0,1,1,1,1,10,1,4,2,18,2,232075.0,1,0,25,16,0,1,0.54,54.0,35.0,46.4,Medium
7117,USR0238,2010-01-10,1,2,0,1,0,0,0,7,1,7,2,14,1,118901.0,1,1,132,34,10,1,1.0,100.0,100.0,100.0,Critical
7118,USR0238,2010-01-11,1,1,0,1,1,1,1,3,1,5,1,10,1,188507.0,1,0,56,9,10,1,1.0,100.0,100.0,100.0,Critical
7119,USR0238,2010-01-12,2,2,1,1,0,0,0,5,1,4,2,16,2,160524.0,1,2,110,31,10,1,1.0,100.0,100.0,100.0,Critical
7120,USR0238,2010-01-13,2,1,0,1,0,0,0,11,1,4,2,14,1,230375.0,1,0,141,9,5,1,1.0,100.0,70.0,88.0,Critical
7121,USR0238,2010-01-14,1,1,0,1,1,1,1,8,1,3,1,17,2,179671.0,1,1,88,16,10,1,1.0,100.0,100.0,100.0,Critical
7122,USR0238,2010-01-15,1,2,0,1,0,0,0,7,1,5,2,6,2,86998.0,1,1,69,38,5,1,1.0,100.0,78.0,91.2,Critical
7123,USR0238,2010-01-16,1,1,1,1,0,0,0,9,1,2,1,16,1,167690.0,1,1,35,19,0,0,0.42,42.0,30.0,37.2,Low
7124,USR0238,2010-01-17,1,2,0,1,0,0,0,7,1,3,2,8,1,143237.0,1,2,132,36,0,0,0.49,49.0,36.0,43.8,Medium
7125,USR0238,2010-01-18,2,1,0,1,1,1,1,7,1,3,2,23,1,239357.0,1,3,126,27,10,1,1.0,100.0,100.0,100.0,Critical
7126,USR0238,2010-01-19,1,1,0,1,0,0,0,9,1,4,2,8,0,64823.0,1,3,73,26,5,1,1.0,100.0,94.0,97.6,Critical
7127,USR0238,2010-01-20,2,2,1,1,0,0,0,5,1,2,0,18,2,183289.0,1,0,154,24,10,1,1.0,100.0,100.0,100.0,Critical
7128,USR0238,2010-01-21,1,2,0,1,1,1,1,5,1,3,1,9,1,148095.0,1,1,26,14,0,0,0.47,47.0,33.0,41.4,Medium
7129,USR0238,2010-01-22,2,2,0,1,0,0,0,7,1,3,0,20,0,82228.0,1,2,117,26,10,1,1.0,100.0,100.0,100.0,Critical
7130,USR0238,2010-01-23,2,1,0,1,0,0,0,10,1,5,0,18,2,121775.0,1,0,117,6,0,0,0.1,10.0,0.0,6.0,Low
7131,USR0238,2010-01-24,1,1,0,1,0,0,0,6,1,7,2,8,2,222266.0,1,2,26,26,5,1,1.0,100.0,86.0,94.4,Critical
7132,USR0238,2010-01-25,2,1,0,1,0,0,0,5,1,5,0,12,1,70569.0,1,0,85,33,0,0,0.05,5.0,0.0,3.0,Low
7133,USR0238,2010-01-26,2,1,1,1,1,1,1,2,1,4,1,12,1,199944.0,1,1,153,36,5,1,1.0,100.0,95.0,98.0,Critical
7134,USR0238,2010-01-27,1,2,0,1,0,0,0,3,1,4,2,10,1,82849.0,1,3,104,20,10,1,1.0,100.0,100.0,100.0,Critical
7135,USR0238,2010-01-28,2,1,1,1,1,1,1,10,1,2,0,7,1,133186.0,1,0,136,7,0,0,0.4,40.0,27.0,34.8,Low
7136,USR0238,2010-01-29,2,2,0,1,0,0,0,11,1,6,2,20,2,233675.0,1,2,108,22,0,1,0.54,54.0,36.0,46.8,Medium
7137,USR0238,2010-01-30,1,1,0,1,0,0,0,3,1,2,0,7,2,58592.0,1,1,62,26,5,1,0.95,95.0,58.0,80.2,High
7138,USR0238,2010-01-31,2,2,0,1,0,0,0,5,1,4,0,8,1,164680.0,1,0,133,39,0,0,0.05,5.0,0.0,3.0,Low
7139,USR0238,2010-02-01,2,1,1,1,1,1,1,11,1,4,1,10,1,43797.0,1,2,34,29,10,1,1.0,100.0,100.0,100.0,Critical
7140,USR0238,2010-02-02,1,2,0,1,0,0,0,3,1,5,2,13,1,50934.0,1,0,159,20,10,1,1.0,100.0,100.0,100.0,Critical
7141,USR0239,2010-01-04,2,1,0,1,0,0,0,10,1,3,0,19,1,16980.0,1,1,144,37,10,1,1.0,100.0,100.0,100.0,Critical
7142,USR0239,2010-01-05,1,2,1,1,1,1,1,12,1,3,2,12,2,205603.0,1,1,97,24,10,1,1.0,100.0,100.0,100.0,Critical
7143,USR0239,2010-01-06,1,2,0,1,0,0,0,12,1,4,2,6,2,176331.0,1,1,42,11,10,1,1.0,100.0,100.0,100.0,Critical
7144,USR0239,2010-01-07,2,1,0,1,0,0,0,3,1,5,2,8,0,22552.0,1,0,29,23,0,0,0.24,24.0,20.0,22.4,Low
7145,USR0239,2010-01-08,2,1,0,1,1,1,1,6,1,5,0,15,2,227406.0,1,0,31,39,0,0,0.3,30.0,15.0,24.0,Low
7146,USR0239,2010-01-09,2,2,0,1,1,1,1,11,1,4,2,14,1,18063.0,1,1,55,39,0,1,0.59,59.0,43.0,52.6,Medium
7147,USR0239,2010-01-10,2,2,0,1,0,0,0,3,1,5,2,10,0,113118.0,1,3,84,11,0,1,0.54,54.0,44.0,50.0,Medium
7148,USR0239,2010-01-11,2,2,0,1,0,0,0,11,1,4,2,10,1,28120.0,1,1,29,15,0,0,0.39,39.0,28.0,34.6,Low
7149,USR0239,2010-01-12,1,2,0,1,0,0,0,5,1,4,2,7,2,100477.0,1,0,46,35,0,0,0.34,34.0,20.0,28.4,Low
7150,USR0239,2010-01-13,1,1,1,1,0,0,0,5,1,5,1,12,2,141094.0,1,2,43,26,5,1,1.0,100.0,88.0,95.2,Critical
7151,USR0239,2010-01-14,2,2,0,1,0,0,0,4,1,1,0,20,1,28224.0,1,0,96,30,0,0,0.05,5.0,0.0,3.0,Low
7152,USR0239,2010-01-15,1,2,1,1,0,0,0,4,1,4,2,6,0,66897.0,1,1,103,22,0,0,0.49,49.0,40.0,45.4,Medium
7153,USR0239,2010-01-16,2,2,0,1,0,0,0,9,1,3,1,11,0,187324.0,1,0,134,28,10,1,1.0,100.0,100.0,100.0,Critical
7154,USR0239,2010-01-17,2,1,0,1,0,0,0,6,1,5,1,10,1,175095.0,1,3,139,26,0,0,0.47,47.0,34.0,41.8,Medium
7155,USR0239,2010-01-18,2,2,0,1,1,1,1,6,1,4,1,10,1,204823.0,1,2,142,12,5,1,1.0,100.0,91.0,96.4,Critical
7156,USR0239,2010-01-19,1,2,1,1,1,1,1,6,1,3,2,15,1,182344.0,1,2,45,38,0,1,0.84,84.0,63.0,75.6,High
7157,USR0239,2010-01-20,1,2,0,1,0,0,0,11,1,7,2,6,0,135932.0,1,1,148,8,10,1,1.0,100.0,100.0,100.0,Critical
7158,USR0239,2010-01-21,1,1,1,1,0,0,0,4,1,6,2,9,0,165979.0,1,2,112,11,10,1,1.0,100.0,100.0,100.0,Critical
7159,USR0239,2010-01-22,1,2,0,1,0,0,0,8,1,4,0,7,1,171505.0,1,1,124,5,0,0,0.15,15.0,8.0,12.2,Low
7160,USR0239,2010-01-23,1,1,0,1,1,1,1,1,1,1,0,14,2,26203.0,1,1,132,39,0,0,0.4,40.0,23.0,33.2,Low
7161,USR0239,2010-01-24,2,2,0,1,0,0,0,6,1,4,1,19,2,125380.0,1,1,146,12,0,0,0.32,32.0,18.0,26.4,Low
7162,USR0239,2010-01-25,2,2,1,1,1,1,1,11,1,4,1,8,0,17287.0,1,3,86,29,0,1,0.77,77.0,61.0,70.6,High
7163,USR0239,2010-01-26,1,2,0,1,1,1,1,6,1,5,0,17,2,136784.0,1,0,146,6,0,0,0.3,30.0,15.0,24.0,Low
7164,USR0239,2010-01-27,2,2,0,1,0,0,0,8,1,4,0,8,2,233374.0,1,1,143,12,0,0,0.2,20.0,8.0,15.2,Low
7165,USR0239,2010-01-28,1,1,1,1,0,0,0,8,1,2,0,22,2,140940.0,1,2,145,25,0,0,0.45,45.0,28.0,38.2,Low
7166,USR0239,2010-01-29,1,1,1,1,0,0,0,4,1,3,1,13,0,69789.0,1,1,76,19,10,1,1.0,100.0,100.0,100.0,Critical
7167,USR0239,2010-01-30,2,1,0,1,1,1,1,3,1,5,2,14,2,98164.0,1,0,119,20,0,1,0.54,54.0,35.0,46.4,Medium
7168,USR0239,2010-01-31,2,2,1,1,0,0,0,7,1,5,2,9,1,190293.0,1,3,91,22,5,1,1.0,100.0,100.0,100.0,Critical
7169,USR0239,2010-02-01,1,2,1,1,1,1,1,11,1,7,2,19,1,62433.0,1,1,91,25,5,1,1.0,100.0,100.0,100.0,Critical
7170,USR0239,2010-02-02,1,1,0,1,0,0,0,7,1,1,0,6,2,43813.0,1,1,53,13,0,0,0.2,20.0,8.0,15.2,Low
7171,USR0240,2010-01-04,1,2,0,1,0,0,0,7,1,1,0,15,2,229111.0,1,0,50,26,5,1,0.85,85.0,50.0,71.0,High
7172,USR0240,2010-01-05,2,1,1,1,1,1,1,11,1,7,2,16,0,136489.0,1,3,126,37,10,1,1.0,100.0,100.0,100.0,Critical
7173,USR0240,2010-01-06,1,2,0,1,1,1,1,5,1,3,2,16,1,92229.0,1,1,102,5,0,1,0.59,59.0,43.0,52.6,Medium
7174,USR0240,2010-01-07,2,1,0,1,1,1,1,8,1,5,1,15,1,43946.0,1,1,42,33,10,1,1.0,100.0,100.0,100.0,Critical
7175,USR0240,2010-01-08,1,2,0,1,0,0,0,5,1,3,1,6,0,124080.0,1,0,58,15,10,1,1.0,100.0,100.0,100.0,Critical
7176,USR0240,2010-01-09,1,1,0,1,1,1,1,7,1,3,0,8,0,117767.0,1,1,59,36,5,1,1.0,100.0,73.0,89.2,Critical
7177,USR0240,2010-01-10,2,2,1,1,1,1,1,10,1,2,0,10,2,91211.0,1,3,35,26,5,1,1.0,100.0,100.0,100.0,Critical
7178,USR0240,2010-01-11,2,2,0,1,0,0,0,10,1,4,1,10,2,183355.0,1,1,87,22,5,1,1.0,100.0,68.0,87.2,Critical
7179,USR0240,2010-01-12,2,2,0,1,0,0,0,3,1,5,2,7,1,222143.0,1,2,93,8,10,1,1.0,100.0,100.0,100.0,Critical
7180,USR0240,2010-01-13,2,1,0,1,0,0,0,1,1,3,0,12,2,203333.0,1,0,32,13,0,0,0.1,10.0,0.0,6.0,Low
7181,USR0240,2010-01-14,2,1,0,1,0,0,0,8,1,4,2,10,1,138132.0,1,3,77,13,5,1,1.0,100.0,94.0,97.6,Critical
7182,USR0240,2010-01-15,2,2,0,1,0,0,0,10,1,6,2,23,1,16299.0,1,3,70,33,10,1,1.0,100.0,100.0,100.0,Critical
7183,USR0240,2010-01-16,1,2,0,1,1,1,1,9,1,5,0,17,0,24258.0,1,1,123,21,0,0,0.3,30.0,23.0,27.2,Low
7184,USR0240,2010-01-17,1,2,0,1,1,1,1,4,1,3,1,13,1,60221.0,1,2,144,33,10,1,1.0,100.0,100.0,100.0,Critical
7185,USR0240,2010-01-18,1,2,0,1,0,0,0,1,1,5,0,15,1,246735.0,1,3,146,31,10,1,1.0,100.0,100.0,100.0,Critical
7186,USR0240,2010-01-19,1,1,0,1,0,0,0,5,1,5,1,15,2,155887.0,1,1,87,37,0,0,0.32,32.0,18.0,26.4,Low
7187,USR0240,2010-01-20,2,2,0,1,0,0,0,12,1,5,2,12,1,96101.0,1,3,107,37,0,1,0.59,59.0,44.0,53.0,Medium
7188,USR0240,2010-01-21,2,2,0,1,0,0,0,4,1,4,0,13,2,57984.0,1,2,88,9,0,0,0.3,30.0,16.0,24.4,Low
7189,USR0240,2010-01-22,1,2,1,1,1,1,1,6,1,3,1,9,2,193532.0,1,0,129,30,0,1,0.57,57.0,37.0,49.0,Medium
7190,USR0240,2010-01-23,2,1,0,1,0,0,0,9,1,4,2,10,0,134042.0,1,3,115,29,0,1,0.54,54.0,44.0,50.0,Medium
7191,USR0240,2010-01-24,1,2,1,1,0,0,0,3,1,3,2,11,1,52898.0,1,2,41,21,5,1,1.0,100.0,98.0,99.2,Critical
7192,USR0240,2010-01-25,1,2,0,1,0,0,0,8,1,4,0,16,0,247629.0,1,1,39,27,10,1,1.0,100.0,100.0,100.0,Critical
7193,USR0240,2010-01-26,1,1,1,1,0,0,0,11,1,6,1,20,2,159479.0,1,2,154,5,10,1,1.0,100.0,100.0,100.0,Critical
7194,USR0240,2010-01-27,2,2,0,1,0,0,0,8,1,5,2,8,2,139840.0,1,2,115,28,0,1,0.54,54.0,36.0,46.8,Medium
7195,USR0240,2010-01-28,1,1,0,1,0,0,0,8,1,5,2,20,2,153699.0,1,1,111,18,10,1,1.0,100.0,100.0,100.0,Critical
7196,USR0240,2010-01-29,1,1,0,1,0,0,0,8,1,2,0,20,0,249228.0,1,3,127,36,5,1,1.0,100.0,74.0,89.6,Critical
7197,USR0240,2010-01-30,2,2,1,1,1,1,1,5,1,4,1,15,2,82300.0,1,1,101,37,5,1,1.0,100.0,95.0,98.0,Critical
7198,USR0240,2010-01-31,1,2,0,1,1,1,1,3,1,4,1,14,2,240885.0,1,1,41,40,0,1,0.52,52.0,33.0,44.4,Medium
7199,USR0240,2010-02-01,1,2,0,1,0,0,0,8,1,6,1,15,1,226236.0,1,0,94,35,5,1,0.92,92.0,60.0,79.2,High
7200,USR0240,2010-02-02,1,2,1,1,0,0,0,2,1,5,0,14,1,175258.0,1,0,31,20,0,0,0.2,20.0,12.0,16.8,Low
7201,USR0241,2010-01-04,2,1,0,1,0,0,0,10,1,5,1,23,0,45042.0,1,3,36,40,5,1,1.0,100.0,84.0,93.6,Critical
7202,USR0241,2010-01-05,1,1,0,1,0,0,0,2,1,4,1,13,2,152889.0,1,3,79,24,10,1,1.0,100.0,100.0,100.0,Critical
7203,USR0241,2010-01-06,1,2,0,1,1,1,1,7,1,5,1,8,0,74131.0,1,1,64,34,0,0,0.42,42.0,33.0,38.4,Low
7204,USR0241,2010-01-07,2,2,0,1,1,1,1,3,1,6,1,12,1,46251.0,1,2,35,6,10,1,1.0,100.0,100.0,100.0,Critical
7205,USR0241,2010-01-08,2,2,1,1,0,0,0,4,1,5,1,8,2,59965.0,1,2,86,28,5,1,1.0,100.0,88.0,95.2,Critical
7206,USR0241,2010-01-09,2,1,0,1,1,1,1,6,1,6,2,6,2,248316.0,1,0,60,15,0,1,0.54,54.0,35.0,46.4,Medium
7207,USR0241,2010-01-10,2,1,0,1,0,0,0,10,1,4,2,12,0,90966.0,1,3,111,15,5,1,1.0,100.0,94.0,97.6,Critical
7208,USR0241,2010-01-11,2,2,1,1,0,0,0,4,1,2,0,14,0,34121.0,1,3,85,29,5,1,1.0,100.0,86.0,94.4,Critical
7209,USR0241,2010-01-12,1,2,0,1,0,0,0,8,1,2,1,6,1,158393.0,1,0,70,33,0,0,0.17,17.0,10.0,14.2,Low
7210,USR0241,2010-01-13,2,1,0,1,0,0,0,10,1,4,0,20,0,38224.0,1,1,85,9,0,0,0.1,10.0,8.0,9.2,Low
7211,USR0241,2010-01-14,1,2,0,1,0,0,0,11,1,6,2,9,1,48541.0,1,2,92,19,5,1,1.0,100.0,86.0,94.4,Critical
7212,USR0241,2010-01-15,1,2,0,1,0,0,0,12,1,7,2,16,2,243403.0,1,2,48,15,10,1,1.0,100.0,100.0,100.0,Critical
7213,USR0241,2010-01-16,1,1,0,1,0,0,0,11,1,5,1,7,0,164933.0,1,2,62,21,5,1,1.0,100.0,76.0,90.4,Critical
7214,USR0241,2010-01-17,2,1,0,1,0,0,0,10,1,5,2,14,0,60533.0,1,2,29,38,0,0,0.44,44.0,36.0,40.8,Medium
7215,USR0241,2010-01-18,1,1,0,1,0,0,0,3,1,3,0,9,2,198801.0,1,3,143,36,0,0,0.4,40.0,24.0,33.6,Low
7216,USR0241,2010-01-19,1,2,0,1,0,0,0,11,1,6,2,17,0,171033.0,1,3,113,17,10,1,1.0,100.0,100.0,100.0,Critical
7217,USR0241,2010-01-20,1,2,1,1,0,0,0,4,1,4,1,18,0,243736.0,1,3,59,22,10,1,1.0,100.0,100.0,100.0,Critical
7218,USR0241,2010-01-21,2,1,0,1,1,1,1,10,1,6,2,10,0,230760.0,1,1,111,35,5,1,1.0,100.0,93.0,97.2,Critical
7219,USR0241,2010-01-22,2,2,0,1,0,0,0,2,1,3,0,21,0,150704.0,1,1,150,21,5,1,0.85,85.0,58.0,74.2,High
7220,USR0241,2010-01-23,2,1,0,1,0,0,0,11,1,3,1,19,0,218907.0,1,0,36,40,5,1,0.87,87.0,60.0,76.2,High
7221,USR0241,2010-01-24,1,2,1,1,0,0,0,11,1,5,1,8,1,96645.0,1,3,67,23,5,1,1.0,100.0,96.0,98.4,Critical
7222,USR0241,2010-01-25,2,2,0,1,0,0,0,12,1,3,2,8,2,89060.0,1,2,125,21,0,1,0.54,54.0,36.0,46.8,Medium
7223,USR0241,2010-01-26,1,2,0,1,0,0,0,12,1,6,2,12,1,123009.0,1,0,51,24,0,0,0.29,29.0,20.0,25.4,Low
7224,USR0241,2010-01-27,1,2,0,1,0,0,0,4,1,6,2,16,2,114515.0,1,1,89,38,5,1,1.0,100.0,78.0,91.2,Critical
7225,USR0241,2010-01-28,2,2,1,1,0,0,0,11,1,3,1,9,1,53285.0,1,1,129,9,0,0,0.42,42.0,30.0,37.2,Low
7226,USR0241,2010-01-29,1,2,0,1,1,1,1,7,1,4,2,11,0,177655.0,1,2,57,8,5,1,1.0,100.0,100.0,100.0,Critical
7227,USR0241,2010-01-30,2,2,0,1,0,0,0,8,1,4,1,14,2,145734.0,1,0,101,30,0,0,0.22,22.0,10.0,17.2,Low
7228,USR0241,2010-01-31,2,1,1,1,1,1,1,11,1,4,2,10,0,92372.0,1,2,47,34,5,1,1.0,100.0,100.0,100.0,Critical
7229,USR0241,2010-02-01,1,1,0,1,0,0,0,8,1,6,2,19,0,210732.0,1,1,104,40,0,0,0.34,34.0,28.0,31.6,Low
