logon_count,logoff_count,off_hours_logons,unique_pcs,device_connects,device_disconnects,unique_device_pcs,file_activity_count,unique_file_pcs,unique_files,sensitive_file_count,email_count,attachment_count,total_email_size,unique_email_pcs,external_email_count,http_request_count,unique_http_urls,off_hours_http,user,day
1,2,0,1,0,0,0,5,1,7,2,9,0,105008.0,1,3,111,16,0,USR0188,2010-01-06
2,2,0,1,0,0,0,7,1,3,2,20,2,177594.0,1,0,74,31,0,USR0188,2010-01-07
2,2,0,1,1,1,1,9,1,2,1,16,1,169274.0,1,3,116,25,10,USR0188,2010-01-08
2,1,0,1,1,1,1,4,1,4,0,14,2,59770.0,1,2,91,6,10,USR0188,2010-01-09
2,2,0,1,1,1,1,4,1,3,0,9,2,113932.0,1,0,61,24,0,USR0188,2010-01-10
2,1,1,1,0,0,0,9,1,3,1,20,2,45653.0,1,0,43,30,0,USR0188,2010-01-11
2,1,0,1,0,0,0,5,1,5,2,22,0,66893.0,1,2,73,14,0,USR0188,2010-01-12
1,1,0,1,0,0,0,4,1,4,0,11,1,241871.0,1,2,133,21,0,USR0188,2010-01-13
1,1,0,1,0,0,0,3,1,4,2,14,1,150903.0,1,1,139,27,10,USR0188,2010-01-14
2,2,1,1,0,0,0,3,1,5,0,12,0,204758.0,1,2,45,35,0,USR0188,2010-01-15
2,1,1,1,0,0,0,2,1,6,1,10,0,131003.0,1,2,34,25,5,USR0188,2010-01-16
2,1,0,1,1,1,1,4,1,7,2,6,2,123810.0,1,1,57,37,0,USR0188,2010-01-17
1,1,0,1,0,0,0,7,1,3,2,9,1,135122.0,1,1,140,29,0,USR0188,2010-01-18
2,2,1,1,1,1,1,3,1,4,1,11,2,114372.0,1,2,66,26,10,USR0188,2010-01-19
2,2,0,1,0,0,0,9,1,3,2,14,0,172695.0,1,2,88,14,5,USR0188,2010-01-20
2,1,1,1,0,0,0,3,1,6,2,22,2,137070.0,1,3,120,40,0,USR0188,2010-01-21
2,2,1,1,1,1,1,2,1,3,1,14,1,223126.0,1,3,105,9,10,USR0188,2010-01-22
2,1,0,1,1,1,1,8,1,5,2,5,1,41690.0,1,0,43,40,0,USR0188,2010-01-23
1,1,0,1,1,1,1,10,1,4,1,20,1,89791.0,1,2,86,37,0,USR0188,2010-01-24
2,2,0,1,0,0,0,3,1,2,0,15,0,167001.0,1,1,129,16,10,USR0188,2010-01-25
2,1,1,1,0,0,0,7,1,2,1,22,2,87936.0,1,2,80,10,0,USR0188,2010-01-26
1,2,1,1,0,0,0,9,1,2,1,8,0,121289.0,1,3,26,19,0,USR0188,2010-01-27
2,1,0,1,0,0,0,1,1,1,0,17,2,144333.0,1,2,67,6,5,USR0188,2010-01-28
2,1,0,1,0,0,0,6,1,7,2,8,1,93869.0,1,2,60,34,10,USR0188,2010-01-29
2,1,0,1,1,1,1,11,1,3,1,14,1,245935.0,1,3,146,14,5,USR0188,2010-01-30
1,2,0,1,0,0,0,5,1,4,2,9,0,228489.0,1,0,120,36,10,USR0188,2010-01-31
1,1,0,1,1,1,1,4,1,3,0,11,0,215500.0,1,2,83,34,5,USR0188,2010-02-01
1,1,0,1,1,1,1,10,1,5,0,17,2,228980.0,1,0,49,32,0,USR0188,2010-02-02
1,1,1,1,0,0,0,3,1,6,1,5,0,198271.0,1,0,35,17,0,USR0189,2010-01-04
2,2,1,1,0,0,0,11,1,6,2,13,0,209491.0,1,2,80,37,5,USR0189,2010-01-05
1,1,0,1,0,0,0,5,1,5,2,13,0,109016.0,1,1,67,37,0,USR0189,2010-01-06
1,1,0,1,0,0,0,8,1,4,2,11,1,174759.0,1,1,28,28,0,USR0189,2010-01-07
2,1,0,1,0,0,0,6,1,7,2,8,0,195121.0,1,0,90,34,0,USR0189,2010-01-08
1,2,1,1,1,1,1,5,1,6,2,20,1,116688.0,1,0,102,13,10,USR0189,2010-01-09
2,2,1,1,0,0,0,3,1,2,1,6,1,246479.0,1,1,29,39,5,USR0189,2010-01-10
1,2,0,1,1,1,1,3,1,3,1,15,1,151917.0,1,0,122,35,0,USR0189,2010-01-11
2,1,0,1,1,1,1,4,1,3,1,13,0,92083.0,1,1,70,26,0,USR0189,2010-01-12
2,2,0,1,0,0,0,4,1,6,1,16,2,179444.0,1,1,134,24,0,USR0189,2010-01-13
2,1,1,1,0,0,0,12,1,7,2,15,2,218699.0,1,3,114,8,5,USR0189,2010-01-14
1,1,0,1,1,1,1,5,1,4,1,19,0,114774.0,1,2,51,14,0,USR0189,2010-01-15
2,2,0,1,1,1,1,4,1,6,1,14,2,161011.0,1,2,149,19,0,USR0189,2010-01-16
2,2,0,1,0,0,0,5,1,6,1,13,1,204598.0,1,3,110,26,10,USR0189,2010-01-17
2,1,0,1,0,0,0,12,1,4,2,8,2,212450.0,1,2,127,32,5,USR0189,2010-01-18
1,1,0,1,0,0,0,6,1,5,2,11,2,175042.0,1,1,150,23,0,USR0189,2010-01-19
2,2,0,1,1,1,1,7,1,7,2,9,1,26336.0,1,3,62,38,0,USR0189,2010-01-20
2,1,1,1,0,0,0,4,1,1,0,7,0,80932.0,1,2,75,13,0,USR0189,2010-01-21
1,1,0,1,0,0,0,2,1,4,0,16,0,208108.0,1,1,67,6,10,USR0189,2010-01-22
1,2,0,1,0,0,0,10,1,5,2,21,0,212433.0,1,1,50,18,5,USR0189,2010-01-23
2,1,0,1,1,1,1,7,1,7,2,15,1,175612.0,1,2,141,5,10,USR0189,2010-01-24
1,1,0,1,0,0,0,10,1,4,2,11,0,242901.0,1,2,60,38,10,USR0189,2010-01-25
1,2,0,1,0,0,0,11,1,7,2,8,0,172197.0,1,0,85,10,0,USR0189,2010-01-26
1,1,0,1,0,0,0,4,1,1,0,17,0,208146.0,1,2,133,29,0,USR0189,2010-01-27
2,2,0,1,0,0,0,10,1,1,0,10,1,78632.0,1,1,158,34,10,USR0189,2010-01-28
1,1,0,1,0,0,0,1,1,4,0,12,2,81081.0,1,2,124,11,0,USR0189,2010-01-29
2,2,0,1,0,0,0,3,1,4,1,14,0,42863.0,1,0,140,5,0,USR0189,2010-01-30
2,1,0,1,0,0,0,10,1,5,2,12,2,67157.0,1,2,28,35,0,USR0189,2010-01-31
2,1,0,1,0,0,0,8,1,7,2,13,0,169454.0,1,2,97,25,0,USR0189,2010-02-01
1,1,0,1,0,0,0,6,1,2,1,9,2,190190.0,1,3,40,16,0,USR0189,2010-02-02
2,1,0,1,0,0,0,3,1,5,0,11,0,209207.0,1,1,87,15,0,USR0190,2010-01-04
1,1,0,1,1,1,1,8,1,5,1,9,1,51005.0,1,0,35,36,0,USR0190,2010-01-05
1,2,0,1,0,0,0,4,1,2,0,20,2,209505.0,1,0,133,23,5,USR0190,2010-01-06
1,1,0,1,0,0,0,6,1,5,1,10,0,192434.0,1,1,69,17,0,USR0190,2010-01-07
2,2,0,1,0,0,0,6,1,3,0,12,1,242600.0,1,1,64,19,10,USR0190,2010-01-08
2,2,1,1,1,1,1,9,1,7,2,14,1,40716.0,1,3,115,8,10,USR0190,2010-01-09
1,2,0,1,0,0,0,2,1,2,0,17,2,99745.0,1,1,43,26,0,USR0190,2010-01-10
2,2,1,1,1,1,1,10,1,5,1,9,1,46258.0,1,0,94,30,5,USR0190,2010-01-11
1,1,1,1,0,0,0,11,1,5,2,16,0,55234.0,1,3,40,15,0,USR0190,2010-01-12
2,1,0,1,0,0,0,3,1,2,1,15,2,213929.0,1,1,126,25,5,USR0190,2010-01-13
1,2,0,1,0,0,0,8,1,6,1,21,0,83392.0,1,2,86,29,5,USR0190,2010-01-14
2,1,0,1,1,1,1,9,1,2,1,8,2,231345.0,1,2,64,6,10,USR0190,2010-01-15
2,1,0,1,0,0,0,5,1,2,1,9,0,143109.0,1,2,101,25,0,USR0190,2010-01-16
2,1,0,1,0,0,0,7,1,3,1,16,0,220480.0,1,0,92,34,5,USR0190,2010-01-17
1,1,0,1,0,0,0,4,1,3,0,18,1,124816.0,1,3,40,21,0,USR0190,2010-01-18
2,2,0,1,1,1,1,4,1,4,1,17,2,65191.0,1,1,26,24,0,USR0190,2010-01-19
1,1,0,1,0,0,0,4,1,3,0,15,2,123844.0,1,2,83,40,0,USR0190,2010-01-20
1,2,0,1,1,1,1,6,1,4,2,5,1,247395.0,1,0,50,11,5,USR0190,2010-01-21
1,2,0,1,1,1,1,4,1,6,1,17,0,237020.0,1,3,47,14,0,USR0190,2010-01-22
2,1,0,1,0,0,0,2,1,2,0,6,1,128220.0,1,0,31,23,0,USR0190,2010-01-23
1,1,0,1,0,0,0,4,1,6,2,8,1,13148.0,1,2,92,38,10,USR0190,2010-01-24
2,1,0,1,0,0,0,5,1,3,0,6,0,91112.0,1,0,51,22,5,USR0190,2010-01-25
1,2,1,1,0,0,0,10,1,4,1,23,2,71534.0,1,3,86,13,0,USR0190,2010-01-26
2,2,0,1,0,0,0,4,1,2,0,22,2,69813.0,1,2,108,15,5,USR0190,2010-01-27
2,1,0,1,0,0,0,8,1,3,1,12,2,38993.0,1,0,148,5,0,USR0190,2010-01-28
2,2,0,1,1,1,1,4,1,5,2,19,2,110194.0,1,2,129,33,5,USR0190,2010-01-29
2,1,0,1,0,0,0,4,1,2,0,19,0,157986.0,1,2,81,15,10,USR0190,2010-01-30
1,2,0,1,0,0,0,7,1,4,1,21,1,164815.0,1,3,61,32,5,USR0190,2010-01-31
1,1,0,1,0,0,0,8,1,4,2,16,0,111864.0,1,1,74,9,10,USR0190,2010-02-01
1,2,0,1,0,0,0,3,1,3,0,14,0,29130.0,1,1,102,22,10,USR0190,2010-02-02
2,2,1,1,1,1,1,10,1,7,2,14,2,10174.0,1,0,72,34,0,USR0191,2010-01-04
2,1,0,1,0,0,0,8,1,3,0,23,1,208733.0,1,3,74,10,5,USR0191,2010-01-05
1,1,0,1,0,0,0,3,1,5,2,16,0,245239.0,1,3,85,5,0,USR0191,2010-01-06
2,2,0,1,0,0,0,4,1,2,1,9,2,61902.0,1,3,116,39,5,USR0191,2010-01-07
1,2,1,1,0,0,0,6,1,4,0,15,2,82344.0,1,3,151,37,10,USR0191,2010-01-08
2,2,0,1,0,0,0,5,1,7,2,15,1,246399.0,1,2,137,37,10,USR0191,2010-01-09
1,1,0,1,0,0,0,8,1,6,2,18,1,249084.0,1,2,81,16,0,USR0191,2010-01-10
1,1,0,1,0,0,0,8,1,3,2,20,1,249168.0,1,0,104,27,0,USR0191,2010-01-11
2,1,0,1,0,0,0,4,1,2,0,7,0,223388.0,1,0,69,10,0,USR0191,2010-01-12
2,2,0,1,1,1,1,7,1,5,2,13,0,220022.0,1,2,44,24,0,USR0191,2010-01-13
2,1,0,1,0,0,0,7,1,2,1,7,0,89183.0,1,0,107,29,0,USR0191,2010-01-14
1,1,0,1,0,0,0,11,1,6,1,14,2,32124.0,1,0,39,23,10,USR0191,2010-01-15
1,2,0,1,1,1,1,8,1,3,2,20,2,38043.0,1,0,123,5,5,USR0191,2010-01-16
2,2,1,1,0,0,0,4,1,4,1,16,2,47442.0,1,2,88,16,0,USR0191,2010-01-17
1,1,1,1,0,0,0,9,1,5,1,22,1,15715.0,1,3,140,16,0,USR0191,2010-01-18
2,1,0,1,0,0,0,1,1,1,0,20,0,232667.0,1,2,103,30,5,USR0191,2010-01-19
2,1,1,1,1,1,1,8,1,5,1,13,2,175552.0,1,0,122,30,10,USR0191,2010-01-20
2,1,1,1,1,1,1,6,1,2,1,23,2,156017.0,1,3,60,33,0,USR0191,2010-01-21
1,1,0,1,0,0,0,7,1,4,0,12,1,20507.0,1,0,147,14,0,USR0191,2010-01-22
2,2,1,1,0,0,0,2,1,6,1,14,0,135710.0,1,1,91,30,0,USR0191,2010-01-23
1,1,0,1,0,0,0,9,1,1,0,16,1,90703.0,1,0,113,6,0,USR0191,2010-01-24
2,1,0,1,1,1,1,4,1,5,2,15,1,93812.0,1,3,145,13,0,USR0191,2010-01-25
2,1,1,1,0,0,0,8,1,6,1,10,1,222301.0,1,2,122,19,5,USR0191,2010-01-26
2,2,0,1,1,1,1,9,1,5,1,15,0,59629.0,1,0,79,21,0,USR0191,2010-01-27
2,1,0,1,0,0,0,5,1,7,2,17,2,53717.0,1,1,34,6,10,USR0191,2010-01-28
2,2,1,1,0,0,0,6,1,4,2,13,2,11309.0,1,2,125,9,10,USR0191,2010-01-29
2,2,0,1,0,0,0,7,1,3,2,8,2,142596.0,1,0,62,39,5,USR0191,2010-01-30
1,2,0,1,0,0,0,9,1,1,0,10,2,114866.0,1,2,124,22,10,USR0191,2010-01-31
2,1,1,1,0,0,0,3,1,7,2,19,1,95817.0,1,0,128,25,0,USR0191,2010-02-01
2,2,0,1,0,0,0,7,1,3,2,13,2,71099.0,1,0,105,12,5,USR0191,2010-02-02
1,2,0,1,0,0,0,4,1,5,0,7,1,221488.0,1,0,28,5,0,USR0192,2010-01-04
1,2,0,1,0,0,0,10,1,4,2,15,0,103137.0,1,1,79,25,0,USR0192,2010-01-05
2,2,0,1,0,0,0,6,1,1,0,15,0,93311.0,1,0,91,27,5,USR0192,2010-01-06
2,1,0,1,0,0,0,4,1,3,2,23,1,40218.0,1,3,61,20,10,USR0192,2010-01-07
2,1,0,1,1,1,1,9,1,2,1,20,0,82044.0,1,3,50,30,5,USR0192,2010-01-08
1,1,0,1,1,1,1,6,1,2,1,18,2,122111.0,1,0,57,5,10,USR0192,2010-01-09
2,1,0,1,1,1,1,5,1,3,0,17,2,18104.0,1,2,145,14,10,USR0192,2010-01-10
2,1,0,1,1,1,1,3,1,5,2,21,1,228315.0,1,1,39,21,10,USR0192,2010-01-11
1,1,1,1,0,0,0,5,1,6,2,15,1,209957.0,1,2,113,20,0,USR0192,2010-01-12
2,1,0,1,1,1,1,2,1,1,0,8,2,50788.0,1,0,96,25,0,USR0192,2010-01-13
2,1,1,1,0,0,0,12,1,6,2,9,1,247911.0,1,1,32,15,0,USR0192,2010-01-14
2,1,0,1,0,0,0,4,1,6,2,14,1,16973.0,1,1,115,36,0,USR0192,2010-01-15
2,1,0,1,0,0,0,4,1,4,2,20,1,103594.0,1,1,66,23,5,USR0192,2010-01-16
2,1,0,1,0,0,0,4,1,5,0,9,0,112690.0,1,1,50,28,5,USR0192,2010-01-17
2,1,0,1,1,1,1,3,1,3,2,8,2,36540.0,1,2,108,30,0,USR0192,2010-01-18
2,2,1,1,0,0,0,7,1,4,1,8,1,238736.0,1,1,131,5,5,USR0192,2010-01-19
1,1,1,1,1,1,1,10,1,4,0,9,2,175458.0,1,0,23,10,0,USR0192,2010-01-20
1,2,0,1,0,0,0,3,1,5,1,19,2,173147.0,1,2,105,10,0,USR0192,2010-01-21
2,1,0,1,0,0,0,1,1,4,0,16,0,23230.0,1,1,93,17,0,USR0192,2010-01-22
1,1,0,1,0,0,0,12,1,3,2,7,1,65198.0,1,0,42,10,5,USR0192,2010-01-23
2,2,1,1,0,0,0,7,1,4,1,7,2,134449.0,1,0,32,10,0,USR0192,2010-01-24
2,2,1,1,0,0,0,3,1,7,2,9,1,51707.0,1,2,109,5,0,USR0192,2010-01-25
2,1,0,1,0,0,0,1,1,4,0,14,1,184170.0,1,1,53,33,5,USR0192,2010-01-26
1,2,0,1,0,0,0,3,1,5,1,20,0,149898.0,1,0,137,11,10,USR0192,2010-01-27
1,1,0,1,1,1,1,9,1,2,1,15,2,224172.0,1,0,96,38,0,USR0192,2010-01-28
2,2,0,1,1,1,1,5,1,7,2,7,0,172812.0,1,0,133,31,0,USR0192,2010-01-29
2,2,0,1,0,0,0,3,1,4,2,5,0,19365.0,1,0,100,36,0,USR0192,2010-01-30
2,1,0,1,1,1,1,2,1,2,0,7,0,22808.0,1,0,136,19,0,USR0192,2010-01-31
1,2,1,1,1,1,1,7,1,3,2,16,1,214568.0,1,2,80,31,0,USR0192,2010-02-01
2,2,0,1,0,0,0,5,1,6,2,11,2,22841.0,1,1,63,26,0,USR0192,2010-02-02
1,2,1,1,0,0,0,7,1,3,2,16,2,179851.0,1,3,35,36,10,USR0193,2010-01-04
2,2,0,1,0,0,0,4,1,1,0,13,2,76580.0,1,3,57,23,0,USR0193,2010-01-05
2,1,0,1,0,0,0,6,1,4,2,9,1,12516.0,1,1,131,11,5,USR0193,2010-01-06
1,2,0,1,0,0,0,2,1,6,1,22,0,159094.0,1,3,48,21,0,USR0193,2010-01-07
1,2,1,1,0,0,0,7,1,2,1,15,0,97133.0,1,0,106,19,0,USR0193,2010-01-08
1,2,0,1,0,0,0,11,1,6,2,21,1,121304.0,1,2,128,12,5,USR0193,2010-01-09
1,2,0,1,0,0,0,9,1,4,2,17,2,99653.0,1,2,63,35,0,USR0193,2010-01-10
2,2,0,1,0,0,0,10,1,1,0,14,1,94613.0,1,2,138,20,10,USR0193,2010-01-11
2,2,0,1,0,0,0,3,1,5,2,12,0,134617.0,1,0,76,12,5,USR0193,2010-01-12
1,1,0,1,1,1,1,7,1,5,2,14,2,126726.0,1,0,33,33,10,USR0193,2010-01-13
1,1,0,1,0,0,0,5,1,3,2,20,1,231181.0,1,2,102,32,0,USR0193,2010-01-14
1,1,0,1,0,0,0,3,1,7,2,7,1,222453.0,1,0,25,23,0,USR0193,2010-01-15
2,1,0,1,0,0,0,4,1,4,0,15,1,16689.0,1,0,51,31,0,USR0193,2010-01-16
1,1,0,1,0,0,0,4,1,3,2,13,0,110700.0,1,3,28,32,5,USR0193,2010-01-17
2,2,0,1,1,1,1,4,1,4,1,11,2,123888.0,1,3,72,18,10,USR0193,2010-01-18
2,1,1,1,0,0,0,8,1,5,0,15,2,71223.0,1,0,155,7,5,USR0193,2010-01-19
2,1,0,1,0,0,0,9,1,4,1,18,1,214327.0,1,3,59,5,0,USR0193,2010-01-20
1,2,1,1,1,1,1,11,1,4,2,20,1,235984.0,1,1,80,27,0,USR0193,2010-01-21
2,1,0,1,0,0,0,6,1,5,0,11,1,44745.0,1,0,118,12,10,USR0193,2010-01-22
1,1,0,1,0,0,0,5,1,4,1,16,1,159884.0,1,0,143,13,5,USR0193,2010-01-23
1,2,1,1,0,0,0,10,1,5,0,20,0,45563.0,1,2,77,10,5,USR0193,2010-01-24
2,2,1,1,1,1,1,10,1,2,0,16,0,132672.0,1,3,104,24,10,USR0193,2010-01-25
2,2,0,1,1,1,1,6,1,5,2,5,1,151899.0,1,0,111,12,10,USR0193,2010-01-26
1,1,0,1,1,1,1,5,1,6,1,18,2,180988.0,1,2,119,13,0,USR0193,2010-01-27
1,2,0,1,1,1,1,7,1,2,1,11,0,74699.0,1,1,98,36,0,USR0193,2010-01-28
1,2,0,1,0,0,0,10,1,2,1,12,1,211904.0,1,0,86,39,0,USR0193,2010-01-29
1,1,0,1,1,1,1,7,1,1,0,19,2,46936.0,1,3,147,32,0,USR0193,2010-01-30
1,1,0,1,0,0,0,10,1,1,0,7,0,124120.0,1,1,151,8,10,USR0193,2010-01-31
2,2,1,1,1,1,1,2,1,5,0,6,2,72823.0,1,0,150,24,0,USR0193,2010-02-01
1,1,0,1,0,0,0,1,1,4,0,12,0,179460.0,1,0,147,38,10,USR0193,2010-02-02
1,1,1,1,1,1,1,7,1,3,1,17,2,114435.0,1,1,35,15,0,USR0194,2010-01-04
1,2,0,1,0,0,0,1,1,4,0,6,1,208656.0,1,0,101,25,0,USR0194,2010-01-05
2,1,0,1,0,0,0,4,1,5,1,5,2,70567.0,1,0,98,30,0,USR0194,2010-01-06
2,2,0,1,1,1,1,9,1,2,1,14,1,68800.0,1,1,140,25,10,USR0194,2010-01-07
1,2,0,1,0,0,0,4,1,6,2,20,1,48381.0,1,2,83,16,10,USR0194,2010-01-08
1,2,0,1,0,0,0,7,1,6,1,16,1,191489.0,1,1,99,24,5,USR0194,2010-01-09
2,2,0,1,0,0,0,10,1,6,2,16,0,116224.0,1,1,65,23,0,USR0194,2010-01-10
1,2,0,1,1,1,1,3,1,5,2,23,1,212414.0,1,3,136,5,5,USR0194,2010-01-11
1,2,0,1,1,1,1,11,1,5,1,11,1,52756.0,1,2,110,20,10,USR0194,2010-01-12
2,1,0,1,0,0,0,9,1,5,0,19,0,193590.0,1,1,30,36,10,USR0194,2010-01-13
2,2,1,1,1,1,1,9,1,1,0,18,1,183029.0,1,3,82,14,5,USR0194,2010-01-14
2,2,0,1,0,0,0,6,1,3,1,9,1,19520.0,1,3,160,30,10,USR0194,2010-01-15
2,2,1,1,1,1,1,5,1,4,1,20,0,138593.0,1,3,33,33,10,USR0194,2010-01-16
1,1,0,1,0,0,0,4,1,4,1,15,2,130436.0,1,2,125,6,5,USR0194,2010-01-17
1,2,0,1,0,0,0,3,1,7,2,8,1,155978.0,1,1,90,38,5,USR0194,2010-01-18
1,1,0,1,1,1,1,3,1,6,2,18,0,59930.0,1,2,92,7,5,USR0194,2010-01-19
1,1,1,1,0,0,0,4,1,2,1,15,1,87112.0,1,0,30,39,0,USR0194,2010-01-20
2,1,0,1,1,1,1,9,1,2,0,7,1,67032.0,1,0,146,34,5,USR0194,2010-01-21
1,1,0,1,0,0,0,3,1,6,2,14,2,92973.0,1,1,124,14,0,USR0194,2010-01-22
1,2,0,1,1,1,1,9,1,2,1,14,0,204233.0,1,1,117,31,5,USR0194,2010-01-23
1,1,0,1,0,0,0,8,1,3,0,15,2,172062.0,1,1,106,18,0,USR0194,2010-01-24
1,1,0,1,0,0,0,8,1,6,2,11,0,179259.0,1,1,45,19,10,USR0194,2010-01-25
1,2,0,1,0,0,0,8,1,4,2,10,1,221269.0,1,1,154,7,5,USR0194,2010-01-26
1,2,0,1,0,0,0,2,1,1,0,21,2,234259.0,1,3,119,6,10,USR0194,2010-01-27
1,2,0,1,0,0,0,11,1,6,1,10,1,219599.0,1,3,109,21,5,USR0194,2010-01-28
2,1,0,1,0,0,0,7,1,4,2,13,0,139715.0,1,1,45,27,5,USR0194,2010-01-29
2,1,0,1,1,1,1,2,1,3,0,22,0,74876.0,1,2,48,9,10,USR0194,2010-01-30
2,2,1,1,0,0,0,2,1,5,1,11,1,90337.0,1,2,25,25,0,USR0194,2010-01-31
1,1,0,1,0,0,0,1,1,4,0,9,2,216034.0,1,2,56,26,5,USR0194,2010-02-01
1,2,1,1,1,1,1,3,1,5,0,22,1,103062.0,1,3,38,18,5,USR0194,2010-02-02
1,1,0,1,0,0,0,6,1,3,0,19,1,216846.0,1,1,103,25,0,USR0195,2010-01-04
1,1,1,1,1,1,1,10,1,2,1,7,0,73733.0,1,1,146,25,0,USR0195,2010-01-05
2,1,0,1,0,0,0,2,1,1,0,10,2,104001.0,1,2,60,32,0,USR0195,2010-01-06
1,2,0,1,1,1,1,11,1,4,1,7,1,94111.0,1,2,111,40,0,USR0195,2010-01-07
1,1,0,1,0,0,0,1,1,2,0,8,2,113418.0,1,3,90,12,5,USR0195,2010-01-08
2,1,0,1,1,1,1,12,1,7,2,20,0,89511.0,1,3,27,38,0,USR0195,2010-01-09
1,2,1,1,0,0,0,6,1,3,1,18,2,137543.0,1,0,52,11,0,USR0195,2010-01-10
1,1,0,1,0,0,0,6,1,4,0,11,1,178134.0,1,1,127,17,5,USR0195,2010-01-11
2,2,0,1,0,0,0,7,1,5,1,9,2,246098.0,1,0,45,35,5,USR0195,2010-01-12
2,2,1,1,0,0,0,6,1,3,1,19,0,153485.0,1,3,36,25,10,USR0195,2010-01-13
2,2,0,1,1,1,1,3,1,4,1,15,2,23899.0,1,0,80,19,0,USR0195,2010-01-14
2,2,0,1,0,0,0,3,1,2,0,16,0,201818.0,1,2,154,23,10,USR0195,2010-01-15
1,1,1,1,0,0,0,11,1,3,2,18,0,143507.0,1,0,25,40,5,USR0195,2010-01-16
1,1,0,1,0,0,0,5,1,2,0,8,2,102308.0,1,1,88,11,0,USR0195,2010-01-17
2,2,0,1,1,1,1,9,1,5,0,18,0,205002.0,1,0,81,31,0,USR0195,2010-01-18
2,1,1,1,0,0,0,3,1,6,2,11,0,211794.0,1,3,37,32,10,USR0195,2010-01-19
2,1,0,1,0,0,0,8,1,1,0,20,2,102451.0,1,0,55,38,0,USR0195,2010-01-20
2,1,1,1,0,0,0,5,1,5,0,13,2,219931.0,1,2,62,26,0,USR0195,2010-01-21
2,2,0,1,1,1,1,7,1,5,1,14,1,202359.0,1,2,83,7,10,USR0195,2010-01-22
2,1,0,1,0,0,0,5,1,6,2,18,1,131582.0,1,0,76,17,10,USR0195,2010-01-23
2,1,0,1,0,0,0,11,1,7,2,8,0,95414.0,1,3,147,38,0,USR0195,2010-01-24
2,2,0,1,1,1,1,3,1,7,2,8,2,143116.0,1,3,95,22,10,USR0195,2010-01-25
2,1,0,1,0,0,0,5,1,4,2,20,2,139016.0,1,3,64,35,10,USR0195,2010-01-26
1,1,0,1,0,0,0,8,1,3,1,16,1,54921.0,1,2,85,24,5,USR0195,2010-01-27
2,2,0,1,1,1,1,4,1,4,0,6,1,42331.0,1,0,115,13,5,USR0195,2010-01-28
1,2,0,1,1,1,1,6,1,4,0,22,2,81964.0,1,3,94,30,10,USR0195,2010-01-29
1,1,0,1,0,0,0,7,1,5,2,19,1,40901.0,1,3,36,17,0,USR0195,2010-01-30
2,1,0,1,1,1,1,9,1,4,1,15,0,26597.0,1,2,83,34,0,USR0195,2010-01-31
1,1,0,1,0,0,0,3,1,5,2,16,1,90345.0,1,1,57,12,0,USR0195,2010-02-01
2,1,0,1,0,0,0,4,1,6,1,15,2,136183.0,1,1,132,35,0,USR0195,2010-02-02
2,1,0,1,0,0,0,12,1,4,2,11,1,11468.0,1,3,74,36,0,USR0196,2010-01-04
1,1,0,1,1,1,1,4,1,5,0,17,2,144929.0,1,1,38,30,0,USR0196,2010-01-05
2,2,0,1,0,0,0,2,1,3,0,14,1,141499.0,1,3,73,11,10,USR0196,2010-01-06
2,2,0,1,0,0,0,7,1,4,1,14,1,132144.0,1,1,57,36,5,USR0196,2010-01-07
2,2,0,1,0,0,0,9,1,4,1,6,1,41932.0,1,0,134,22,10,USR0196,2010-01-08
2,2,0,1,0,0,0,10,1,5,1,16,1,212246.0,1,1,47,36,0,USR0196,2010-01-09
1,2,1,1,0,0,0,9,1,5,2,14,1,130226.0,1,0,76,7,0,USR0196,2010-01-10
2,2,1,1,1,1,1,2,1,6,1,18,0,124589.0,1,1,58,11,10,USR0196,2010-01-11
2,2,0,1,0,0,0,8,1,7,2,12,2,208887.0,1,3,140,31,0,USR0196,2010-01-12
2,2,0,1,1,1,1,1,1,1,0,15,1,234981.0,1,2,38,25,5,USR0196,2010-01-13
1,1,0,1,1,1,1,5,1,4,2,12,2,127351.0,1,1,55,27,5,USR0196,2010-01-14
2,2,1,1,1,1,1,3,1,6,2,13,0,231861.0,1,1,48,12,0,USR0196,2010-01-15
2,1,0,1,0,0,0,2,1,3,0,7,2,207155.0,1,2,61,7,0,USR0196,2010-01-16
1,1,1,1,0,0,0,7,1,5,2,20,0,114094.0,1,1,86,25,5,USR0196,2010-01-17
1,1,0,1,0,0,0,9,1,4,2,18,0,26238.0,1,3,128,40,0,USR0196,2010-01-18
1,2,1,1,0,0,0,8,1,7,2,20,2,145539.0,1,0,69,29,10,USR0196,2010-01-19
2,1,1,1,0,0,0,11,1,4,2,11,1,75996.0,1,3,118,40,0,USR0196,2010-01-20
2,1,0,1,0,0,0,9,1,6,1,8,0,247651.0,1,2,111,15,0,USR0196,2010-01-21
1,1,0,1,1,1,1,5,1,3,0,17,2,190462.0,1,1,115,22,5,USR0196,2010-01-22
2,1,0,1,0,0,0,4,1,4,1,15,1,26702.0,1,0,86,18,0,USR0196,2010-01-23
2,2,0,1,1,1,1,6,1,4,2,9,0,128066.0,1,2,134,16,5,USR0196,2010-01-24
2,1,0,1,0,0,0,3,1,4,2,17,2,128071.0,1,3,154,12,5,USR0196,2010-01-25
2,2,0,1,0,0,0,12,1,6,2,9,1,111300.0,1,2,137,27,10,USR0196,2010-01-26
